Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-05 23:00:00,h,3231.09,2853926.79,2214.42,1016.67,358.05,373.46
