ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
01_electricity_bus_shortage,source,0,0,41.33,0,0.79,905.2,0,0,0,1104338.33
01_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pellet_bus_shortage,source,0,0,71.25,0,3.32,491.51,0,0,0,0.0
01_oil_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pv_bus_excess,sink,8.28,0,0.0,0,1.02,-41.13,0,0,0,-16329.18
01_hp_electricity_bus_shortage,source,0,0,53.48,0,0.83,858.84,0,0,0,1428802.36
01_electricity_sink,sink,53.28,0,0.0,0,0.75,0.0,0,0,0,0.0
01_heat_sink,sink,304.77,0,0.0,0,6.29,0.0,0,0,0,0.0
01_pv_to_01_electricity_link,link,22.78,0,22.78,0,1.68,0.0,0.0,50.0,50,0.0
01_electricity_to_01_hp_electricity_bus,link,9.49,0,9.49,0,0.81,0.0,0.0,50.0,50,0.0
01_heat_without_storage_to_01_heat,link,304.77,0,304.77,0,6.29,0.0,0.0,50.0,50,0.0
01_heat_storage_to_01_heat,link,0.0,0,0.0,0,0.0,0.0,0.0,50.0,50,0.0
01_thermal_storage,storage,0.0,0,0.0,0,0.0,0.0,0,0,30,0.0
01_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,50,0.0
01_oilheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,50,0.0
01_electricheating_transformer,transformer,1.33,0,1.33,0,0.43,0.0,9.79,0.43,50,486.67
01_pelletheating_transformer,transformer,71.25,0,64.12,0,2.99,0.0,113.68,2.99,50,120302.43
01_GCHP_transformer,transformer,43.25,143.49,186.74,0,1.96,0.0,551.52,1.96,50,109056.61
01_ASHP_transformer,transformer,19.71,32.85,52.57,0,0.91,0.0,124.98,0.91,50,46049.59
01_photovoltaic_electricity_source,source,0,0,31.06,0,1.83,0.0,216.69,2.28,5,61219.99
01_solar_thermal_source,source,0.0,0.0,0.0,0,0.0,0.0,0,0,20,0.0
