date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_ASHP_transformer_input1,01_ASHP_transformer_input2,01_ASHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-02 17:00:00,0.5141008,4.4202967,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.3844656,4.3844656,0.0,0.0,0.5141008037524765,4.3844655582579,0.0,0.0,4.4202967,3.9782671,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 18:00:00,0.66401191,4.5444755,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.4962264,4.4962264,0.0,0.0,0.6640119109009408,4.496226445037023,0.0,0.0,4.5444755,4.090028,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 19:00:00,0.74747788,4.5826844,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.5306144,4.5306144,0.0,0.0,0.747477876474806,4.5306144101998305,0.0,0.0,4.5826844,4.1244159,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 20:00:00,0.67220268,4.3534313,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.3242866,4.3242866,0.0,0.0,0.6722026830132636,4.324286619222987,0.0,0.0,4.3534313,3.9180881,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 21:00:00,0.56324544,3.7325374,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,3.7654822,3.7654822,0.0,0.0,0.5632454364264132,3.765482185327373,0.0,0.0,3.7325374,3.3592837,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 22:00:00,0.46615482,2.4047799,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.5705004,2.5705004,0.0,0.0,0.4661548206559526,2.5705003959198276,0.0,0.0,2.4047799,2.1643019,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 23:00:00,0.34517112,1.6310507,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,1.8741441,1.8741441,0.0,0.0,0.3451711233090575,1.874144101372985,0.0,0.0,1.6310507,1.4679456,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 00:00:00,0.23297752,1.8040194,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.0298159,2.0298159,0.0,0.0,0.23297752286319187,2.029815924417245,0.0,0.0,1.8040194,1.6236174,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 01:00:00,0.17240576,1.9428102,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.1547277,2.1547277,0.0,0.0,0.1724057642179168,2.1547276736121526,0.0,0.0,1.9428102,1.7485292,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 02:00:00,0.15802197,2.0469033,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.2484115,2.2484115,0.0,0.0,0.15802196928895967,2.248411485508333,0.0,0.0,2.0469033,1.842213,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 03:00:00,0.15386665,2.4170122,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.5815095,2.5815095,0.0,0.0,0.1538666507539276,2.5815094833614194,0.0,0.0,2.4170122,2.175311,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 04:00:00,0.15634386,3.3422844,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,3.4142545,3.4142545,0.0,0.0,0.15634385988058136,3.4142544779941355,0.0,0.0,3.3422844,3.008056,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.18714915,5.1581312,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.0485165,5.0485165,0.0,0.0,0.18714915402009788,5.048516529960841,0.0,0.0,5.1581312,4.642318,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.35995447,6.719528,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,6.4537737,6.4537737,0.0,0.0,0.3599544680971524,6.453773708403548,0.0,0.0,6.719528,6.0475752,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 07:00:00,0.51713738,6.2337601,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,6.0165826,6.0165826,0.0,0.0,0.5171373826819229,6.016582586221372,0.0,0.0,6.2337601,5.6103841,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 08:00:00,0.53339906,5.6438991,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.4857077,5.4857077,0.0,0.0,0.5333990619488272,5.485707652143016,0.0,0.0,5.6438991,5.0795092,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.31229799,5.1696971,0.0,0.094086697,0.18002735,0.18002735,0.0,0.0,0.0,0.0,1.1114337,5.0589258,5.0589258,0.0,0.0,0.4923253364294718,5.058925842393749,0.0,0.0,5.1696971,4.6527274,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.18002735,0.0,0.0,0.0
2012-01-03 10:00:00,0.38901119,4.7648905,0.0,0.094086697,0.0753057,0.0753057,0.0,0.0,0.0,0.0,1.1114337,4.6945999,4.6945999,0.0,0.0,0.4643168913039192,4.694599907241936,0.0,0.0,4.7648905,4.2884014,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0753057,0.0,0.0,0.0
2012-01-03 11:00:00,0.47274739,4.5220065,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.4760043,4.4760043,0.0,0.0,0.47274739333172466,4.476004346150848,0.0,0.0,4.5220065,4.0698059,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 12:00:00,0.5022029,4.4526111,0.0,0.094086697,0.02004872,0.02004872,0.0,0.0,0.0,0.0,1.1114337,4.4135485,4.4135485,0.0,0.0,0.5222516208788854,4.413548471553394,0.0,0.0,4.4526111,4.00735,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.02004872,0.0,0.0,0.0
2012-01-03 13:00:00,0.51741707,4.4294793,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.3927298,4.3927298,0.0,0.0,0.5174170675833193,4.392729846687577,0.0,0.0,4.4294793,3.9865314,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 14:00:00,0.46088076,4.5682701,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.5176416,4.5176416,0.0,0.0,0.460880762515335,4.517641595882484,0.0,0.0,4.5682701,4.1114431,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 15:00:00,0.41880816,4.7880223,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.7154185,4.7154185,0.0,0.0,0.4188081623481354,4.715418532107754,0.0,0.0,4.7880223,4.30922,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 16:00:00,0.42036641,5.0887357,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.9860607,4.9860607,0.0,0.0,0.4203664067987724,4.986060655363387,0.0,0.0,5.0887357,4.5798622,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.5141008,5.4472787,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.3087493,5.3087493,0.0,0.0,0.5141008037524765,5.308749340783564,0.0,0.0,5.4472787,4.9025509,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,0.66401191,5.5976355,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.4440704,5.4440704,0.0,0.0,0.6640119109009408,5.444070402411381,0.0,0.0,5.5976355,5.0378719,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.74747788,5.6438991,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.4857077,5.4857077,0.0,0.0,0.747477876474806,5.485707652143016,0.0,0.0,5.6438991,5.0795092,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.67220268,5.3663174,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,5.2358842,5.2358842,0.0,0.0,0.6722026830132636,5.235884153753201,0.0,0.0,5.3663174,4.8296857,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.56324544,4.6145337,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,4.5592788,4.5592788,0.0,0.0,0.5632454364264132,4.55927884561412,0.0,0.0,4.6145337,4.1530804,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.46615482,3.0068733,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,3.1123844,3.1123844,0.0,0.0,0.4661548206559526,3.1123844174397757,0.0,0.0,3.0068733,2.7061859,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.34517112,2.0700351,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.2692301,2.2692301,0.0,0.0,0.3451711233090575,2.269230110374151,0.0,0.0,2.0700351,1.8630316,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.23297752,2.1197998,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.3140183,2.3140183,0.0,0.0,0.23297752286319187,2.31401834900755,0.0,0.0,2.1197998,1.9078199,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.17240576,2.2780233,0.0,0.094086697,0.0,0.0,0.0,0.0,0.0,0.0,1.1114337,2.4564195,2.4564195,0.0,0.0,0.1724057642179168,2.4564194781772453,0.0,0.0,2.2780233,2.050221,0.094086697,0.31211179,0.40619849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
