date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_ASHP_transformer_input1,01_ASHP_transformer_input2,01_ASHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-01 10:00:00,0.46202776,1.8646312,0.0,0.44350833,0.0022891303,0.0022891303,0.0,0.0,1.2449119,0.0,0.0,3.5929171,3.5929171,0.0,0.0,0.4643168913039192,3.592917112210804,0.0,0.0,1.8646312,1.6781681,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0022891303,0.0,0.0,0.0
2012-01-01 11:00:00,0.47274739,1.6787449,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.4256194,3.4256194,0.0,0.0,0.47274739333172466,3.425619419624491,0.0,0.0,1.6787449,1.5108704,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 12:00:00,0.52225162,1.6256345,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.3778201,3.3778201,0.0,0.0,0.5222516208788854,3.377820078885545,0.0,0.0,1.6256345,1.463071,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 13:00:00,0.51741707,1.607931,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.361887,3.361887,0.0,0.0,0.5174170675833193,3.3618869653058963,0.0,0.0,1.607931,1.4471379,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 14:00:00,0.46088076,1.7141518,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.4574856,3.4574856,0.0,0.0,0.460880762515335,3.457485646783789,0.0,0.0,1.7141518,1.5427366,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 15:00:00,0.41880816,1.8823347,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.6088502,3.6088502,0.0,0.0,0.4188081623481354,3.6088502257904524,0.0,0.0,1.8823347,1.6941012,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 16:00:00,0.42036641,2.1124796,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.8159807,3.8159807,0.0,0.0,0.4203664067987724,3.815980702325887,0.0,0.0,2.1124796,1.9012317,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 17:00:00,0.5141008,2.3868833,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,4.062944,4.062944,0.0,0.0,0.5141008037524765,4.062943962810443,0.0,0.0,2.3868833,2.1481949,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 18:00:00,0.66401191,2.5019557,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,4.1665092,4.1665092,0.0,0.0,0.6640119109009408,4.166509201078161,0.0,0.0,2.5019557,2.2517602,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 19:00:00,0.74747788,2.5373627,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,4.1983754,4.1983754,0.0,0.0,0.747477876474806,4.198375428237458,0.0,0.0,2.5373627,2.2836264,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 20:00:00,0.67220268,2.3249211,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,4.0071781,4.0071781,0.0,0.0,0.6722026830132636,4.007178065281672,0.0,0.0,2.3249211,2.092429,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 21:00:00,0.56324544,1.7495587,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,3.4893519,3.4893519,0.0,0.0,0.5632454364264132,3.489351873943087,0.0,0.0,1.7495587,1.5746028,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 22:00:00,0.46615482,0.51916828,0.0,0.44350833,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,2.3820005,2.3820005,0.0,0.0,0.4661548206559526,2.382000480157495,0.0,0.0,0.51916828,0.46725145,0.44350833,1.4712407,1.914749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 23:00:00,0.34517112,0.0,0.0,0.40226947,0.0,0.0,0.0,0.0,1.2449119,0.0,0.0,1.7367094,1.7367094,0.0,0.0,0.3451711233090575,1.7367093801817188,0.0,0.0,0.0,0.0,0.40226947,1.3344399,1.7367094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
