Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-18 23:00:00,h,7579.94,9904756.48,4619.07,2960.87,10334.82,1549.86
