date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 00:00:00,0.23297752,0.0,0.0,0.47016098,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.0298159,2.0298159,0.23297752286319187,2.029815924417245,0.0,0.0,0.0,0.0,0.0,0.0,0.47016098,1.5596549,2.0298159,0.0,0.0,0.0,0.0
2012-01-03 01:00:00,0.17240576,0.0,0.0,0.49909396,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.1547277,2.1547277,0.1724057642179168,2.1547276736121526,0.0,0.0,0.0,0.0,0.0,0.0,0.49909396,1.6556337,2.1547277,0.0,0.0,0.0,0.0
2012-01-03 02:00:00,0.15802197,0.0,0.0,0.5207937,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.2484115,2.2484115,0.15802196928895967,2.248411485508333,0.0,0.0,0.0,0.0,0.0,0.0,0.5207937,1.7276178,2.2484115,0.0,0.0,0.0,0.0
2012-01-03 03:00:00,0.15386665,0.0,0.0,0.59794832,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.5815095,2.5815095,0.1538666507539276,2.5815094833614194,0.0,0.0,0.0,0.0,0.0,0.0,0.59794832,1.9835612,2.5815095,0.0,0.0,0.0,0.0
2012-01-03 04:00:00,0.15634386,0.78279898,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,3.4142545,3.4142545,0.15634385988058136,3.4142544779941355,0.0,0.0,0.0,0.0,0.78279898,0.70451908,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.18714915,2.5986457,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.0485165,5.0485165,0.18714915402009788,5.048516529960841,0.0,0.0,0.0,0.0,2.5986457,2.3387811,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.35995447,4.1600426,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,6.4537737,6.4537737,0.3599544680971524,6.453773708403548,0.0,0.0,0.0,0.0,4.1600426,3.7440383,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 07:00:00,0.51713738,3.6742747,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,6.0165826,6.0165826,0.5171373826819229,6.016582586221372,0.0,0.0,0.0,0.0,3.6742747,3.3068472,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 08:00:00,0.53339906,3.0844136,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.4857077,5.4857077,0.5333990619488272,5.485707652143016,0.0,0.0,0.0,0.0,3.0844136,2.7759723,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.31229799,2.6102116,0.0,0.62764895,0.0,0.0,1.0602473,0.18002735,0.18002735,0.0,0.0,5.0589258,5.0589258,0.4923253364294718,5.058925842393749,0.0,0.0,0.0,0.0,2.6102116,2.3491904,0.62764895,2.0820864,2.7097354,0.18002735,0.0,0.0,0.0
2012-01-03 10:00:00,0.38901119,2.205405,0.0,0.62764895,0.0,0.0,1.0602473,0.0753057,0.0753057,0.0,0.0,4.6945999,4.6945999,0.4643168913039192,4.694599907241936,0.0,0.0,0.0,0.0,2.205405,1.9848645,0.62764895,2.0820864,2.7097354,0.0753057,0.0,0.0,0.0
2012-01-03 11:00:00,0.47274739,1.9625211,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.4760043,4.4760043,0.47274739333172466,4.476004346150848,0.0,0.0,0.0,0.0,1.9625211,1.766269,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
