Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-12-30 23:00:00,h,4288.55,1812548.94,3033.62,1254.93,33986.91,38469.93
