date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 04:00:00,0.15634386,3.7936161,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,3.4142545,3.4142545,0.0,0.0,0.15634385988058136,3.4142544779941355,3.7936161,3.4142545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.18714915,5.6094628,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.0485165,5.0485165,0.0,0.0,0.18714915402009788,5.048516529960841,5.6094628,5.0485165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.35995447,7.1708597,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,6.4537737,6.4537737,0.0,0.0,0.3599544680971524,6.453773708403548,7.1708597,6.4537737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 07:00:00,0.51713738,6.6850918,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,6.0165826,6.0165826,0.0,0.0,0.5171373826819229,6.016582586221372,6.6850918,6.0165826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 08:00:00,0.53339906,6.0952307,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.4857077,5.4857077,0.0,0.0,0.5333990619488272,5.485707652143016,6.0952307,5.4857077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.31229799,5.6210287,0.0,0.18002735,0.18002735,0.0,0.0,1.2119243,-0.0,0.0,5.0589258,5.0589258,0.0,0.0,0.4923253364294718,5.058925842393749,5.6210287,5.0589258,0.0,0.0,0.0,0.18002735,0.0,0.0,0.0
2012-01-03 10:00:00,0.38901119,5.2162221,0.0,0.0753057,0.0753057,0.0,0.0,1.2119243,-0.0,0.0,4.6945999,4.6945999,0.0,0.0,0.4643168913039192,4.694599907241936,5.2162221,4.6945999,0.0,0.0,0.0,0.0753057,0.0,0.0,0.0
2012-01-03 11:00:00,0.47274739,4.9733382,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.4760043,4.4760043,0.0,0.0,0.47274739333172466,4.476004346150848,4.9733382,4.4760043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 12:00:00,0.5022029,4.9039427,0.0,0.02004872,0.02004872,0.0,0.0,1.2119243,-0.0,0.0,4.4135485,4.4135485,0.0,0.0,0.5222516208788854,4.413548471553394,4.9039427,4.4135485,0.0,0.0,0.0,0.02004872,0.0,0.0,0.0
2012-01-03 13:00:00,0.51741707,4.8808109,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.3927298,4.3927298,0.0,0.0,0.5174170675833193,4.392729846687577,4.8808109,4.3927298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 14:00:00,0.46088076,5.0196018,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.5176416,4.5176416,0.0,0.0,0.460880762515335,4.517641595882484,5.0196018,4.5176416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 15:00:00,0.41880816,5.2393539,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.7154185,4.7154185,0.0,0.0,0.4188081623481354,4.715418532107754,5.2393539,4.7154185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 16:00:00,0.42036641,5.5400674,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.9860607,4.9860607,0.0,0.0,0.4203664067987724,4.986060655363387,5.5400674,4.9860607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.5141008,5.8986104,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.3087493,5.3087493,0.0,0.0,0.5141008037524765,5.308749340783564,5.8986104,5.3087493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,0.66401191,6.0489671,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.4440704,5.4440704,0.0,0.0,0.6640119109009408,5.444070402411381,6.0489671,5.4440704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.74747788,6.0952307,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.4857077,5.4857077,0.0,0.0,0.747477876474806,5.485707652143016,6.0952307,5.4857077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.67220268,5.8176491,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.2358842,5.2358842,0.0,0.0,0.6722026830132636,5.235884153753201,5.8176491,5.2358842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.56324544,5.0658654,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.5592788,4.5592788,0.0,0.0,0.5632454364264132,4.55927884561412,5.0658654,4.5592788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.46615482,3.4582049,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,3.1123844,3.1123844,0.0,0.0,0.4661548206559526,3.1123844174397757,3.4582049,3.1123844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.34517112,2.5213668,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.2692301,2.2692301,0.0,0.0,0.3451711233090575,2.269230110374151,2.5213668,2.2692301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.23297752,2.5711315,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.3140183,2.3140183,0.0,0.0,0.23297752286319187,2.31401834900755,2.5711315,2.3140183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.17240576,2.729355,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.4564195,2.4564195,0.0,0.0,0.1724057642179168,2.4564194781772453,2.729355,2.4564195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 02:00:00,0.15802197,2.8480226,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.5632203,2.5632203,0.0,0.0,0.15802196928895967,2.563220325054517,2.8480226,2.5632203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 03:00:00,0.15386665,3.2699519,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.9429567,2.9429567,0.0,0.0,0.1538666507539276,2.942956669507038,3.2699519,2.9429567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 04:00:00,0.15634386,4.324775,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,3.8922975,3.8922975,0.0,0.0,0.15634385988058136,3.8922975306383405,4.324775,3.8922975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 05:00:00,0.18714915,6.3948655,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,5.755379,5.755379,0.0,0.0,0.18714915402009788,5.755378970608522,6.3948655,5.755379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 06:00:00,0.35995447,8.1748796,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,7.3573917,7.3573917,0.0,0.0,0.3599544680971524,7.357391673767594,8.1748796,7.3573917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 07:00:00,0.51713738,7.6210975,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,6.8589877,6.8589877,0.0,0.0,0.5171373826819229,6.85898772167366,7.6210975,6.8589877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 08:00:00,0.53339906,6.9486477,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,6.2537829,6.2537829,0.0,0.0,0.5333990619488272,6.253782922702455,6.9486477,6.2537829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 09:00:00,0.39455365,6.4080508,0.0,0.097771684,0.097771684,0.0,0.0,1.2119243,-0.0,0.0,5.7672457,5.7672457,0.0,0.0,0.4923253364294718,5.767245731372663,6.4080508,5.7672457,0.0,0.0,0.0,0.097771684,0.0,0.0,0.0
2012-01-04 10:00:00,0.023637937,5.9465657,0.0,0.44067895,0.44067895,0.0,0.0,1.2119243,-0.0,0.0,5.3519091,5.3519091,0.0,0.0,0.4643168913039192,5.351909104627718,5.9465657,5.3519091,0.0,0.0,0.0,0.44067895,0.0,0.0,0.0
2012-01-04 11:00:00,0.0,2.2988143,0.0,1.0857133,1.0857133,0.0,0.0,1.2119243,0.58159347,0.58159347,4.5798339,4.5798339,0.52287324,0.52287324,0.47274739333172466,5.102707128580751,2.2988143,2.0689328,1.9293076,0.58159347,2.510901,1.0857133,0.031372394,0.55039289,0.52287324
2012-01-04 12:00:00,0.0,0.0,0.3129847,1.7090877,1.7090877,0.35668802,0.0,1.5686123,1.1654348,1.1654348,5.0315066,5.0315066,0.0,0.0,0.5222516208788854,5.031506563995904,0.0,0.0,3.8660718,1.1654348,5.0315066,2.0220724,0.021401281,0.37546107,0.35668802
2012-01-04 13:00:00,0.0,5.0089246,0.0,0.63174045,0.63174045,0.0,0.0,1.5686123,0.11382337,0.11382337,4.9994394,4.9994394,0.0083336795,0.0083336795,0.5174170675833193,5.007773042467621,5.0089246,4.5080322,0.37758382,0.11382337,0.49140718,0.63174045,0.00050002077,0.0087722942,0.0083336795
