Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-12-30 23:00:00,h,1589737.43,36627.06,1582417.41,7320.02,33986.91,39159.3
