date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-02 07:00:00,0.52459702,6.3726216,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5171373826819229,5.859686747558484,5.7353594,5.7353594,0.12432735,0.12432735,6.3726216,5.7353594,0.0,0.0,0.0,0.0,0.0074596407,0.13087089,0.12432735
2012-01-02 08:00:00,0.58226297,5.0313968,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5333990619488272,5.342655563950383,4.5282571,4.5282571,0.81439848,0.81439848,5.0313968,4.5282571,0.0,0.0,0.0,0.0,0.048863909,0.85726156,0.81439848
2012-01-02 09:00:00,0.0,0.0,0.062368587,1.7304204,0.0,3.4627989,1.7373794,1.7373794,1.1412289,1.1412289,0.4923253364294718,4.92700304379485,4.927003,4.927003,0.0,0.0,0.0,0.0,1.1412289,3.7857742,4.927003,1.799748,0.10382522,1.8214951,1.7304204
2012-01-02 10:00:00,0.0,0.0,1.2575782,2.0646726,0.0,5.5274715,1.6472389,1.6472389,1.0590416,1.0590416,0.4643168913039192,4.572177721710859,4.5721777,4.5721777,0.0,0.0,0.0,0.0,1.0590416,3.5131361,4.5721777,2.904817,0.12388036,2.1733396,2.0646726
2012-01-02 11:00:00,0.0,0.0,1.1653673,2.1228356,0.0,7.6503071,1.6098468,1.6098468,1.0097293,1.0097293,0.47274739333172466,4.359282528460464,4.3592825,4.3592825,0.0,0.0,0.0,0.0,1.0097293,3.3495533,4.3592825,2.7752141,0.12737014,2.2345638,2.1228356
2012-01-02 12:00:00,0.0,0.0,0.0,0.10927786,0.0,7.759585,1.2190751,1.2190751,0.58351,0.58351,0.5222516208788854,4.298455330388924,2.5191752,2.5191752,1.7792801,1.7792801,0.0,0.0,0.58351,1.9356652,2.5191752,1.2190751,0.11331348,1.9879557,1.8885579
2012-01-02 13:00:00,0.16352343,0.90431917,0.0,0.0,2.9450435,4.7544385,0.38504857,0.38504857,-0.0,0.0,0.5174170675833193,4.27817959769841,0.81388725,0.81388725,3.4642923,3.4642923,0.90431917,0.81388725,0.0,0.0,0.0,0.38504857,0.031154929,0.54657771,0.51924882
2012-01-02 14:00:00,0.19236253,1.6164339,0.0,0.0,2.9450435,1.7492921,0.26851823,0.26851823,-0.0,0.0,0.460880762515335,4.399833993841492,1.4547905,1.4547905,2.9450435,2.9450435,1.6164339,1.4547905,0.0,0.0,0.0,0.26851823,0.0,0.0,0.0
2012-01-02 15:00:00,0.41880816,5.0843091,0.0,0.0,0.016575259,1.7323785,0.0,0.0,-0.0,0.0,0.4188081623481354,4.592453454401373,4.5758782,4.5758782,0.016575259,0.016575259,5.0843091,4.5758782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 16:00:00,0.42036641,5.3955978,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.4203664067987724,4.856037979378052,4.856038,4.856038,0.0,0.0,5.3955978,4.856038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 17:00:00,0.5141008,5.7447909,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5141008037524765,5.170311836081016,5.1703118,5.1703118,0.0,0.0,5.7447909,5.1703118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 18:00:00,0.66401191,5.8912268,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.6640119109009408,5.302104098569355,5.3021041,5.3021041,0.0,0.0,5.8912268,5.3021041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 19:00:00,0.74747788,5.936284,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.747477876474806,5.342655563950383,5.3426556,5.3426556,0.0,0.0,5.936284,5.3426556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 20:00:00,0.67220268,5.6659409,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.6722026830132636,5.099346771664218,5.0993468,5.0993468,0.0,0.0,5.6659409,5.0993468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 21:00:00,0.56324544,4.9337616,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5632454364264132,4.44038545922252,4.4403855,4.4403855,0.0,0.0,4.9337616,4.4403855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 22:00:00,0.46615482,3.3680245,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.4661548206559526,3.0312220372318115,3.031222,3.031222,0.0,0.0,3.3680245,3.031222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 23:00:00,0.34517112,2.4556165,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.3451711233090575,2.210054863266003,2.2100549,2.2100549,0.0,0.0,2.4556165,2.2100549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 00:00:00,0.29426847,0.35131037,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.2942684712549148,0.3161793351269989,0.31617934,0.31617934,0.0,0.0,0.35131037,0.31617934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 01:00:00,0.21911314,0.37666267,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.21911314275111374,0.33899640054853486,0.3389964,0.3389964,0.0,0.0,0.37666267,0.3389964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 02:00:00,0.19889592,0.40201496,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.19889591987874622,0.3618134659700709,0.36181347,0.36181347,0.0,0.0,0.40201496,0.36181347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 03:00:00,0.18722906,0.58310278,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.1872290639919254,0.524792504695328,0.5247925,0.5247925,0.0,0.0,0.58310278,0.5247925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 04:00:00,0.19490042,1.0539311,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.1949004212873692,0.9485380053809968,0.94853801,0.94853801,0.0,0.0,1.0539311,0.94853801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.23677325,2.408468,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.23677324652499998,2.16762121504592,2.1676212,2.1676212,0.0,0.0,2.408468,2.1676212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.46185969,1.6895481,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.3911593120958066,2.698932881290258,1.5205933,1.5205933,1.1783396,1.1783396,1.6895481,1.5205933,0.0,0.0,0.0,0.0,0.070700377,1.2403575,1.1783396
2012-01-03 07:00:00,0.60937462,1.039803,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5182561222875085,2.454464323202373,0.93582266,0.93582266,1.5186417,1.5186417,1.039803,0.93582266,0.0,0.0,0.0,0.0,0.0911185,1.5985702,1.5186417
2012-01-03 08:00:00,0.63990873,0.82828926,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5659224204826359,1.9785655301246219,0.74546034,0.74546034,1.2331052,1.2331052,0.82828926,0.74546034,0.0,0.0,0.0,0.0,0.073986312,1.2980055,1.2331052
2012-01-03 09:00:00,0.0,0.0,0.0,0.3377482,0.0,2.0701267,0.80568579,0.80568579,0.1247626,0.1247626,0.575631482059682,1.9557484647030858,0.53863492,0.53863492,1.4171135,1.4171135,0.0,0.0,0.1247626,0.41387231,0.53863492,0.80568579,0.1052917,1.8472229,1.7548617
2012-01-03 10:00:00,0.0,0.0,0.55630529,2.2323936,0.0,4.3025203,1.074576,1.074576,0.38429918,0.38429918,0.5563332238633311,1.6591266142231178,1.6591266,1.6591266,0.0,0.0,0.0,0.0,0.38429918,1.2748274,1.6591266,1.6308813,0.13394361,2.349888,2.2323936
2012-01-03 11:00:00,0.0,0.0,1.5294994,2.3398299,0.0,6.6423502,1.0715047,1.0715047,0.36391395,0.36391395,0.5672009800318766,1.5711179333114789,1.5711179,1.5711179,0.0,0.0,0.0,0.0,0.36391395,1.207204,1.5711179,2.6010041,0.1403898,2.4629789,2.3398299
2012-01-03 12:00:00,0.0,0.0,1.2988896,2.344184,0.0,8.9865342,1.1049742,1.1049742,0.33371363,0.33371363,0.6306095426770292,1.4407347023312733,1.4407347,1.4407347,0.0,0.0,0.0,0.0,0.33371363,1.1070211,1.4407347,2.4038638,0.14065104,2.4675621,2.344184
2012-01-03 13:00:00,0.0,0.0,2.6309719,2.3547697,0.0,11.341304,1.0503421,1.0503421,0.29898325,0.29898325,0.6100726799173515,1.2907939867040368,1.290794,1.290794,0.0,0.0,0.0,0.0,0.29898325,0.99181074,1.290794,3.681314,0.14128618,2.478705,2.3547697
2012-01-03 14:00:00,0.0,0.0,2.775443,1.9492485,0.0,13.290552,0.92807985,0.92807985,0.28463809,0.28463809,0.5264868493857451,1.2288619519884387,1.228862,1.228862,0.0,0.0,0.0,0.0,0.28463809,0.94422386,1.228862,3.7035229,0.11695491,2.0518405,1.9492485
2012-01-03 15:00:00,0.57352063,0.0,0.0,0.48132589,0.0,13.771878,0.0,0.0,-0.0,0.0,0.4746252776696718,1.1669299172728413,0.0,0.0,1.1669299,1.1669299,0.0,0.0,0.0,0.0,0.0,0.0,0.098895348,1.7350061,1.6482558
2012-01-03 16:00:00,0.52122524,0.0,0.0,0.0,0.25754013,13.509082,0.0,0.0,-0.0,0.0,0.4586432833041639,1.3005727290275522,0.0,0.0,1.3005727,1.3005727,0.0,0.0,0.0,0.0,0.0,0.0,0.062581956,1.0979291,1.0430326
2012-01-03 17:00:00,0.55247946,0.0,0.0,0.0,0.34066042,13.16147,0.0,0.0,-0.0,0.0,0.4894086224577666,1.3918409907136962,0.0,0.0,1.391841,1.391841,0.0,0.0,0.0,0.0,0.0,0.0,0.063070834,1.1065059,1.0511806
2012-01-03 18:00:00,0.56804003,0.0,0.0,0.0,1.492888,11.638115,0.0,0.0,-0.0,0.0,0.5680400347360656,1.4928879947233555,0.0,0.0,1.492888,1.492888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.6599365,0.0,0.0,0.0,1.6786841,9.9251716,0.0,0.0,-0.0,0.0,0.6599365023377363,1.6786840988701486,0.0,0.0,1.6786841,1.6786841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.66557016,0.0,0.0,0.0,1.694982,8.1955981,0.0,0.0,-0.0,0.0,0.6655701553515778,1.6949820027426743,0.0,0.0,1.694982,1.694982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.6294908,0.0,0.0,0.0,1.4407347,6.7254607,0.0,0.0,-0.0,0.0,0.6294908030714437,1.4407347023312733,0.0,0.0,1.4407347,1.4407347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.5773895,0.0,0.0,0.0,1.0006913,5.7043471,0.0,0.0,-0.0,0.0,0.5773895014398879,1.0006912977730789,0.0,0.0,1.0006913,1.0006913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.44781548,0.0,0.0,0.0,0.48241795,5.2120839,0.0,0.0,-0.0,0.0,0.44781548212153227,0.48241795462676124,0.0,0.0,0.48241795,0.48241795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.29426847,0.0,0.0,0.0,0.2040428,5.0038769,0.0,0.0,-0.0,0.0,0.2942684712549148,0.2040428000043685,0.0,0.0,0.2040428,0.2040428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.21911314,0.0,0.0,0.0,0.21876754,4.7806447,0.0,0.0,-0.0,0.0,0.21911314275111374,0.21876753814901362,0.0,0.0,0.21876754,0.21876754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 02:00:00,0.19889592,0.0,0.0,0.0,0.23349228,4.5423873,0.0,0.0,-0.0,0.0,0.19889591987874622,0.23349227629365876,0.0,0.0,0.23349228,0.23349228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 03:00:00,0.18722906,0.0,0.0,0.0,0.33866898,4.1968067,0.0,0.0,-0.0,0.0,0.1872290639919254,0.33866897732683837,0.0,0.0,0.33866898,0.33866898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 04:00:00,0.19490042,0.0,0.0,0.0,0.6121284,3.5721859,0.0,0.0,-0.0,0.0,0.1949004212873692,0.6121284000131054,0.0,0.0,0.6121284,0.6121284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 05:00:00,0.23677325,0.0,0.0,0.0,1.3988501,2.1447878,0.0,0.0,-0.0,0.0,0.23677324652499998,1.3988501237412891,0.0,0.0,1.3988501,1.3988501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 06:00:00,0.48401365,0.0,0.0,0.0,0.19415389,1.9466716,0.0,0.0,-0.0,0.0,0.3911593120958066,1.7417261691094545,0.0,0.0,1.7417262,1.7417262,0.0,0.0,0.0,0.0,0.0,0.0,0.092854337,1.6290235,1.5475723
2012-01-04 07:00:00,0.6201304,0.0,0.0,0.11394353,0.0,2.0606152,0.0,0.0,-0.0,0.0,0.5182561222875085,1.5839611175596853,0.0,0.0,1.5839611,1.5839611,0.0,0.0,0.0,0.0,0.0,0.0,0.10187428,1.7872681,1.6979047
2012-01-04 08:00:00,0.62323282,0.0,0.0,0.0,0.32167188,1.7323785,0.0,0.0,-0.0,0.0,0.5659224204826359,1.2768451505428005,0.0,0.0,1.2768452,1.2768452,0.0,0.0,0.0,0.0,0.0,0.0,0.057310396,1.0054456,0.95517327
2012-01-04 09:00:00,0.0,0.0,2.9181319,2.2140379,0.0,3.9464164,1.0008154,1.0008154,0.29234166,0.29234166,0.575631482059682,1.2621204123981555,1.2621204,1.2621204,0.0,0.0,0.0,0.0,0.29234166,0.96977875,1.2621204,3.9189473,0.13284227,2.3305662,2.2140379
2012-01-04 10:00:00,0.0,0.0,3.0577026,2.359491,0.0,6.3059074,0.94590586,0.94590586,0.24800318,0.24800318,0.5563332238633311,1.0706988165177687,1.0706988,1.0706988,0.0,0.0,0.0,0.0,0.24800318,0.82269564,1.0706988,4.0036084,0.14156946,2.4836747,2.359491
2012-01-04 11:00:00,0.0,0.0,3.0095919,2.3627147,0.0,8.6686221,0.94381166,0.94381166,0.2348478,0.2348478,0.5672009800318766,1.0139033979598515,1.0139034,1.0139034,0.0,0.0,0.0,0.0,0.2348478,0.7790556,1.0139034,3.9534036,0.14176288,2.4870681,2.3627147
2012-01-04 12:00:00,0.0,0.0,2.8835023,2.3096217,0.0,10.978244,0.9845452,0.9845452,0.21535836,0.21535836,0.6306095426770292,0.9297620371333081,0.92976204,0.92976204,0.0,0.0,0.0,0.0,0.21535836,0.71440368,0.92976204,3.8680475,0.1385773,2.4311807,2.3096217
2012-01-04 13:00:00,0.0,0.0,2.6178111,2.2424598,0.0,13.220704,0.93756577,0.93756577,0.1929455,0.1929455,0.6100726799173515,0.8329994721827828,0.83299947,0.83299947,0.0,0.0,0.0,0.0,0.1929455,0.64005397,0.83299947,3.5553769,0.13454759,2.360484,2.2424598
2012-01-04 14:00:00,0.0,0.0,2.8029629,1.8018926,0.0,15.022596,0.81828842,0.81828842,0.18368801,0.18368801,0.5264868493857451,0.7930323257901744,0.79303233,0.79303233,0.0,0.0,0.0,0.0,0.18368801,0.60934431,0.79303233,3.6212514,0.10811356,1.896729,1.8018926
2012-01-04 15:00:00,0.53452061,0.0,0.0,0.24519043,0.0,15.267787,0.0,0.0,-0.0,0.0,0.4746252776696718,0.7530651793975661,0.0,0.0,0.75306518,0.75306518,0.0,0.0,0.0,0.0,0.0,0.0,0.059895337,1.0507954,0.99825561
2012-01-04 16:00:00,0.52841911,0.0,0.0,0.3236203,0.0,15.591407,0.0,0.0,-0.0,0.0,0.4586432833041639,0.8393100742447734,0.0,0.0,0.83931007,0.83931007,0.0,0.0,0.0,0.0,0.0,0.0,0.069775822,1.2241372,1.1629304
2012-01-04 17:00:00,0.54092118,0.0,0.0,0.0,0.039666327,15.550931,0.0,0.0,-0.0,0.0,0.4894086224577666,0.8982090268233541,0.0,0.0,0.89820903,0.89820903,0.0,0.0,0.0,0.0,0.0,0.0,0.051512562,0.90372916,0.8585427
2012-01-04 18:00:00,0.56804003,0.0,0.0,0.0,0.96341858,14.567851,0.0,0.0,-0.0,0.0,0.5680400347360656,0.9634185814639254,0.0,0.0,0.96341858,0.96341858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 19:00:00,0.6599365,0.0,0.0,0.0,1.08332,13.462422,0.0,0.0,-0.0,0.0,0.6599365023377363,1.0833200206417501,0.0,0.0,1.08332,1.08332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 20:00:00,0.66557016,0.0,0.0,0.0,1.0938377,12.346261,0.0,0.0,-0.0,0.0,0.6655701553515778,1.093837690745068,0.0,0.0,1.0938377,1.0938377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 21:00:00,0.6294908,0.0,0.0,0.0,0.92976204,11.397525,0.0,0.0,-0.0,0.0,0.6294908030714437,0.9297620371333081,0.0,0.0,0.92976204,0.92976204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
