date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_electricity_sink_input1,01_heat_sink_input1,01_thermal_storage_capacity,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_ASHP_transformer_input1,01_ASHP_transformer_input2,01_ASHP_transformer_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_photovoltaic_electricity_source_output1
2012-01-04 15:00:00,0.47462528,0.0,0.0,0.17443053,0.4746252776696718,0.7530651793975661,0.0,0.0,0.0,0.0,0.0,0.17443053,0.57863465,0.75306518,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.75306518,0.75306518,0.0
2012-01-04 16:00:00,0.45864328,0.0,0.0,0.19440721,0.4586432833041639,0.8393100742447734,0.0,0.0,0.0,0.0,0.0,0.19440721,0.64490287,0.83931007,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.83931007,0.83931007,0.0
2012-01-04 17:00:00,0.48940862,0.0,0.0,0.20804982,0.4894086224577666,0.8982090268233541,0.0,0.0,0.0,0.0,0.0,0.20804982,0.69015921,0.89820903,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.89820903,0.89820903,0.0
2012-01-04 18:00:00,0.56804003,0.0,0.0,0.22315414,0.5680400347360656,0.9634185814639254,0.0,0.0,0.0,0.0,0.0,0.22315414,0.74026445,0.96341858,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.96341858,0.96341858,0.0
2012-01-04 19:00:00,0.6599365,0.0,0.0,0.25092659,0.6599365023377363,1.0833200206417501,0.0,0.0,0.0,0.0,0.0,0.25092659,0.83239343,1.08332,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.08332,1.08332,0.0
2012-01-04 20:00:00,0.66557016,0.0,0.0,0.25336277,0.6655701553515778,1.093837690745068,0.0,0.0,0.0,0.0,0.0,0.25336277,0.84047492,1.0938377,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0938377,1.0938377,0.0
2012-01-04 21:00:00,0.6294908,0.0,0.0,0.21535836,0.6294908030714437,0.9297620371333081,0.0,0.0,0.0,0.0,0.0,0.21535836,0.71440368,0.92976204,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.92976204,0.92976204,0.0
2012-01-04 22:00:00,0.5773895,0.0,0.0,0.14958148,0.5773895014398879,0.645784944343723,0.0,0.0,0.0,0.0,0.0,0.14958148,0.49620346,0.64578494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.64578494,0.64578494,0.0
2012-01-04 23:00:00,0.44781548,0.0,0.0,0.072110944,0.44781548212153227,0.31132303505821174,0.0,0.0,0.0,0.0,0.0,0.072110944,0.23921209,0.31132304,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.31132304,0.31132304,0.0
2012-01-05 00:00:00,0.2660203,0.0,0.0,0.23631095,0.2660202962138795,1.0202202247215648,0.0,0.0,0.0,0.0,0.0,0.23631095,0.78390927,1.0202202,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0202202,1.0202202,0.0
2012-01-05 01:00:00,0.19645867,0.0,0.0,0.25614124,0.19645866573800624,1.1058331107121857,0.0,0.0,0.0,0.0,0.0,0.25614124,0.84969187,1.1058331,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.1058331,1.1058331,0.0
2012-01-05 02:00:00,0.17696063,0.0,0.0,0.27431901,0.17696063261208655,1.1843115895369216,0.0,0.0,0.0,0.0,0.0,0.27431901,0.90999258,1.1843116,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.1843116,1.1843116,0.0
2012-01-05 03:00:00,0.17224594,0.0,0.0,0.32885231,0.1722459442742617,1.419747026011129,0.0,0.0,0.0,0.0,0.0,0.32885231,1.0908947,1.419747,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.419747,1.419747,0.0
2012-01-05 04:00:00,0.17608162,0.0,0.0,0.5257772,0.17608162292198362,2.1331877425996355,0.0,0.0,0.0,0.0,0.0,0.45300492,1.5027435,1.9557485,0.072772274,0.104667,0.17743928,0.0,0.0,-0.0,0.0,2.1331877,2.1331877,0.0
2012-01-05 05:00:00,0.21032305,1.1177238,0.0,0.82942872,0.21032304585008435,3.8739830910755924,0.0,0.0,0.0,1.1177238,1.0059514,0.45300492,1.5027435,1.9557485,0.37642379,0.53585942,0.91228322,0.0,0.0,-0.0,0.0,3.8739831,3.8739831,0.0
2012-01-05 06:00:00,0.37122177,2.2592289,0.0,0.83047528,0.3712217741248354,4.901337722963042,0.0,0.0,0.0,2.2592289,2.033306,0.45300492,1.5027435,1.9557485,0.37747036,0.53481286,0.91228322,0.0,0.0,-0.0,0.0,4.9013377,4.9013377,0.0
2012-01-05 07:00:00,0.51829608,2.1720306,0.0,0.82867396,0.5182960772734223,4.822859244138306,0.0,0.0,0.0,2.1720306,1.9548276,0.45300492,1.5027435,1.9557485,0.37566903,0.53661418,0.91228322,0.0,0.0,-0.0,0.0,4.8228592,4.8228592,0.0
2012-01-05 08:00:00,0.54926119,1.3872458,0.0,0.8193336,0.5492611913565939,4.116552934715685,0.0,0.0,0.0,1.3872458,1.2485213,0.45300492,1.5027435,1.9557485,0.36632867,0.54595454,0.91228322,0.0,0.0,-0.0,0.0,4.1165529,4.1165529,0.0
2012-01-05 09:00:00,0.0,0.80234192,0.0,0.0,0.5432679434695283,3.752698169255546,0.0,0.16255876,0.16255876,0.80234192,0.72210773,0.45300492,1.5027435,1.9557485,0.35277125,0.55951197,0.91228322,1.5116029,1.5116029,0.80577617,0.80577617,3.7526982,3.7526982,1.5116029
2012-01-05 10:00:00,0.0,0.19320407,0.0,0.0,0.5275656340054168,3.395977810961293,0.0,0.35406246,0.35406246,0.19320407,0.17388367,0.45300492,1.5027435,1.9557485,0.34151318,0.57077004,0.91228322,1.6761462,1.6761462,0.7945181,0.7945181,3.3959778,3.3959778,1.6761462
2012-01-05 11:00:00,0.0,0.0,0.21087232,0.0,0.5325200522587243,3.103467117160005,0.0,0.23543544,0.23543544,0.0,0.0,0.45300492,1.5027435,1.9557485,0.3316474,0.58063582,0.91228322,1.5526078,1.5526078,0.78465232,0.78465232,3.1034671,3.1034671,1.7634801
2012-01-05 12:00:00,0.0,0.0,0.27231544,0.0,0.5977665442559105,2.960778973842304,0.0,0.092747293,0.092747293,0.0,0.0,0.45300492,1.5027435,1.9557485,0.32496324,0.58731997,0.91228322,1.468482,1.468482,0.77796817,0.77796817,2.960779,2.960779,1.7407974
2012-01-05 13:00:00,0.0,0.0,0.14246795,0.0,0.5819843248199713,2.8680316806857973,0.0,0.0,0.0,0.0,0.0,0.45300492,1.5027435,1.9557485,0.3206298,0.59165342,0.91228322,1.355619,1.355619,0.77363472,0.77363472,2.8680317,2.8680317,1.498087
2012-01-05 14:00:00,0.0,0.0,0.0,0.0,0.5065493114147739,2.8466284591881426,0.0,0.0,0.0,0.0,0.0,0.45300492,1.5027435,1.9557485,0.31199936,0.57888063,0.89087999,1.2715536,1.2715536,0.76500429,0.76500429,2.8466285,2.8466285,1.2715536
2012-01-05 15:00:00,0.34180361,0.10305255,0.0,0.7742962,0.4532493602058049,2.960778973842304,0.0,0.0,0.0,0.10305255,0.092747293,0.45300492,1.5027435,1.9557485,0.32129128,0.59099194,0.91228322,0.11144575,0.11144575,-0.0,0.0,2.960779,2.960779,0.11144575
2012-01-05 16:00:00,0.42408222,0.31708476,0.0,0.77995861,0.424082220488753,3.153407967321201,0.0,0.0,0.0,0.31708476,0.28537629,0.45300492,1.5027435,1.9557485,0.32695369,0.58532953,0.91228322,0.0,0.0,-0.0,0.0,3.153408,3.153408,0.0
2012-01-05 17:00:00,0.46479635,0.61038817,0.0,0.78885741,0.46479635113488443,3.417381032458948,0.0,0.0,0.0,0.61038817,0.54934935,0.45300492,1.5027435,1.9557485,0.33585249,0.57643073,0.91228322,0.0,0.0,-0.0,0.0,3.417381,3.417381,0.0
2012-01-05 18:00:00,0.57874797,0.91161869,0.0,0.79475429,0.578747970960956,3.688488504762581,0.0,0.0,0.0,0.91161869,0.82045682,0.45300492,1.5027435,1.9557485,0.34174936,0.57053385,0.91228322,0.0,0.0,-0.0,0.0,3.6884885,3.6884885,0.0
2012-01-05 19:00:00,0.68678625,1.196995,0.0,0.79939666,0.6867862528717896,3.9453271627344435,0.0,0.0,0.0,1.196995,1.0772955,0.45300492,1.5027435,1.9557485,0.34639173,0.56589148,0.91228322,0.0,0.0,-0.0,0.0,3.9453272,3.9453272,0.0
2012-01-05 20:00:00,0.67144354,1.0543068,0.0,0.80350932,0.671443538280902,3.816907833748512,0.0,0.0,0.0,1.0543068,0.94887615,0.45300492,1.5027435,1.9557485,0.3505044,0.56177882,0.91228322,0.0,0.0,-0.0,0.0,3.8169078,3.8169078,0.0
2012-01-05 21:00:00,0.62309801,0.56282545,0.0,0.80587971,0.6230980053252404,3.3745745894636374,0.0,0.0,0.0,0.56282545,0.50654291,0.45300492,1.5027435,1.9557485,0.35287479,0.55940843,0.91228322,0.0,0.0,-0.0,0.0,3.3745746,3.3745746,0.0
2012-01-05 22:00:00,0.54210925,0.0,0.0,0.55692239,0.542109248878029,2.2259350357561414,0.0,0.0,0.0,0.0,0.0,0.45300492,1.5027435,1.9557485,0.10391746,0.16626911,0.27018657,0.0,0.0,-0.0,0.0,2.225935,2.225935,0.0
2012-01-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,
