Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01 00:00:00,2012-12-30 23:00:00,h,8045860.62,18258440157.3,8040860.62,5000.0,66167975.07,75380396.19
