product name,value to be included in the spreadsheet
Refusol: 16 kW 480V [CEC 2011],Refusol__16_kW_480V__CEC_2011_
Refusol: 20 kW 480V [CEC 2011],Refusol__20_kW_480V__CEC_2011_
Refusol: 24 kW 480V [CEC 2011],Refusol__24_kW_480V__CEC_2011_
Satcon:  Equinox 1MW EQX0500US200X 220V [CEC 2011],Satcon___Equinox_1MW_EQX0500US200X_220V__CEC_2011_
PV Powered: PVP75KW-600 600V [CEC 2012],PV_Powered__PVP75KW_600_600V__CEC_2012_
PV Powered: PVP100KW-600 600V [CEC 2012],PV_Powered__PVP100KW_600_600V__CEC_2012_
Delta Energy Systems: SOLIVIA 4.4 NA G4 TR (208V) 208V [CEC 2012],Delta_Energy_Systems__SOLIVIA_4_4_NA_G4_TR__208V__208V__CEC_2012_
Delta Energy Systems: SOLIVIA 4.4 NA G4 TR (240V) 240V [CEC 2012],Delta_Energy_Systems__SOLIVIA_4_4_NA_G4_TR__240V__240V__CEC_2012_
Delta Energy Systems: SOLIVIA 5.0 NA G4 TR (208V) 208V [CEC 2012],Delta_Energy_Systems__SOLIVIA_5_0_NA_G4_TR__208V__208V__CEC_2012_
Delta Energy Systems: SOLIVIA 5.0 NA G4 TR (240V) 240V [CEC 2012],Delta_Energy_Systems__SOLIVIA_5_0_NA_G4_TR__240V__240V__CEC_2012_
Kostal Solar Electric: Piko 5.3 US 230V [CEC 2012],Kostal_Solar_Electric__Piko_5_3_US_230V__CEC_2012_
Renovo Power Systems: RN5000US 240V [CEC 2012],Renovo_Power_Systems__RN5000US_240V__CEC_2012_
Satcon Technology Corporation: EQX0500US480T 480V [CEC 2012],Satcon_Technology_Corporation__EQX0500US480T_480V__CEC_2012_
Silicon Energy: SiE 3840 (208V) 208V [CEC 2012],Silicon_Energy__SiE_3840__208V__208V__CEC_2012_
Silicon Energy: SiE 3840 (240V) 240V [CEC 2012],Silicon_Energy__SiE_3840__240V__240V__CEC_2012_
Silicon Energy: SiE 5300 (208V) 208V [CEC 2012],Silicon_Energy__SiE_5300__208V__208V__CEC_2012_
Silicon Energy: SiE 5300 (240V) 240V [CEC 2012],Silicon_Energy__SiE_5300__240V__240V__CEC_2012_
Sustainable Energy Technologies: SUNERGY LV 208 208V [CEC 2012],Sustainable_Energy_Technologies__SUNERGY_LV_208_208V__CEC_2012_
Toshiba: PVL-L0500U 300V [CEC 2012],Toshiba__PVL_L0500U_300V__CEC_2012_
Advanced Solar Photonics: PV250 (208Vac) 208V [CEC 2011],Advanced_Solar_Photonics__PV250__208Vac__208V__CEC_2011_
Advanced Solar Photonics: PV250 (240Vac) 240V [CEC 2011],Advanced_Solar_Photonics__PV250__240Vac__240V__CEC_2011_
Advanced Solar Photonics: PV250 (277Vac) 277V [CEC 2011],Advanced_Solar_Photonics__PV250__277Vac__277V__CEC_2011_
Enphase Energy: M215-60-2LL-S2x-ZC 208V [CEC 2011],Enphase_Energy__M215_60_2LL_S2x_ZC_208V__CEC_2011_
Enphase Energy: M215-60-2LL-S2x-ZC-NA 208V [CEC 2011],Enphase_Energy__M215_60_2LL_S2x_ZC_NA_208V__CEC_2011_
Enphase Energy: M215-60-SIE-S2x-ZC 208V [CEC 2011],Enphase_Energy__M215_60_SIE_S2x_ZC_208V__CEC_2011_
Enphase Energy: M215-60-SIE-S2x-ZC-NA 208V [CEC 2011],Enphase_Energy__M215_60_SIE_S2x_ZC_NA_208V__CEC_2011_
Enphase Energy: M215-60-SIE-S2x-ZC 240V [CEC 2011],Enphase_Energy__M215_60_SIE_S2x_ZC_240V__CEC_2011_
Enphase Energy: M215-60-SIE-S2x-ZC-NA 240V [CEC 2011],Enphase_Energy__M215_60_SIE_S2x_ZC_NA_240V__CEC_2011_
SMA America: SB5000US-11 208V [CEC 2007],SMA_America__SB5000US_11_208V__CEC_2007_
SMA America: SB5000US-11 240V [CEC 2007],SMA_America__SB5000US_11_240V__CEC_2007_
SMA America: SB5000US-11 277V [CEC 2007],SMA_America__SB5000US_11_277V__CEC_2007_
SMA America: SB6000US-11 208V [CEC 2007],SMA_America__SB6000US_11_208V__CEC_2007_
SMA America: SB6000US-11 240V [CEC 2007],SMA_America__SB6000US_11_240V__CEC_2007_
SMA America: SB6000US-11 277V [CEC 2007],SMA_America__SB6000US_11_277V__CEC_2007_
SMA America: SB7000US-11 208V [CEC 2007],SMA_America__SB7000US_11_208V__CEC_2007_
SMA America: SB7000US-11 240V [CEC 2007],SMA_America__SB7000US_11_240V__CEC_2007_
SMA America: SB7000US-11 277V [CEC 2007],SMA_America__SB7000US_11_277V__CEC_2007_
SMA America: SB8000US-11 240V [CEC 2010],SMA_America__SB8000US_11_240V__CEC_2010_
SMA America: SB8000US-11 277V [CEC 2010],SMA_America__SB8000US_11_277V__CEC_2010_
"Altenergy Power System, Inc.: YC200-NA 240V [CEC 2012]",Altenergy_Power_System__Inc___YC200_NA_240V__CEC_2012_
Growatt New Energy: GROWATT 2000HF-US (208V) 208V [CEC 2012],Growatt_New_Energy__GROWATT_2000HF_US__208V__208V__CEC_2012_
Growatt New Energy: GROWATT 2000HF-US (240V) 240V [CEC 2012],Growatt_New_Energy__GROWATT_2000HF_US__240V__240V__CEC_2012_
Growatt New Energy: GROWATT 2500HF-US (208V) 208V [CEC 2012],Growatt_New_Energy__GROWATT_2500HF_US__208V__208V__CEC_2012_
Growatt New Energy: GROWATT 2500HF-US (240V) 240V [CEC 2012],Growatt_New_Energy__GROWATT_2500HF_US__240V__240V__CEC_2012_
Growatt New Energy: GROWATT 3000HF-US (208V) 208V [CEC 2012],Growatt_New_Energy__GROWATT_3000HF_US__208V__208V__CEC_2012_
Growatt New Energy: GROWATT 3000HF-US (240V) 240V [CEC 2012],Growatt_New_Energy__GROWATT_3000HF_US__240V__240V__CEC_2012_
KACO: XP42U-H2 208V [CEC 2012],KACO__XP42U_H2_208V__CEC_2012_
KACO: XP50U-H4 480V [CEC 2012],KACO__XP50U_H4_480V__CEC_2012_
Motech Industries: PVMate 3000U (208V) w/ or w/o -PG 208V [CEC 2012],Motech_Industries__PVMate_3000U__208V__w__or_w_o__PG_208V__CEC_2012_
Motech Industries: PVMate 3000U (240V) w/ or w/o -PG 240V [CEC 2012],Motech_Industries__PVMate_3000U__240V__w__or_w_o__PG_240V__CEC_2012_
Motech Industries: PVMate 4000U (208V) w/ or w/o -PG  208V [CEC 2012],Motech_Industries__PVMate_4000U__208V__w__or_w_o__PG__208V__CEC_2012_
Motech Industries: PVMate 4000U (240V) w/ or w/o -PG  240V [CEC 2012],Motech_Industries__PVMate_4000U__240V__w__or_w_o__PG__240V__CEC_2012_
Motech Industries: PVMate 5000U (208V) w/ or w/o -PG 208V [CEC 2012],Motech_Industries__PVMate_5000U__208V__w__or_w_o__PG_208V__CEC_2012_
Motech Industries: PVMate 5000U (240V) w/ or w/o -PG 240V [CEC 2012],Motech_Industries__PVMate_5000U__240V__w__or_w_o__PG_240V__CEC_2012_
Siemens Industry: SINVERT PVM12 UL 480V [CEC 2012],Siemens_Industry__SINVERT_PVM12_UL_480V__CEC_2012_
Siemens Industry: SINVERT PVM16 UL 480V [CEC 2012],Siemens_Industry__SINVERT_PVM16_UL_480V__CEC_2012_
Siemens Industry: SINVERT PVM20 UL 480V [CEC 2012],Siemens_Industry__SINVERT_PVM20_UL_480V__CEC_2012_
Siemens Industry: SINVERT PVM24 UL 480V [CEC 2012],Siemens_Industry__SINVERT_PVM24_UL_480V__CEC_2012_
Siemens Industry: SMIINV215R60XX (208V) 208V [CEC 2012],Siemens_Industry__SMIINV215R60XX__208V__208V__CEC_2012_
Siemens Industry: SMIINV215R60XX (240V) 240V [CEC 2012],Siemens_Industry__SMIINV215R60XX__240V__240V__CEC_2012_
SMA America: SB10000TL-US-12 208V [CEC 2012],SMA_America__SB10000TL_US_12_208V__CEC_2012_
SMA America: SB5000US (208V) w/ -11 or -12 208V [CEC 2012],SMA_America__SB5000US__208V__w___11_or__12_208V__CEC_2012_
SMA America: SB5000US (240V) w/ -11 or -12 240V [CEC 2012],SMA_America__SB5000US__240V__w___11_or__12_240V__CEC_2012_
SMA America: SB5000US (277V) w/ -11 or -12 277V [CEC 2012],SMA_America__SB5000US__277V__w___11_or__12_277V__CEC_2012_
SMA America: SB6000US (208V) w/ -11 or -12 208V [CEC 2012],SMA_America__SB6000US__208V__w___11_or__12_208V__CEC_2012_
SMA America: SB6000US (240V) w/ -11 or -12 240V [CEC 2012],SMA_America__SB6000US__240V__w___11_or__12_240V__CEC_2012_
SMA America: SB6000US (277V) w/ -11 or -12 277V [CEC 2012],SMA_America__SB6000US__277V__w___11_or__12_277V__CEC_2012_
SMA America: SB7000US (208V) w/ -11 or -12 208V [CEC 2012],SMA_America__SB7000US__208V__w___11_or__12_208V__CEC_2012_
SMA America: SB7000US (240V) w/ -11 or -12 240V [CEC 2012],SMA_America__SB7000US__240V__w___11_or__12_240V__CEC_2012_
SMA America: SB7000US (277V) w/ -11 or -12 277V [CEC 2012],SMA_America__SB7000US__277V__w___11_or__12_277V__CEC_2012_
SMA America: SB8000TL-US-12 208V [CEC 2012],SMA_America__SB8000TL_US_12_208V__CEC_2012_
SMA America: SB8000US (240V) w/ -11 or -12 240V [CEC 2012],SMA_America__SB8000US__240V__w___11_or__12_240V__CEC_2012_
SMA America: SB8000US (277V) w/ -11 or -12 277V [CEC 2012],SMA_America__SB8000US__277V__w___11_or__12_277V__CEC_2012_
SMA America: SB9000TL-US-12 208V [CEC 2012],SMA_America__SB9000TL_US_12_208V__CEC_2012_
Solectria Renewables: PVI 3000S (208V) w/ or w/o -P 208V [CEC 2012],Solectria_Renewables__PVI_3000S__208V__w__or_w_o__P_208V__CEC_2012_
Solectria Renewables: PVI 3000S (240V) w/ or w/o -P 240V [CEC 2012],Solectria_Renewables__PVI_3000S__240V__w__or_w_o__P_240V__CEC_2012_
Solectria Renewables: PVI 4000S (208V) w/ or w/o -P 208V [CEC 2012],Solectria_Renewables__PVI_4000S__208V__w__or_w_o__P_208V__CEC_2012_
Solectria Renewables: PVI 4000S (240V) w/ or w/o -P 240V [CEC 2012],Solectria_Renewables__PVI_4000S__240V__w__or_w_o__P_240V__CEC_2012_
Solectria Renewables: PVI 5000S (208V) w/ or w/o -P 208V [CEC 2012],Solectria_Renewables__PVI_5000S__208V__w__or_w_o__P_208V__CEC_2012_
Solectria Renewables: PVI 5000S (240V) w/ or w/o -P 240V [CEC 2012],Solectria_Renewables__PVI_5000S__240V__w__or_w_o__P_240V__CEC_2012_
TMEIC: PVL-L0500U 300V [CEC 2012],TMEIC__PVL_L0500U_300V__CEC_2012_
Xantrex Technology: XW4024-120/240-60 120V [CEC 2012],Xantrex_Technology__XW4024_120_240_60_120V__CEC_2012_
Xantrex Technology: XW4548-120/240-60 120V [CEC 2012],Xantrex_Technology__XW4548_120_240_60_120V__CEC_2012_
Advanced Energy Industries: AE 500-480 480V [CEC 2012],Advanced_Energy_Industries__AE_500_480_480V__CEC_2012_
Enecsys: SMI-480-60 240V [CEC 2012],Enecsys__SMI_480_60_240V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver3000TL-US (208V) 208V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver3000TL_US__208V__208V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver3000TL-US (240V) 240V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver3000TL_US__240V__240V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver4000TL-US (208V) 208V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver4000TL_US__208V__208V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver4000TL-US (240V) 240V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver4000TL_US__240V__240V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver5000TL-US (208V) 208V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver5000TL_US__208V__208V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver5000TL-US (240V) 240V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver5000TL_US__240V__240V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver6000TL-US (208V) 208V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver6000TL_US__208V__208V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver6000TL-US (240V) 240V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver6000TL_US__240V__240V__CEC_2012_
"Samil Power Co., Ltd.: SolarRiver6000TL-US (277V) 277V [CEC 2012]",Samil_Power_Co___Ltd___SolarRiver6000TL_US__277V__277V__CEC_2012_
"Shanghai Chint Power Systems: CPS SC100KT-O/xx-480, xx is US or CA 480V [CEC 2012]",Shanghai_Chint_Power_Systems__CPS_SC100KT_O_xx_480__xx_is_US_or_CA_480V__CEC_2012_
"Shanghai Chint Power Systems: CPS SC20KTL-DO/xx-480, xx is US or CA 480V [CEC 2012]",Shanghai_Chint_Power_Systems__CPS_SC20KTL_DO_xx_480__xx_is_US_or_CA_480V__CEC_2012_
Darfon Electronics: MIG240UL00 240V [CEC 2012],Darfon_Electronics__MIG240UL00_240V__CEC_2012_
Green Power Technologies: PV500U 240V [CEC 2012],Green_Power_Technologies__PV500U_240V__CEC_2012_
Ideal Power Converters: IPV-30kW-480 480V [CEC 2012],Ideal_Power_Converters__IPV_30kW_480_480V__CEC_2012_
KACO: XP10U-H4 480V [CEC 2012],KACO__XP10U_H4_480V__CEC_2012_
HiSEL Power: HiSEL-K 1500 (208V) 208V [CEC 2012],HiSEL_Power__HiSEL_K_1500__208V__208V__CEC_2012_
HiSEL Power: HiSEL-K 1500 (240V) 240V [CEC 2012],HiSEL_Power__HiSEL_K_1500__240V__240V__CEC_2012_
HiSEL Power: HiSEL-K 2000 (208V) 208V [CEC 2012],HiSEL_Power__HiSEL_K_2000__208V__208V__CEC_2012_
HiSEL Power: HiSEL-K 2000 (240V) 240V [CEC 2012],HiSEL_Power__HiSEL_K_2000__240V__240V__CEC_2012_
HiSEL Power: HiSEL-K 3000 (208V) 208V [CEC 2012],HiSEL_Power__HiSEL_K_3000__208V__208V__CEC_2012_
HiSEL Power: HiSEL-K 3000 (240V) 240V [CEC 2012],HiSEL_Power__HiSEL_K_3000__240V__240V__CEC_2012_
HiSEL Power: HiSEL-K 4000 (208V) 208V [CEC 2012],HiSEL_Power__HiSEL_K_4000__208V__208V__CEC_2012_
HiSEL Power: HiSEL-K 4000 (240V) 240V [CEC 2012],HiSEL_Power__HiSEL_K_4000__240V__240V__CEC_2012_
HiSEL Power: HiSEL-K 5000 (208V) 208V [CEC 2012],HiSEL_Power__HiSEL_K_5000__208V__208V__CEC_2012_
HiSEL Power: HiSEL-K 5000 (240V) 240V [CEC 2012],HiSEL_Power__HiSEL_K_5000__240V__240V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE4KTL-O US (208V) 208V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE4KTL_O_US__208V__208V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE4KTL-O US (240V) 240V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE4KTL_O_US__240V__240V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE4KTL-O US (277V) 277V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE4KTL_O_US__277V__277V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE5KTL-O US (208V) 208V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE5KTL_O_US__208V__208V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE5KTL-O US (240V) 240V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE5KTL_O_US__240V__240V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE5KTL-O US (277V) 277V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE5KTL_O_US__277V__277V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE6KTL-O US (208V) 208V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE6KTL_O_US__208V__208V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE6KTL-O US (240V) 240V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE6KTL_O_US__240V__240V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE6KTL-O US (277V) 277V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE6KTL_O_US__277V__277V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE7KTL-O US (208V) 208V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE7KTL_O_US__208V__208V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE7KTL-O US (240V) 240V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE7KTL_O_US__240V__240V__CEC_2012_
Shanghai Chint Power Systems: CPS SCE7KTL-O US (277V) 277V [CEC 2012],Shanghai_Chint_Power_Systems__CPS_SCE7KTL_O_US__277V__277V__CEC_2012_
Advanced Solar Photonics: PV240 (208V) 208V [CEC 2012],Advanced_Solar_Photonics__PV240__208V__208V__CEC_2012_
Advanced Solar Photonics: PV240 (240V) 240V [CEC 2012],Advanced_Solar_Photonics__PV240__240V__240V__CEC_2012_
Advanced Solar Photonics: PV240 (277V) 277V [CEC 2012],Advanced_Solar_Photonics__PV240__277V__277V__CEC_2012_
Advanced Solar Photonics: PV260 (208V) 208V [CEC 2012],Advanced_Solar_Photonics__PV260__208V__208V__CEC_2012_
Advanced Solar Photonics: PV260 (240V) 240V [CEC 2012],Advanced_Solar_Photonics__PV260__240V__240V__CEC_2012_
Advanced Solar Photonics: PV260 (277V) 277V [CEC 2012],Advanced_Solar_Photonics__PV260__277V__277V__CEC_2012_
Advanced Solar Photonics: PV270 (208V) 208V [CEC 2012],Advanced_Solar_Photonics__PV270__208V__208V__CEC_2012_
Advanced Solar Photonics: PV270 (240V) 240V [CEC 2012],Advanced_Solar_Photonics__PV270__240V__240V__CEC_2012_
Advanced Solar Photonics: PV270 (277V) 277V [CEC 2012],Advanced_Solar_Photonics__PV270__277V__277V__CEC_2012_
Chint Power Systems America: CPS SC20KTL-DO/CA-480 480V [CEC 2012],Chint_Power_Systems_America__CPS_SC20KTL_DO_CA_480_480V__CEC_2012_
Chint Power Systems America: CPS SC20KTL-DO/US-480 480V [CEC 2012],Chint_Power_Systems_America__CPS_SC20KTL_DO_US_480_480V__CEC_2012_
Chint Power Systems America: CPS SC100KT-O/CA-480 480V [CEC 2012],Chint_Power_Systems_America__CPS_SC100KT_O_CA_480_480V__CEC_2012_
Chint Power Systems America: CPS SC100KT-O/US-480 480V [CEC 2012],Chint_Power_Systems_America__CPS_SC100KT_O_US_480_480V__CEC_2012_
Enphase Energy: M215-60-2LL-S2x-IG-NA (208 V) 208V [CEC 2012],Enphase_Energy__M215_60_2LL_S2x_IG_NA__208_V__208V__CEC_2012_
Enphase Energy: M215-60-2LL-S2x-IG-NA (240 V) 240V [CEC 2012],Enphase_Energy__M215_60_2LL_S2x_IG_NA__240_V__240V__CEC_2012_
i-Energy Corporation: GT260 (240V) 240V [CEC 2012],i_Energy_Corporation__GT260__240V__240V__CEC_2012_
SMA America: SC250U (480V) 480V [CEC 2012],SMA_America__SC250U__480V__480V__CEC_2012_
Solar Liberty: SLX 6500 (208V) 208V [CEC 2012],Solar_Liberty__SLX_6500__208V__208V__CEC_2012_
Solar Liberty: SLX 6500 (240V) 240V [CEC 2012],Solar_Liberty__SLX_6500__240V__240V__CEC_2012_
Solar Liberty: SLX 6500 (277V) 277V [CEC 2012],Solar_Liberty__SLX_6500__277V__277V__CEC_2012_
Solar Liberty: SLX 7500 (208V) 208V [CEC 2012],Solar_Liberty__SLX_7500__208V__208V__CEC_2012_
Solar Liberty: SLX 7500 (240V) 240V [CEC 2012],Solar_Liberty__SLX_7500__240V__240V__CEC_2012_
Solar Liberty: SLX 7500 (277V) 277V [CEC 2012],Solar_Liberty__SLX_7500__277V__277V__CEC_2012_
SunPower: SPR-3000m-240 240V [CEC 2012],SunPower__SPR_3000m_240_240V__CEC_2012_
Shenzhen BYD: BSG250K-U 480V [CEC 2012],Shenzhen_BYD__BSG250K_U_480V__CEC_2012_
Shenzhen BYD: BSG250K-U/N 480V [CEC 2012],Shenzhen_BYD__BSG250K_U_N_480V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 3.6TL U 208V 208V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_3_6TL_U_208V_208V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 3.6TL U 240V 240V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_3_6TL_U_240V_240V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 3.6TL U 277V 277V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_3_6TL_U_277V_277V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 6TL U 240V 240V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_6TL_U_240V_240V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 6TL U 277V 277V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_6TL_U_277V_277V__CEC_2012_
Motech Industries: PVMate 3000U (208V) 208V [CEC 2012],Motech_Industries__PVMate_3000U__208V__208V__CEC_2012_
Motech Industries: PVMate 3000U-PG (208V) 208V [CEC 2012],Motech_Industries__PVMate_3000U_PG__208V__208V__CEC_2012_
Motech Industries: PVMate 3000U (240V) 240V [CEC 2012],Motech_Industries__PVMate_3000U__240V__240V__CEC_2012_
Motech Industries: PVMate 3000U-PG (240V) 240V [CEC 2012],Motech_Industries__PVMate_3000U_PG__240V__240V__CEC_2012_
Motech Industries: PVMate 4000U (208V) 208V [CEC 2012],Motech_Industries__PVMate_4000U__208V__208V__CEC_2012_
Motech Industries: PVMate 4000U-PG (208V) 208V [CEC 2012],Motech_Industries__PVMate_4000U_PG__208V__208V__CEC_2012_
Motech Industries: PVMate 4000U (240V) 240V [CEC 2012],Motech_Industries__PVMate_4000U__240V__240V__CEC_2012_
Motech Industries: PVMate 4000U-PG (240V) 240V [CEC 2012],Motech_Industries__PVMate_4000U_PG__240V__240V__CEC_2012_
Motech Industries: PVMate 5000U (208V) 208V [CEC 2012],Motech_Industries__PVMate_5000U__208V__208V__CEC_2012_
Motech Industries: PVMate 5000U-PG (208V) 208V [CEC 2012],Motech_Industries__PVMate_5000U_PG__208V__208V__CEC_2012_
Motech Industries: PVMate 5000U (240V) 240V [CEC 2012],Motech_Industries__PVMate_5000U__240V__240V__CEC_2012_
Motech Industries: PVMate 5000U-PG (240V) 240V [CEC 2012],Motech_Industries__PVMate_5000U_PG__240V__240V__CEC_2012_
Power-One: UNO-2.0-I-OUTD-US (208 V) 208V [CEC 2012],Power_One__UNO_2_0_I_OUTD_US__208_V__208V__CEC_2012_
Power-One: UNO-2.0-I-OUTD-US (240 V) 240V [CEC 2012],Power_One__UNO_2_0_I_OUTD_US__240_V__240V__CEC_2012_
Power-One: UNO-2.0-I-OUTD-US (277 V) 277V [CEC 2012],Power_One__UNO_2_0_I_OUTD_US__277_V__277V__CEC_2012_
Power-One: UNO-2.5-I-OUTD-US (208 V) 208V [CEC 2012],Power_One__UNO_2_5_I_OUTD_US__208_V__208V__CEC_2012_
Power-One: UNO-2.5-I-OUTD-US (240 V) 240V [CEC 2012],Power_One__UNO_2_5_I_OUTD_US__240_V__240V__CEC_2012_
Power-One: UNO-2.5-I-OUTD-US (277 V) 277V [CEC 2012],Power_One__UNO_2_5_I_OUTD_US__277_V__277V__CEC_2012_
SanRex: PV-250K-48T-13 480V [CEC 2012],SanRex__PV_250K_48T_13_480V__CEC_2012_
SanRex: PV-500K-48T-13 480V [CEC 2012],SanRex__PV_500K_48T_13_480V__CEC_2012_
SMA America: SC500CP-US 270V [CEC 2012],SMA_America__SC500CP_US_270V__CEC_2012_
SMA America: SC630CP-US 315V [CEC 2012],SMA_America__SC630CP_US_315V__CEC_2012_
SMA America: SC720CP-US 324V [CEC 2012],SMA_America__SC720CP_US_324V__CEC_2012_
SMA America: SC750CP-US 342V [CEC 2012],SMA_America__SC750CP_US_342V__CEC_2012_
SMA America: SC800CP-US 360V [CEC 2012],SMA_America__SC800CP_US_360V__CEC_2012_
Solar Liberty: SLX 3000 (208V) 208V [CEC 2012],Solar_Liberty__SLX_3000__208V__208V__CEC_2012_
Solar Liberty: SLX 3000 (240V) 240V [CEC 2012],Solar_Liberty__SLX_3000__240V__240V__CEC_2012_
Solar Liberty: SLX 4000 (208V) 208V [CEC 2012],Solar_Liberty__SLX_4000__208V__208V__CEC_2012_
Solar Liberty: SLX 4000 (240V) 240V [CEC 2012],Solar_Liberty__SLX_4000__240V__240V__CEC_2012_
Solar Liberty: SLX 5000 (208V) 208V [CEC 2012],Solar_Liberty__SLX_5000__208V__208V__CEC_2012_
Solar Liberty: SLX 5000 (240V) 240V [CEC 2012],Solar_Liberty__SLX_5000__240V__240V__CEC_2012_
Solar Liberty: SLX 5300 (208V) 208V [CEC 2012],Solar_Liberty__SLX_5300__208V__208V__CEC_2012_
Solar Liberty: SLX 5300 (240V) 240V [CEC 2012],Solar_Liberty__SLX_5300__240V__240V__CEC_2012_
Sungrow Power Supply: SG250KC 480V [CEC 2012],Sungrow_Power_Supply__SG250KC_480V__CEC_2012_
Sungrow Power Supply: SG250KU 480V [CEC 2012],Sungrow_Power_Supply__SG250KU_480V__CEC_2012_
Sungrow Power Supply: SG500LV 200V [CEC 2012],Sungrow_Power_Supply__SG500LV_200V__CEC_2012_
Advanced Energy Industries: AE 500TX-480 480V [CEC 2012],Advanced_Energy_Industries__AE_500TX_480_480V__CEC_2012_
Altenergy Power System: YC500A 240V [CEC 2012],Altenergy_Power_System__YC500A_240V__CEC_2012_
Altenergy Power System: YC500I 240V [CEC 2012],Altenergy_Power_System__YC500I_240V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 3.6TL U 277 277V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_3_6TL_U_277_277V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 6TL U 240 240V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_6TL_U_240_240V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 125 TL U 208 Outdoor 208V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_125_TL_U_208_Outdoor_208V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 125 U 208 Outdoor 208V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_125_U_208_Outdoor_208V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 125 U 480 Outdoor 480V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_125_U_480_Outdoor_480V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 165 TL U 275 Outdoor 275V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_165_TL_U_275_Outdoor_275V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 200 TL U 330 Outdoor 330V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_200_TL_U_330_Outdoor_330V__CEC_2012_
Ingeteam Energy S.A.: INGECON SUN 220 TL U 360 Outdoor 360V [CEC 2012],Ingeteam_Energy_S_A___INGECON_SUN_220_TL_U_360_Outdoor_360V__CEC_2012_
SanRex: PV-100K-48T-13 400V [CEC 2012],SanRex__PV_100K_48T_13_400V__CEC_2012_
SMA America: SB6000TL-US (208V) 208V [CEC 2012],SMA_America__SB6000TL_US__208V__208V__CEC_2012_
SMA America: SB6000TL-US (240V) 240V [CEC 2012],SMA_America__SB6000TL_US__240V__240V__CEC_2012_
SMA America: SB6000TL-US-12 (208V) 208V [CEC 2012],SMA_America__SB6000TL_US_12__208V__208V__CEC_2012_
