product name,value to be included in the spreadsheet
Shell Solar SP140 [2001 (E)],Shell_Solar_SP140__2001__E__
Shell Solar SP140 [2002 (E)],Shell_Solar_SP140__2002__E__
Shell Solar SP150 [2001 (E)],Shell_Solar_SP150__2001__E__
Shell Solar SP150 [2002 (E)],Shell_Solar_SP150__2002__E__
Shell Solar SP18 (12V) [1999 (E)],Shell_Solar_SP18__12V___1999__E__
Shell Solar SP18 (6V) [1999 (E)],Shell_Solar_SP18__6V___1999__E__
Shell Solar SP36 (12V) [1999 (E)],Shell_Solar_SP36__12V___1999__E__
Shell Solar SP36 (6V) [1999 (E)],Shell_Solar_SP36__6V___1999__E__
Shell Solar SP65 (12V) [2001 (E)],Shell_Solar_SP65__12V___2001__E__
Shell Solar SP70 (12V) [1999 (E)],Shell_Solar_SP70__12V___1999__E__
Shell Solar SP70 (6V) [1999 (E)],Shell_Solar_SP70__6V___1999__E__
Shell Solar SP75 [ 1997],Shell_Solar_SP75___1997_
Shell Solar SP75 (12V) [2002 (E)],Shell_Solar_SP75__12V___2002__E__
Shell Solar SP75 (6V) [2003 (E)],Shell_Solar_SP75__6V___2003__E__
Shell Solar SQ140-PC [2003 (E)],Shell_Solar_SQ140_PC__2003__E__
Shell Solar SQ150-PC [2003 (E)],Shell_Solar_SQ150_PC__2003__E__
Shell Solar SQ160-PC [2004 (E)],Shell_Solar_SQ160_PC__2004__E__
Shell Solar SQ70 <12V> [2003 (E)],Shell_Solar_SQ70_<12V>__2003__E__
Shell Solar SQ70 <6V> [2003 (E)],Shell_Solar_SQ70_<6V>__2003__E__
Shell Solar SQ75 <12V> [2004 (E)],Shell_Solar_SQ75_<12V>__2004__E__
Shell Solar SQ75 <6V> [2004 (E)],Shell_Solar_SQ75_<6V>__2004__E__
Shell Solar SQ80 <12V> [2003 (E)],Shell_Solar_SQ80_<12V>__2003__E__
Shell Solar SQ80 <6V> [2003 (E)],Shell_Solar_SQ80_<6V>__2003__E__
Shell Solar SR100 (12V) [1999 (E)],Shell_Solar_SR100__12V___1999__E__
Shell Solar SR100 (6V) [1999 (E)],Shell_Solar_SR100__6V___1999__E__
Shell Solar SR50 (12V) [1999 (E)],Shell_Solar_SR50__12V___1999__E__
Shell Solar SR50 (6V) [1999 (E)],Shell_Solar_SR50__6V___1999__E__
Shell Solar SR90 (12V) [ 1998],Shell_Solar_SR90__12V____1998_
Shell Solar SR90 (12V) [1999 (E)],Shell_Solar_SR90__12V___1999__E__
Shell Solar SR90 (6V) [1999 (E)],Shell_Solar_SR90__6V___1999__E__
Shell Solar ST10 [ 1998],Shell_Solar_ST10___1998_
Shell Solar ST10 [1999 (E)],Shell_Solar_ST10__1999__E__
Shell Solar ST20 [1999 (E)],Shell_Solar_ST20__1999__E__
Shell Solar ST36 [2003 (E)],Shell_Solar_ST36__2003__E__
Shell Solar ST40 [1999 (E)],Shell_Solar_ST40__1999__E__
Shell Solar ST5 [ 1999],Shell_Solar_ST5___1999_
Shell Solar ST5 [1999 (E)],Shell_Solar_ST5__1999__E__
Siemens Solar SM10 [1999 (E)],Siemens_Solar_SM10__1999__E__
Siemens Solar SM20 [1999 (E)],Siemens_Solar_SM20__1999__E__
Siemens Solar SM46 [2002 (E)],Siemens_Solar_SM46__2002__E__
Siemens Solar SM50 [1999 (E)],Siemens_Solar_SM50__1999__E__
Siemens Solar SM50-H [2002 (E)],Siemens_Solar_SM50_H__2002__E__
Siemens Solar SM55 [ 1997],Siemens_Solar_SM55___1997_
Siemens Solar SM55 [2002 (E)],Siemens_Solar_SM55__2002__E__
Siemens Solar SM6 [ 1997],Siemens_Solar_SM6___1997_
Siemens Solar SM6 [1999 (E)],Siemens_Solar_SM6__1999__E__
Siemens Solar SP130 [ 2001],Siemens_Solar_SP130___2001_
Siemens Solar SP130 [2001 (E)],Siemens_Solar_SP130__2001__E__
Siemens Solar SP140 [2001 (E)],Siemens_Solar_SP140__2001__E__
Siemens Solar SP140 [2002 (E)],Siemens_Solar_SP140__2002__E__
Siemens Solar SP150 [2001 (E)],Siemens_Solar_SP150__2001__E__
Siemens Solar SP150 [2002 (E)],Siemens_Solar_SP150__2002__E__
Siemens Solar SP18 (12V) [1999 (E)],Siemens_Solar_SP18__12V___1999__E__
Siemens Solar SP18 (6V) [1999 (E)],Siemens_Solar_SP18__6V___1999__E__
Siemens Solar SP36 (12V) [1999 (E)],Siemens_Solar_SP36__12V___1999__E__
Siemens Solar SP36 (6V) [1999 (E)],Siemens_Solar_SP36__6V___1999__E__
Siemens Solar SP65 (12V) [2001 (E)],Siemens_Solar_SP65__12V___2001__E__
Siemens Solar SP70 (12V) [1999 (E)],Siemens_Solar_SP70__12V___1999__E__
Siemens Solar SP70 (6V) [1999 (E)],Siemens_Solar_SP70__6V___1999__E__
Siemens Solar SP75 [ 1997],Siemens_Solar_SP75___1997_
Siemens Solar SP75 (12V) [2002 (E)],Siemens_Solar_SP75__12V___2002__E__
Siemens Solar SP75 (6V) [2003 (E)],Siemens_Solar_SP75__6V___2003__E__
Siemens Solar SR100 (12V) [1999 (E)],Siemens_Solar_SR100__12V___1999__E__
Siemens Solar SR100 (6V) [1999 (E)],Siemens_Solar_SR100__6V___1999__E__
Siemens Solar SR50 (12V) [1999 (E)],Siemens_Solar_SR50__12V___1999__E__
Siemens Solar SR50 (6V) [1999 (E)],Siemens_Solar_SR50__6V___1999__E__
Siemens Solar SR90 (12V) [ 1998],Siemens_Solar_SR90__12V____1998_
Siemens Solar SR90 (12V) [1999 (E)],Siemens_Solar_SR90__12V___1999__E__
Siemens Solar SR90 (6V) [1999 (E)],Siemens_Solar_SR90__6V___1999__E__
Siemens Solar ST10 [ 1998],Siemens_Solar_ST10___1998_
Siemens Solar ST10 [1999 (E)],Siemens_Solar_ST10__1999__E__
Siemens Solar ST20 [1999 (E)],Siemens_Solar_ST20__1999__E__
Siemens Solar ST40 [1999 (E)],Siemens_Solar_ST40__1999__E__
Siemens Solar ST5 [ 1999],Siemens_Solar_ST5___1999_
Siemens Solar ST5 [1999 (E)],Siemens_Solar_ST5__1999__E__
Solar Fabrik SF-100 [ 1998],Solar_Fabrik_SF_100___1998_
Solar Fabrik SF-115 [ 1998],Solar_Fabrik_SF_115___1998_
Solar Semiconductor Inc. SSI-M6-220 Module [ 2008],Solar_Semiconductor_Inc__SSI_M6_220_Module___2008_
Solar Semiconductor Inc. SSI-M6-220 Module [2008 (E)],Solar_Semiconductor_Inc__SSI_M6_220_Module__2008__E__
Solar World SW175 Mono Sun Module [ 2009],Solar_World_SW175_Mono_Sun_Module___2009_
Solar World SW175 Mono Sun Module [2009 (E)],Solar_World_SW175_Mono_Sun_Module__2009__E__
Solarex MST-43LV [ 1998],Solarex_MST_43LV___1998_
Solarex MST-43LV [1999 (E)],Solarex_MST_43LV__1999__E__
Solarex MST-43MV [ 1998],Solarex_MST_43MV___1998_
Solarex MST-43MV [1999 (E)],Solarex_MST_43MV__1999__E__
Solarex MSX-110 [2000 (E)],Solarex_MSX_110__2000__E__
Solarex MSX-120 [1999 (E)],Solarex_MSX_120__1999__E__
Solarex MSX-120 [2000 (E)],Solarex_MSX_120__2000__E__
Solarex MSX-240 [2000 (E)],Solarex_MSX_240__2000__E__
Solarex MSX-60 [1999 (E)],Solarex_MSX_60__1999__E__
Solarex MSX-64 [ 1997],Solarex_MSX_64___1997_
Solarex MSX-64 [1999 (E)],Solarex_MSX_64__1999__E__
Solarex MSX-64 (SiNx Proto) [ 1999],Solarex_MSX_64__SiNx_Proto____1999_
Solarex MSX-77 [1999 (E)],Solarex_MSX_77__1999__E__
Solarex MSX-83 [1999 (E)],Solarex_MSX_83__1999__E__
SolarFun SF220-30-P220 [ 2010],SolarFun_SF220_30_P220___2010_
SolFocus SF-1100S-CPV-28 (315) [ 2010],SolFocus_SF_1100S_CPV_28__315____2010_
SolFocus SF-1100S-CPV-28 (330) [ 2010],SolFocus_SF_1100S_CPV_28__330____2010_
Suniva Titan 230 [2009 (E)],Suniva_Titan_230__2009__E__
Suniva Titan 240 [2009 (E)],Suniva_Titan_240__2009__E__
SunPower 128-Cell Module [ 2009],SunPower_128_Cell_Module___2009_
SunPower 128-Cell Module [2009 (E)],SunPower_128_Cell_Module__2009__E__
SunPower 72 Cell prototype [ 2003],SunPower_72_Cell_prototype___2003_
SunPower SP305 GEN C Module [ 2008],SunPower_SP305_GEN_C_Module___2008_
SunPower SP305 GEN C Module [2008 (E)],SunPower_SP305_GEN_C_Module__2008__E__
SunPower SPR-200-BLK [2004 (E)],SunPower_SPR_200_BLK__2004__E__
SunPower SPR-200-BLK-U Module [ 2008],SunPower_SPR_200_BLK_U_Module___2008_
SunPower SPR-200-BLK-U Module [2008 (E)],SunPower_SPR_200_BLK_U_Module__2008__E__
SunPower SPR-205-BLK [2007 (E)],SunPower_SPR_205_BLK__2007__E__
SunPower SPR-210-BLK [2007 (E)],SunPower_SPR_210_BLK__2007__E__
SunPower SPR-210-WHT [ 2006],SunPower_SPR_210_WHT___2006_
SunPower SPR-210-WHT [2004 (E)],SunPower_SPR_210_WHT__2004__E__
SunPower SPR-210-WHT [2007 (E)],SunPower_SPR_210_WHT__2007__E__
SunPower SPR-210-WHT-U Module [ 2008],SunPower_SPR_210_WHT_U_Module___2008_
SunPower SPR-210-WHT-U Module [2008 (E)],SunPower_SPR_210_WHT_U_Module__2008__E__
SunPower SPR-215-WHT [2007 (E)],SunPower_SPR_215_WHT__2007__E__
SunPower SPR-220 (CS) [ 2006],SunPower_SPR_220__CS____2006_
SunPower SPR-220 (PVL) [ 2006],SunPower_SPR_220__PVL____2006_
SunPower SPR-220-BLK-U Module [ 2008],SunPower_SPR_220_BLK_U_Module___2008_
SunPower SPR-220-BLK-U Module [2008 (E)],SunPower_SPR_220_BLK_U_Module__2008__E__
SunPower SPR-225-BLK [2007 (E)],SunPower_SPR_225_BLK__2007__E__
SunPower SPR-225-WHT [2007 (E)],SunPower_SPR_225_WHT__2007__E__
SunPower SPR-230-WHT [2007 (E)],SunPower_SPR_230_WHT__2007__E__
SunPower SPR-300-WHT [2007 (E)],SunPower_SPR_300_WHT__2007__E__
SunPower SPR-305-WHT [ 2009],SunPower_SPR_305_WHT___2009_
SunPower SPR-305-WHT [2007 (E)],SunPower_SPR_305_WHT__2007__E__
SunPower SPR-315E-WHT [2007 (E)],SunPower_SPR_315E_WHT__2007__E__
SunPower SPR-90 [2004 (E)],SunPower_SPR_90__2004__E__
SunPower SunTile [2007 (E)],SunPower_SunTile__2007__E__
Suntech STP170S-24-Ac [2007 (E)],Suntech_STP170S_24_Ac__2007__E__
Suntech STP175S-24-Ac [2007 (E)],Suntech_STP175S_24_Ac__2007__E__
Suntech STP180S-24-Ac [2007 (E)],Suntech_STP180S_24_Ac__2007__E__
Suntech STP200S-18-ub-1 Module [ 2009],Suntech_STP200S_18_ub_1_Module___2009_
Suntech STP200S-18-ub-1 Module [2009 (E)],Suntech_STP200S_18_ub_1_Module__2009__E__
Suntech STP260S-24-Vb [2007 (E)],Suntech_STP260S_24_Vb__2007__E__
Suntech STP270S-24-Vb [2007 (E)],Suntech_STP270S_24_Vb__2007__E__
Suntech STP270S-24-Vb Module [ 2008],Suntech_STP270S_24_Vb_Module___2008_
Suntech STP270S-24-Vb Module [2008 (E)],Suntech_STP270S_24_Vb_Module__2008__E__
Suntech STP280S-24-Vb [2007 (E)],Suntech_STP280S_24_Vb__2007__E__
Uni-Solar PVL-116 [2003 (E)],Uni_Solar_PVL_116__2003__E__
Uni-Solar PVL-124 [2006 (E)],Uni_Solar_PVL_124__2006__E__
Uni-Solar PVL-128 [2003 (E)],Uni_Solar_PVL_128__2003__E__
Uni-Solar PVL-136 [2005 (E)],Uni_Solar_PVL_136__2005__E__
Uni-Solar PVL-29 [2003 (E)],Uni_Solar_PVL_29__2003__E__
Uni-Solar PVL-58 [2003 (E)],Uni_Solar_PVL_58__2003__E__
Uni-Solar PVL-64 [2003 (E)],Uni_Solar_PVL_64__2003__E__
Uni-Solar PVL-68 [2005 (E)],Uni_Solar_PVL_68__2005__E__
Uni-Solar PVL-87 [2003 (E)],Uni_Solar_PVL_87__2003__E__
Uni-Solar SHR-17 [2004 (E)],Uni_Solar_SHR_17__2004__E__
Uni-Solar US-11 [2005 (E)],Uni_Solar_US_11__2005__E__
Uni-Solar US-116 [2003 (E)],Uni_Solar_US_116__2003__E__
Uni-Solar US-21 [2003 (E)],Uni_Solar_US_21__2003__E__
Uni-Solar US-3 [2003 (E)],Uni_Solar_US_3__2003__E__
Uni-Solar US-32 [ 1997],Uni_Solar_US_32___1997_
Uni-Solar US-32 [1997 (E)],Uni_Solar_US_32__1997__E__
Uni-Solar US-32 [2005 (E)],Uni_Solar_US_32__2005__E__
Uni-Solar US-42 [2003 (E)],Uni_Solar_US_42__2003__E__
Uni-Solar US-5 [2005 (E)],Uni_Solar_US_5__2005__E__
Uni-Solar US-64 [ 1997],Uni_Solar_US_64___1997_
Uni-Solar US-64 [1997 (E)],Uni_Solar_US_64__1997__E__
Uni-Solar US-64 [2005 (E)],Uni_Solar_US_64__2005__E__
Uni-Solar USF-11 [2003 (E)],Uni_Solar_USF_11__2003__E__
Uni-Solar USF-32 [2003 (E)],Uni_Solar_USF_32__2003__E__
Uni-Solar USF-5 [2003 (E)],Uni_Solar_USF_5__2003__E__
Yingli Solar YL220 Module [ 2008],Yingli_Solar_YL220_Module___2008_
Yingli Solar YL220 Module [2008 (E)],Yingli_Solar_YL220_Module__2008__E__
Yingli Solar YL230-29b Module [ 2009],Yingli_Solar_YL230_29b_Module___2009_
Yingli Solar YL230-29b Module [2009 (E)],Yingli_Solar_YL230_29b_Module__2009__E__
Yingli YL210 [2008 (E)],Yingli_YL210__2008__E__
Panasonic VBHN235SA06B [2013],Panasonic_VBHN235SA06B__2013_
Trina TSM-240PA05 [2013],Trina_TSM_240PA05__2013_
Hanwha HSL60P6-PA-4-250T [2013],Hanwha_HSL60P6_PA_4_250T__2013_
Suniva OPT300-72-4-100 [2013],Suniva_OPT300_72_4_100__2013_
Canadian Solar CS6X-300M [2013],Canadian_Solar_CS6X_300M__2013_
LG LG290N1C-G3 [2013],LG_LG290N1C_G3__2013_
Sharp NDQ235F4 [2013],Sharp_NDQ235F4__2013_
Solar Frontier SF-160S [2013],Solar_Frontier_SF_160S__2013_
SolarWorld Sunmodule 250 Poly [2013],SolarWorld_Sunmodule_250_Poly__2013_
Silevo Triex U300 Black [2014],Silevo_Triex_U300_Black__2014_
