date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1
2012-01-04 23:00:00,0.4314639,2.0579742,0.0,0.0,0.0,-0.0,0.0,0.4314639041363219,1.8521767739569808,2.0579742,1.8521768,0.0,0.0,0.0,0.0
2012-01-05 00:00:00,0.33252537,2.0855008,0.0,0.0,0.0,-0.0,0.0,0.33252537026734935,1.876950676557445,2.0855008,1.8769507,0.0,0.0,0.0,0.0
2012-01-05 01:00:00,0.24557333,2.2138393,0.0,0.0,0.0,-0.0,0.0,0.24557333217250782,1.9924553335763648,2.2138393,1.9924553,0.0,0.0,0.0,0.0
2012-01-05 02:00:00,0.22120079,2.3100931,0.0,0.0,0.0,-0.0,0.0,0.2212007907651082,2.079083826340555,2.3100931,2.0790838,0.0,0.0,0.0,0.0
2012-01-05 03:00:00,0.21530743,2.6523292,0.0,0.0,0.0,-0.0,0.0,0.21530743034282715,2.387096245057674,2.6523292,2.3870962,0.0,0.0,0.0,0.0
2012-01-05 04:00:00,0.22010203,3.5079192,0.0,0.0,0.0,-0.0,0.0,0.22010202865247955,3.1571272918504723,3.5079192,3.1571273,0.0,0.0,0.0,0.0
2012-01-05 05:00:00,0.26290381,5.1870147,0.0,0.0,0.0,-0.0,0.0,0.26290380731260543,4.6683132211813385,5.1870147,4.6683132,0.0,0.0,0.0,0.0
2012-01-05 06:00:00,0.46402722,6.6308229,0.0,0.0,0.0,-0.0,0.0,0.4640272176560443,5.967740612644184,6.6308229,5.9677406,0.0,0.0,0.0,0.0
2012-01-05 07:00:00,0.6478701,6.1816381,0.0,0.0,0.0,-0.0,0.0,0.6478700965917779,5.563474313077965,6.1816381,5.5634743,0.0,0.0,0.0,0.0
2012-01-05 08:00:00,0.68657649,5.6361995,0.0,0.0,0.0,-0.0,0.0,0.6865764891957423,5.072579520747557,5.6361995,5.0725795,0.0,0.0,0.0,0.0
2012-01-05 09:00:00,0.0,0.0,12.313815,1.7626237,1.7626237,1.0835387,1.0835387,0.6790849293369104,4.677938609266247,0.0,0.0,1.0835387,3.5943999,4.6779386,14.076438
2012-01-05 10:00:00,0.0,0.0,13.879582,1.6649632,1.6649632,1.0055061,1.0055061,0.659457042506771,4.341050026294399,0.0,0.0,1.0055061,3.3355439,4.34105,15.544545
2012-01-05 11:00:00,0.0,0.0,14.864156,1.6243366,1.6243366,0.95868653,0.95868653,0.6656500653234054,4.138916876511289,0.0,0.0,0.95868653,3.1802303,4.1389169,16.488493
2012-01-05 12:00:00,0.0,0.0,14.709664,1.6925177,1.6925177,0.94530951,0.94530951,0.747208180319888,4.08116454800183,0.0,0.0,0.94530951,3.135855,4.0811645,16.402182
2012-01-05 13:00:00,0.0,0.0,13.588114,1.6683309,1.6683309,0.94085051,0.94085051,0.7274804060249641,4.0619137718320095,0.0,0.0,0.94085051,3.1210633,4.0619138,15.256445
2012-01-05 14:00:00,0.0,0.0,11.729112,1.6007912,1.6007912,0.96760455,0.96760455,0.6331866392684673,4.177418428850929,0.0,0.0,0.96760455,3.2098139,4.1774184,13.329903
2012-01-05 15:00:00,0.0,0.0,0.34977107,1.5765268,1.5765268,1.0099651,1.0099651,0.5665617002572562,4.360300802464219,0.0,0.0,1.0099651,3.3503357,4.3603008,1.9262979
2012-01-05 16:00:00,0.53010278,5.1228454,0.0,0.0,0.0,-0.0,0.0,0.5301027756109412,4.610560892671877,5.1228454,4.6105609,0.0,0.0,0.0,0.0
2012-01-05 17:00:00,0.58099544,5.4543866,0.0,0.0,0.0,-0.0,0.0,0.5809954389186055,4.908947923304088,5.4543866,4.9089479,0.0,0.0,0.0,0.0
2012-01-05 18:00:00,0.72343496,5.59342,0.0,0.0,0.0,-0.0,0.0,0.723434963701195,5.034077968407916,5.59342,5.034078,0.0,0.0,0.0,0.0
