Start Date,End Date,Resolution,Total System Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01 00:00:00,2012-01-30 23:00:00,h,37.69,37.69,0,6356.8,284.64
