,reductionco2,Electricity Demand,PV,PV_south,PV_excess,ST_electricity,GCHP,ASHP,grid_import
0,0.0,3988.92,5453.17,5453.17,2041.04,95.12,3877.97,0.0,5313.799999999999
0,25.0,3988.92,5453.17,5453.17,1992.43,145.02,2897.92,0.0,4535.93
0,50.0,3988.92,5453.17,5453.17,1816.44,149.06,1863.89,0.0,3725.6
0,75.0,3988.92,5453.17,5453.17,1723.26,149.5,737.85,290.73,2910.1800000000003
0,100.0,3988.92,5453.17,5453.17,2400.06,152.55,1259.1,0.0,2347.47
