date,ID_electricity_sink,ID_heat_sink,ID_cooling_sink,ID_heat_bus_excess,ID_cooling_bus_excess,ID_pv_bus_excess,ID_hp_electricity_bus_excess,district_chp_electricity_bus_excess,ID_photovoltaic_electricity_source,ID_solar_thermal_source_collector,wind_turbine,ID_electricity_bus_shortage,ID_gas_bus_shortage,ID_hp_electricity_bus_shortage,district_gas_bus_shortage,ID_gasheating_transformer_input,ID_gasheating_transformer_output1,ID_GCHP_transformer_el_input,ID_GCHP_transformer_ambient_input,ID_GCHP_transformer_heat_output,ID_ASCH_transformer_el_input,ID_ASCH_transformer_ambient_input,ID_ASCH_transformer_cooling_output,ID_AbsCH_transformer_el_input,ID_AbsCH_transformer_heat_input,ID_AbsCH_transformer_cooling_output,ID_ASHP_transformer_el_input,ID_ASHP_transformer_ambient_input,ID_ASHP_transformer_heat_output,ID_chp_transformer_input,ID_chp_transformer_output1,ID_chp_transformer_output2,ID_battery_storage_capacity,ID_battery_storage_input,ID_battery_storage_output,ID_thermal_storage_capacity,ID_thermal_storage_input,ID_thermal_storage_output,ID_pv_to_ID_electricity_link_input1,ID_pv_to_ID_electricity_link_output1,ID_electricity_to_ID_hp_electricity_bus_input1,ID_electricity_to_ID_hp_electricity_bus_output1
2012-01-01 00:00:00,0.2912219035789898,1.5558050938049912,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912219035789898,0.0,1.6065832021945918,0.0,0.0,0.0,0.3603670811104663,1.195438012694525,1.5558050938049912,0.0,0.0,0.0,1.2462161210841256,24.92432242168251,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 01:00:00,0.215507205272396,1.6515469457314522,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215507205272396,0.0,1.629985037338947,0.0,0.0,0.0,0.3825435168711104,1.2690034288603418,1.6515469457314522,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 02:00:00,0.19752746161119958,1.7233533346762981,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19752746161119958,0.0,1.6466173641594302,0.0,0.0,0.0,0.3991758436915935,1.3241774909847048,1.7233533346762981,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 03:00:00,0.1923333134424095,1.9786649398135274,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923333134424095,0.0,1.7057545261878144,0.0,0.0,0.0,0.4583130057199777,1.5203519340935499,1.9786649398135274,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 04:00:00,0.19542982485072669,2.616943952656601,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19542982485072669,0.0,1.853597431258775,0.0,0.0,0.0,0.6061559107909383,2.0107880418656627,2.616943952656601,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 05:00:00,0.23393644252512233,3.8695665153611327,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23393644252512233,0.0,2.143739132460535,0.0,0.0,0.0,0.8962976119926984,2.9732689033684343,3.8695665153611327,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 06:00:00,0.4499430851214405,4.946662349533819,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499430851214405,1.2667603527228084,2.1438200941934342,0.0,1.2667603527228084,1.076746299814387,0.8963785737255977,2.973537475993834,3.8699160497194316,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 07:00:00,0.6464217283524036,4.611565867791205,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464217283524036,0.872529197731498,2.1438200941934342,0.0,0.872529197731498,0.7416498180717732,0.8963785737255977,2.973537475993834,3.8699160497194316,0.0,0.0,0.0,1.2474415204678366,24.94883040935673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 08:00:00,0.666748827436034,4.204662997103745,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666748827436034,0.3938199380991925,2.1451433019658106,0.0,0.3938199380991925,0.33474694738431365,0.8963785737255977,2.973537475993834,3.8699160497194316,0.0,0.0,0.0,1.248764728240213,24.975294564804262,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 09:00:00,0.6154066705368397,3.8775450030216705,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154066705368397,0.008975239179104581,2.1451433019658106,0.0,0.008975239179104581,0.0076289533022388945,0.8963785737255977,2.973537475993834,3.8699160497194316,0.0,0.0,0.0,1.248764728240213,24.975294564804262,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
