Start Date,End Date,Resolution,Total System Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01 00:00:00,2012-12-30 23:00:00,h,18521505156.36,18521505156.36,0,66167975.07,75380396.2
