ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
01_electricity_bus_shortage,source,0,0,181.88,0,1.05,1106.43,0,0,0,1748154.58
01_heat_bus_excess,sink,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pellet_bus_shortage,source,0,0,707.51,0,8.45,1355.77,0,0,0,0.0
01_oil_bus_shortage,source,0,0,14.36,0,4.0,29.99,0,0,0,0.0
01_pv_bus_excess,sink,100.44,0,0.0,0,2.92,-138.5,0,0,0,-114058.13
01_hp_electricity_bus_shortage,source,0,0,153.24,0,0.57,683.61,0,0,0,1472871.87
01_pv_to_01_electricity_link,link,95.31,0,95.31,0,1.61,0.0,0.0,20.0,20,0.0
01_electricity_to_01_hp_electricity_bus,link,30.31,0,30.31,0,0.57,0.0,0.0,20.0,20,0.0
01_electricity_sink,sink,246.89,0,0.0,0,1.05,0.0,0,0,0,0.0
01_heat_sink,sink,1442.38,0,0.0,0,13.76,0.0,0,0,0,0.0
01_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
01_oilheating_transformer,transformer,14.36,0,13.21,0,3.68,0.0,375.0,5.0,20,84922.62
01_electricheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
01_pelletheating_transformer,transformer,707.51,0,636.76,0,7.61,0.0,289.09,7.61,20,331840.12
01_GCHP_transformer,transformer,183.54,608.86,792.41,0,2.47,0.0,285.71,2.47,20,0.0
01_ASHP_transformer,transformer,0.0,0.0,0.0,0,0.0,0.0,0,0,20,0.0
01_photovoltaic_electricity_source,source,0,0,195.76,0,3.88,0.0,403.46,4.48,20,222292.64
01_solar_thermal_source,source,0.0,0.0,0.0,0,0.0,0.0,0,0,20,0.0
