date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_electricity_sink_input1,01_heat_sink_input1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-01 10:00:00,0.46310472,2.7798326,0.0,0.25272119,0.4643168913039192,3.592917112210804,0.0,0.0,0.13517734,0.0,0.0,2.7798326,2.5018493,0.25272119,0.83834661,1.0910678,0.0012121715,0.0012121715,-0.0,0.0,3.5929171,3.5929171,0.0,0.0,0.0012121715,0.0,0.0,0.0
2012-01-01 11:00:00,0.47274739,2.5939462,0.0,0.25272119,0.47274739333172466,3.425619419624491,0.0,0.0,0.13517734,0.0,0.0,2.5939462,2.3345516,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.4256194,3.4256194,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 12:00:00,0.52225162,2.5408359,0.0,0.25272119,0.5222516208788854,3.377820078885545,0.0,0.0,0.13517734,0.0,0.0,2.5408359,2.2867523,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.3778201,3.3778201,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 13:00:00,0.51741707,2.5231324,0.0,0.25272119,0.5174170675833193,3.3618869653058963,0.0,0.0,0.13517734,0.0,0.0,2.5231324,2.2708192,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.361887,3.361887,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 14:00:00,0.46088076,2.6293532,0.0,0.25272119,0.460880762515335,3.457485646783789,0.0,0.0,0.13517734,0.0,0.0,2.6293532,2.3664178,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.4574856,3.4574856,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 15:00:00,0.41880816,2.797536,0.0,0.25272119,0.4188081623481354,3.6088502257904524,0.0,0.0,0.13517734,0.0,0.0,2.797536,2.5177824,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.6088502,3.6088502,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 16:00:00,0.42036641,3.027681,0.0,0.25272119,0.4203664067987724,3.815980702325887,0.0,0.0,0.13517734,0.0,0.0,3.027681,2.7249129,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.8159807,3.8159807,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 17:00:00,0.5141008,3.3020846,0.0,0.25272119,0.5141008037524765,4.062943962810443,0.0,0.0,0.13517734,0.0,0.0,3.3020846,2.9718762,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.062944,4.062944,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 18:00:00,0.66401191,3.4171571,0.0,0.25272119,0.6640119109009408,4.166509201078161,0.0,0.0,0.13517734,0.0,0.0,3.4171571,3.0754414,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.1665092,4.1665092,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 19:00:00,0.74747788,3.452564,0.0,0.25272119,0.747477876474806,4.198375428237458,0.0,0.0,0.13517734,0.0,0.0,3.452564,3.1073076,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.1983754,4.1983754,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 20:00:00,0.67220268,3.2401225,0.0,0.25272119,0.6722026830132636,4.007178065281672,0.0,0.0,0.13517734,0.0,0.0,3.2401225,2.9161103,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.0071781,4.0071781,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 21:00:00,0.56324544,2.6647601,0.0,0.25272119,0.5632454364264132,3.489351873943087,0.0,0.0,0.13517734,0.0,0.0,2.6647601,2.3982841,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.4893519,3.4893519,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 22:00:00,0.46615482,1.4343696,0.0,0.25272119,0.4661548206559526,2.382000480157495,0.0,0.0,0.13517734,0.0,0.0,1.4343696,1.2909327,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,2.3820005,2.3820005,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01 23:00:00,0.34517112,0.71737952,0.0,0.25272119,0.3451711233090575,1.7367093801817188,0.0,0.0,0.13517734,0.0,0.0,0.71737952,0.64564157,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.7367094,1.7367094,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 00:00:00,0.23297752,2.9394031,0.0,0.25272119,0.23297752286319187,3.7365305656393657,0.0,0.0,0.13517734,0.0,0.0,2.9394031,2.6454628,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.7365306,3.7365306,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 01:00:00,0.17240576,3.0477083,0.0,0.25272119,0.1724057642179168,3.8340052760473493,0.0,0.0,0.13517734,0.0,0.0,3.0477083,2.7429375,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.8340053,3.8340053,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 02:00:00,0.15802197,3.1560135,0.0,0.25272119,0.15802196928895967,3.931479986455333,0.0,0.0,0.13517734,0.0,0.0,3.1560135,2.8404122,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.93148,3.93148,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 03:00:00,0.15386665,3.4989801,0.0,0.25272119,0.1538666507539276,4.240149902747281,0.0,0.0,0.13517734,0.0,0.0,3.4989801,3.1490821,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.2401499,4.2401499,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 04:00:00,0.15634386,4.4376255,0.0,0.25272119,0.15634385988058136,5.084930726283137,0.0,0.0,0.13517734,0.0,0.0,4.4376255,3.9938629,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,5.0849307,5.0849307,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 05:00:00,0.18714915,6.910595,0.0,0.25272119,0.18714915402009788,7.31060328059876,0.0,0.0,0.13517734,0.0,0.0,6.910595,6.2195355,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,7.3106033,7.3106033,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 06:00:00,0.9772943,8.4990717,0.0,0.25272119,0.3599544680971524,9.35757219916641,0.0,0.0,0.13517734,0.61733983,0.61733983,8.4990717,7.6491646,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,9.3575722,9.3575722,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 07:00:00,0.51713738,8.4990717,0.0,0.25272119,0.5171373826819229,8.740232366582516,0.0,0.0,0.13517734,0.0,0.0,8.4990717,7.6491646,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,8.7402324,8.7402324,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 08:00:00,0.53339906,8.0116982,0.0,0.25272119,0.5333990619488272,8.30159616974659,0.0,0.0,0.13517734,0.0,0.0,8.0116982,7.2105284,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,8.3015962,8.3015962,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 09:00:00,0.0,6.8260874,0.24868408,0.0,0.4923253364294718,7.927943113182655,0.0,0.0,0.13517734,0.61733983,0.61733983,6.8260874,6.1434787,0.25272119,0.83834661,1.0910678,1.3669498,1.3669498,0.25272119,0.25272119,7.8518863,7.8518863,0.076056783,0.076056783,1.6156338,0.004563407,0.080059772,0.076056783
2012-01-02 10:00:00,0.0,6.3358723,0.5307757,0.0,0.4643168913039192,7.5542900566187186,0.0,0.0,0.13517734,0.61733983,0.61733983,6.3358723,5.702285,0.25272119,0.83834661,1.0910678,1.3429938,1.3429938,0.25272119,0.25272119,7.4106927,7.4106927,0.14359737,0.14359737,1.8737695,0.0086158421,0.15115512,0.14359737
2012-01-02 11:00:00,0.0,6.0130971,0.66436863,0.0,0.47274739333172466,7.278111710462764,0.0,0.0,0.13517734,0.61733983,0.61733983,6.0130971,5.4117873,0.25272119,0.83834661,1.0910678,1.3522834,1.3522834,0.25272119,0.25272119,7.120195,7.120195,0.15791672,0.15791672,2.0166521,0.0094750034,0.16622813,0.15791672
2012-01-02 12:00:00,0.0,5.8638175,0.60757799,0.0,0.5222516208788854,7.131899644850789,0.0,0.0,0.13517734,0.61733983,0.61733983,5.8638175,5.2774357,0.25272119,0.83834661,1.0910678,1.401076,1.401076,0.25272119,0.25272119,6.9858434,6.9858434,0.14605628,0.14605628,2.008654,0.0087633768,0.15374345,0.14605628
2012-01-02 13:00:00,0.0,5.9077355,0.38506782,0.0,0.5174170675833193,7.1156538597827925,0.0,0.0,0.13517734,0.61733983,0.61733983,5.9077355,5.316962,0.25272119,0.83834661,1.0910678,1.3928951,1.3928951,0.25272119,0.25272119,7.0253696,7.0253696,0.090284248,0.090284248,1.777963,0.0054170549,0.095036051,0.090284248
2012-01-02 14:00:00,0.0,6.1524583,0.10712687,0.0,0.460880762515335,7.24562014032677,0.0,0.0,0.13517734,0.61733983,0.61733983,6.1524583,5.5372125,0.25272119,0.83834661,1.0910678,1.3309418,1.3309418,0.25272119,0.25272119,7.2456201,7.2456201,0.0,0.0,1.4380687,0.0,0.0,0.0
2012-01-02 15:00:00,0.41880816,7.0730528,0.0,0.25272119,0.4188081623481354,7.4568153462107345,0.0,0.0,0.13517734,0.0,0.0,7.0730528,6.3657475,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,7.4568153,7.4568153,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 16:00:00,0.42036641,7.4882229,0.0,0.25272119,0.4203664067987724,7.830468402774671,0.0,0.0,0.13517734,0.0,0.0,7.4882229,6.7394006,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,7.8304684,7.8304684,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 17:00:00,0.5141008,7.8311895,0.0,0.25272119,0.5141008037524765,8.139138319066618,0.0,0.0,0.13517734,0.0,0.0,7.8311895,7.0480705,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,8.1391383,8.1391383,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 18:00:00,0.66401191,7.9214438,0.0,0.25272119,0.6640119109009408,8.220367244406605,0.0,0.0,0.13517734,0.0,0.0,7.9214438,7.1292994,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,8.2203672,8.2203672,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 19:00:00,0.74747788,7.9033929,0.0,0.25272119,0.747477876474806,8.204121459338607,0.0,0.0,0.13517734,0.0,0.0,7.9033929,7.1130536,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,8.2041215,8.2041215,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 20:00:00,0.67220268,7.5243246,0.0,0.25272119,0.6722026830132636,7.862959972910666,0.0,0.0,0.13517734,0.0,0.0,7.5243246,6.7718922,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,7.86296,7.86296,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 21:00:00,0.56324544,6.5315266,0.0,0.25272119,0.5632454364264132,6.969441794170818,0.0,0.0,0.13517734,0.0,0.0,6.5315266,5.878374,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,6.9694418,6.9694418,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 22:00:00,0.46615482,4.3293202,0.0,0.25272119,0.4661548206559526,4.9874560158751535,0.0,0.0,0.13517734,0.0,0.0,4.3293202,3.8963882,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.987456,4.987456,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 23:00:00,0.34517112,3.2101661,0.0,0.25272119,0.3451711233090575,3.980217341659325,0.0,0.0,0.13517734,0.0,0.0,3.2101661,2.8891495,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.9802173,3.9802173,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 00:00:00,0.2660203,0.83078968,0.0,0.25272119,0.2660202962138795,1.8387785250671755,0.0,0.0,0.13517734,0.0,0.0,0.83078968,0.74771072,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.8387785,1.8387785,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 01:00:00,0.19645867,0.95651813,0.0,0.25272119,0.19645866573800624,1.9519341266097712,0.0,0.0,0.13517734,0.0,0.0,0.95651813,0.86086632,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.9519341,1.9519341,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 02:00:00,0.17696063,1.0508145,0.0,0.25272119,0.17696063261208655,2.036800827766718,0.0,0.0,0.13517734,0.0,0.0,1.0508145,0.94573302,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,2.0368008,2.0368008,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 03:00:00,0.17224594,1.3860903,0.0,0.25272119,0.1722459442742617,2.338549098546972,0.0,0.0,0.13517734,0.0,0.0,1.3860903,1.2474813,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,2.3385491,2.3385491,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 04:00:00,0.17608162,2.22428,0.0,0.25272119,0.17608162292198362,3.0929197754976085,0.0,0.0,0.13517734,0.0,0.0,2.22428,2.001852,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,3.0929198,3.0929198,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.21032305,3.8692271,0.0,0.25272119,0.21032304585008435,4.573372229013232,0.0,0.0,0.13517734,0.0,0.0,3.8692271,3.4823044,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.5733722,4.5733722,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.37122177,5.2836722,0.0,0.25272119,0.3712217741248354,5.84637274636743,0.0,0.0,0.13517734,0.0,0.0,5.2836722,4.7553049,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,5.8463727,5.8463727,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 07:00:00,0.51829608,4.8436226,0.0,0.25272119,0.5182960772734223,5.450328140968346,0.0,0.0,0.13517734,0.0,0.0,4.8436226,4.3592603,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,5.4503281,5.4503281,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 08:00:00,0.54926119,4.3092767,0.0,0.25272119,0.5492611913565939,4.969416834412316,0.0,0.0,0.13517734,0.0,0.0,4.3092767,3.878349,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.9694168,4.9694168,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.38204164,3.8797045,0.0,0.25272119,0.5432679434695283,4.582801862475114,0.0,0.0,0.13517734,0.0,0.0,3.8797045,3.4917341,0.25272119,0.83834661,1.0910678,0.16122631,0.16122631,-0.0,0.0,4.5828019,4.5828019,0.0,0.0,0.16122631,0.0,0.0,0.0
2012-01-03 10:00:00,0.4064705,3.5129965,0.0,0.25272119,0.5275656340054168,4.252764691309212,0.0,0.0,0.13517734,0.0,0.0,3.5129965,3.1616969,0.25272119,0.83834661,1.0910678,0.12109513,0.12109513,-0.0,0.0,4.2527647,4.2527647,0.0,0.0,0.12109513,0.0,0.0,0.0
2012-01-03 11:00:00,0.33314938,3.2487248,0.0,0.25272119,0.5325200522587243,4.054742388609669,0.0,0.0,0.13517734,0.0,0.0,3.2487248,2.9238523,0.25272119,0.83834661,1.0910678,0.20176001,0.20176001,-0.0,0.0,4.0149201,4.0149201,0.039822247,0.039822247,0.20176001,0.0023893348,0.041918155,0.039822247
2012-01-03 12:00:00,0.40248907,3.1867556,0.0,0.25272119,0.5977665442559105,3.998164587838372,0.0,0.0,0.13517734,0.0,0.0,3.1867556,2.86808,0.25272119,0.83834661,1.0910678,0.19761848,0.19761848,-0.0,0.0,3.9591478,3.9591478,0.039016752,0.039016752,0.19761848,0.0023410051,0.041070265,0.039016752
2012-01-03 13:00:00,0.50182637,3.2091528,0.0,0.25272119,0.5819843248199713,3.979305320914606,0.0,0.0,0.13517734,0.0,0.0,3.2091528,2.8882375,0.25272119,0.83834661,1.0910678,0.080157958,0.080157958,-0.0,0.0,3.9793053,3.9793053,0.0,0.0,0.080157958,0.0,0.0,0.0
2012-01-03 14:00:00,0.28996941,3.2810602,0.0,0.25272119,0.5065493114147739,4.092460922457201,0.0,0.0,0.13517734,0.0,0.0,3.2810602,2.9529542,0.25272119,0.83834661,1.0910678,0.21948624,0.21948624,-0.0,0.0,4.044022,4.044022,0.04843889,0.04843889,0.21948624,0.0029063334,0.050988305,0.04843889
2012-01-03 15:00:00,0.45907925,3.4259903,0.0,0.25272119,0.4532493602058049,4.271623958232977,0.0,0.0,0.13517734,0.0,0.0,3.4259903,3.0833913,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.1744591,4.1744591,0.097164859,0.097164859,0.0,0.0058298916,0.1022788,0.097164859
2012-01-03 16:00:00,0.42408222,3.8063629,0.0,0.25272119,0.424082220488753,4.5167944282419334,0.0,0.0,0.13517734,0.0,0.0,3.8063629,3.4257266,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.5167944,4.5167944,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.46479635,4.1311614,0.0,0.25272119,0.46479635113488443,4.809113065560306,0.0,0.0,0.13517734,0.0,0.0,4.1311614,3.7180453,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.8091131,4.8091131,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,0.57874797,4.2673672,0.0,0.25272119,0.578747970960956,4.931698300564784,0.0,0.0,0.13517734,0.0,0.0,4.2673672,3.8406305,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.9316983,4.9316983,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.68678625,4.3092767,0.0,0.25272119,0.6867862528717896,4.969416834412316,0.0,0.0,0.13517734,0.0,0.0,4.3092767,3.878349,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.9694168,4.9694168,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.67144354,4.0578198,0.0,0.25272119,0.671443538280902,4.743105631327125,0.0,0.0,0.13517734,0.0,0.0,4.0578198,3.6520378,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.7431056,4.7431056,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.62309801,3.3767907,0.0,0.25272119,0.6230980053252404,4.130179456304734,0.0,0.0,0.13517734,0.0,0.0,3.3767907,3.0391116,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,4.1301795,4.1301795,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.54210925,1.9204362,0.0,0.25272119,0.542109248878029,2.8194604051030026,0.0,0.0,0.13517734,0.0,0.0,1.9204362,1.7283926,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,2.8194604,2.8194604,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.40062864,1.0717692,0.0,0.25272119,0.4006286437573701,2.0556600946904835,0.0,0.0,0.13517734,0.0,0.0,1.0717692,0.96459229,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,2.0556601,2.0556601,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.29426847,0.0,0.0,0.05382763,0.2942684712549148,0.2323888760761328,0.0,0.0,0.13517734,0.0,0.0,0.0,0.0,0.05382763,0.17856125,0.23238888,0.0,0.0,-0.0,0.0,0.23238888,0.23238888,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.21911314,0.0,0.0,0.057712098,0.21911314275111374,0.24915920733935884,0.0,0.0,0.13517734,0.0,0.0,0.0,0.0,0.057712098,0.19144711,0.24915921,0.0,0.0,-0.0,0.0,0.24915921,0.24915921,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 02:00:00,0.19889592,0.0,0.0,0.061596566,0.19889591987874622,0.26592953860258495,0.0,0.0,0.13517734,0.0,0.0,0.0,0.0,0.061596566,0.20433297,0.26592954,0.0,0.0,-0.0,0.0,0.26592954,0.26592954,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 03:00:00,0.18722906,0.0,0.0,0.089342767,0.1872290639919254,0.38571761905419977,0.0,0.0,0.13517734,0.0,0.0,0.0,0.0,0.089342767,0.29637485,0.38571762,0.0,0.0,-0.0,0.0,0.38571762,0.38571762,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 04:00:00,0.19490042,0.0,0.0,0.16148289,0.1949004212873692,0.6971666282283984,0.0,0.0,0.13517734,0.0,0.0,0.0,0.0,0.16148289,0.53568374,0.69716663,0.0,0.0,-0.0,0.0,0.69716663,0.69716663,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 05:00:00,0.24401228,0.42384798,0.0,0.25272119,0.23677324652499998,1.5931814700064773,0.0,0.0,0.13517734,0.0,0.0,0.42384798,0.38146318,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.472531,1.472531,0.12065048,0.12065048,0.0,0.0072390288,0.1270005,0.12065048
2012-01-04 06:00:00,0.40190405,0.79282643,0.0,0.25272119,0.3911593120958066,1.9836906122787414,0.0,0.0,0.13517734,0.0,0.0,0.79282643,0.71354379,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.8046116,1.8046116,0.17907902,0.17907902,0.0,0.010744741,0.18850423,0.17907902
2012-01-04 07:00:00,0.53046965,0.56597987,0.0,0.25272119,0.5182561222875085,1.8040084916013195,0.0,0.0,0.13517734,0.0,0.0,0.56597987,0.50938188,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.6004497,1.6004497,0.2035588,0.2035588,0.0,0.012213528,0.21427242,0.2035588
2012-01-04 08:00:00,0.57753647,0.18843549,0.0,0.25272119,0.5659224204826359,1.454227296682604,0.0,0.0,0.13517734,0.0,0.0,0.18843549,0.16959194,0.25272119,0.83834661,1.0910678,0.0,0.0,-0.0,0.0,1.2606597,1.2606597,0.19356755,0.19356755,0.0,0.011614053,0.20375531,0.19356755
2012-01-04 09:00:00,0.0,0.15266102,0.0,0.052564162,0.575631482059682,1.4374569654193778,0.0,0.0,0.13517734,0.0,0.0,0.15266102,0.13739492,0.25272119,0.83834661,1.0910678,0.78832817,0.78832817,0.20015703,0.20015703,1.2284627,1.2284627,0.20899424,0.20899424,0.78832817,0.012539654,0.21999394,0.20899424
