Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-07 23:00:00,h,4095.87,2314186.41,3196.34,899.53,622.21,675.35
