Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-12 23:00:00,h,4300.41,5059609.44,2493.25,1807.16,1869.78,2128.67
