ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
ID_electricity_bus_shortage,source,0,0,180.68,0,1.05,1099.11,0,0,0,1736588.55
ID_heat_bus_excess,sink,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_pellet_bus_shortage,source,0,0,386.36,0,6.63,740.37,0,0,0,0.0
ID_oil_bus_shortage,source,0,0,15.74,0,4.12,32.88,0,0,0,0.0
ID_pv_bus_excess,sink,117.09,0,0.0,0,3.46,-161.45,0,0,0,-132962.56
ID_hp_electricity_bus_shortage,source,0,0,210.06,0,0.93,937.1,0,0,0,2019017.71
ID_pv_to_ID_electricity_link,link,106.35,0,106.35,0,1.97,0.0,0.0,20.0,20,0.0
ID_electricity_sink,sink,246.89,0,0.0,0,1.05,0.0,0,0,0,0.0
ID_heat_sink,sink,1442.38,0,0.0,0,13.76,0.0,0,0,0,0.0
ID_heat_sink_window-insulation,insulation,0,0,0.0,0,0.0,0.0,0,0,9.09,0.0
ID_electricity_to_ID_hp_electricity_bus,link,40.14,0,40.14,0,0.93,0.0,0.0,20.0,20,0.0
ID_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
ID_oilheating_transformer,transformer,15.74,0,14.48,0,3.79,0.0,375.0,5.0,20,93093.98
ID_electricheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
ID_pelletheating_transformer,transformer,386.36,0,347.73,0,5.96,0.0,226.62,5.96,20,181213.27
ID_GCHP_transformer,transformer,829.97,250.2,1080.17,0,4.0,0.0,462.81,4.0,20,0.0
ID_ASHP_transformer,transformer,0.0,0.0,0.0,0,-0.0,0.0,0,0,20,0.0
ID_photovoltaic_electricity_source,source,0,0,223.44,0,4.42,0.0,460.52,5.12,20,253728.98
ID_solar_thermal_source,source,0.0,0.0,0.0,0,0.0,0.0,0,0,20,0.0
