Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-12-30 23:00:00,h,4180.21,2035360.46,2790.55,1389.66,33986.91,38123.16
