date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 04:00:00,0.15634386,2.5466561,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,3.4142545,3.4142545,0.0,0.0,0.15634385988058136,3.4142544779941355,0.0,0.0,2.5466561,2.2919905,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 05:00:00,0.18714915,4.3625029,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.0485165,5.0485165,0.0,0.0,0.18714915402009788,5.048516529960841,0.0,0.0,4.3625029,3.9262526,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 06:00:00,0.35995447,5.9238997,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,6.4537737,6.4537737,0.0,0.0,0.3599544680971524,6.453773708403548,0.0,0.0,5.9238997,5.3315098,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 07:00:00,0.51713738,5.4381318,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,6.0165826,6.0165826,0.0,0.0,0.5171373826819229,6.016582586221372,0.0,0.0,5.4381318,4.8943186,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 08:00:00,0.53339906,4.8482708,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.4857077,5.4857077,0.0,0.0,0.5333990619488272,5.485707652143016,0.0,0.0,4.8482708,4.3634437,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.31229799,4.3740688,0.0,0.25994708,0.18002735,0.18002735,0.0,0.0,1.0971861,0.0,0.0,5.0589258,5.0589258,0.0,0.0,0.4923253364294718,5.058925842393749,0.0,0.0,4.3740688,3.9366619,0.25994708,0.86231688,1.122264,0.18002735,0.0,0.0,0.0
2012-01-03 10:00:00,0.38901119,3.9692622,0.0,0.25994708,0.0753057,0.0753057,0.0,0.0,1.0971861,0.0,0.0,4.6945999,4.6945999,0.0,0.0,0.4643168913039192,4.694599907241936,0.0,0.0,3.9692622,3.572336,0.25994708,0.86231688,1.122264,0.0753057,0.0,0.0,0.0
2012-01-03 11:00:00,0.47274739,3.7263782,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.4760043,4.4760043,0.0,0.0,0.47274739333172466,4.476004346150848,0.0,0.0,3.7263782,3.3537404,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 12:00:00,0.5022029,3.6569828,0.0,0.25994708,0.02004872,0.02004872,0.0,0.0,1.0971861,0.0,0.0,4.4135485,4.4135485,0.0,0.0,0.5222516208788854,4.413548471553394,0.0,0.0,3.6569828,3.2912845,0.25994708,0.86231688,1.122264,0.02004872,0.0,0.0,0.0
2012-01-03 13:00:00,0.51741707,3.633851,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.3927298,4.3927298,0.0,0.0,0.5174170675833193,4.392729846687577,0.0,0.0,3.633851,3.2704659,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
