date,01_electricity_bus_shortage_output1,01_heat_bus_excess_input1,01_pellet_bus_shortage_output1,01_oil_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_oilheating_transformer_input1,01_oilheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 08:00:00,0.59787642,0.0,10.067175,1.6645733,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.5978764204671733,11.611268401320128,1.6645733,1.5314074,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 09:00:00,0.0,0.0,10.067175,0.95875625,1.4193329,0.0,0.95002166,0.95002166,0.23612187,0.23612187,0.7078525191948247,11.062704539840439,0.95875625,0.88205575,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,2.3693546,0.10609246,0.0060472704,0.10078784
2012-01-03 10:00:00,0.0,0.0,10.067175,0.30236525,1.8095026,0.0,1.000463,1.000463,0.23612187,0.23612187,0.738517970883643,10.788422609100593,0.30236525,0.27817603,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,2.8099656,0.4530375,0.025823138,0.43038563
2012-01-03 11:00:00,0.0,0.0,9.4395278,0.0,2.0143518,0.0,1.0399785,1.0399785,0.23612187,0.23612187,0.7740779083468982,10.011290472004363,0.0,0.0,9.4395278,8.495575,0.23612187,0.78328202,1.0194039,3.0543303,0.52243325,0.029778695,0.49631159
2012-01-03 12:00:00,0.0,0.0,9.1440351,0.0,1.9418405,0.0,1.09472,1.09472,0.23612187,0.23612187,0.8320625816542567,9.691294886141211,0.0,0.0,9.1440351,8.2296316,0.23612187,0.78328202,1.0194039,3.0365605,0.46553622,0.026535565,0.44225941
2012-01-03 13:00:00,0.0,0.0,9.3837311,0.0,1.6693938,0.0,1.0750381,1.0750381,0.23612187,0.23612187,0.8280670830628797,9.645581231017903,0.0,0.0,9.3837311,8.445358,0.23612187,0.78328202,1.0194039,2.7444319,0.19033616,0.010849161,0.18081935
2012-01-03 14:00:00,0.0,0.0,9.5084521,0.0,1.1977176,0.0,1.0025084,1.0025084,0.23612187,0.23612187,0.7663865735584976,9.577010748332942,0.0,0.0,9.5084521,8.5576069,0.23612187,0.78328202,1.0194039,2.2002261,0.0,0.0,0.0
2012-01-03 15:00:00,0.71819087,0.0,10.067175,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.7181908718000126,10.079860954689325,0.0,0.0,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 16:00:00,0.7227857,0.0,10.067175,0.91924198,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.7227856951800962,10.925563574470516,0.91924198,0.84570262,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.90143443,0.0,10.067175,1.1925301,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.9014344259470396,11.176988677648707,1.1925301,1.0971277,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,1.0458717,0.0,10.067175,0.91924198,0.0,0.23612187,0.0,0.0,-0.0,0.0,1.0458717000253175,10.925563574470516,0.91924198,0.84570262,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
