ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
01_electricity_bus_shortage,source,0,0,184.0,0,1.05,1119.32,0,0,0,1768528.77
01_heat_bus_excess,sink,0.06,0,0.0,0,0.04,0.0,0,0,0,0.0
01_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pellet_bus_shortage,source,0,0,1096.31,0,10.07,2100.81,0,0,0,0.0
01_oil_bus_shortage,source,0,0,13.78,0,4.0,28.79,0,0,0,0.0
01_pv_bus_excess,sink,98.82,0,0.0,0,2.71,-136.26,0,0,0,-112214.49
01_hp_electricity_bus_shortage,source,0,0,74.93,0,0.24,334.27,0,0,0,720204.76
01_pv_to_01_electricity_link,link,78.76,0,78.76,0,1.31,0.0,0.0,20.0,20,0.0
01_electricity_to_01_hp_electricity_bus,link,11.73,0,11.73,0,0.24,0.0,0.0,20.0,20,0.0
01_electricity_sink,sink,246.89,0,0.0,0,1.05,0.0,0,0,0,0.0
01_heat_sink,sink,1442.38,0,0.0,0,13.76,0.0,0,0,0,0.0
01_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
01_oilheating_transformer,transformer,13.78,0,12.68,0,3.68,0.0,375.0,5.0,20,81508.21
01_electricheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
01_pelletheating_transformer,transformer,1096.31,0,986.68,0,9.06,0.0,344.3,9.06,20,514198.97
01_GCHP_transformer,transformer,86.66,287.48,374.14,0,1.02,0.0,117.81,1.02,20,0.0
01_ASHP_transformer,transformer,0.0,0.0,0.0,0,0.0,0.0,0,0,20,0.0
01_photovoltaic_electricity_source,source,0,0,177.57,0,3.52,0.0,365.99,4.07,20,201645.98
01_solar_thermal_source,source,72.57,4.14,68.94,0,0.98,0.0,61.04,1.53,20,34948.41
