# name: Herne/Germany
# longitude: 7.210
# latitude: 51.556
# timezone: Europe/Berlin
# data_height temp_air: 2
# data_height v_wind: 10

,dhi,dirhi,pressure,temp_air,v_wind,z0
01.01.2016 00:00,0,0,98405.7,285.05,5.32697,0.15
01.01.2016 01:00,0,0,98382.7,284.85,5.46199,0.15
01.01.2016 02:00,0,0,98362.9,284.95,5.67899,0.15
01.01.2016 03:00,0,0,98340.9,285.25,5.68466,0.15
01.01.2016 04:00,0,0,98336.8,285.55,5.38084,0.15
01.01.2016 05:00,0,0,98334.2,285.55,5.28286,0.15
01.01.2016 06:00,0,0,98324.6,274.35,5.43709,0.15
01.01.2016 07:00,0,0,98345.1,285.45,5.49162,0.15
01.01.2016 08:00,1,0,98394.9,285.65,5.52631,0.15
01.01.2016 09:00,17,0,98446.6,286.05,5.57199,0.15
01.01.2016 10:00,36,0,98486,286.25,5.38384,0.15
01.01.2016 11:00,50,0,98568,286.75,5.31816,0.15
01.01.2016 12:00,46,0,98609.2,286.55,5.92008,0.15
01.01.2016 13:00,31,0,98716.8,274.55,5.50331,0.15
01.01.2016 14:00,9,0,98834.5,287.35,5.16204,0.15
01.01.2016 15:00,0,0,98911.4,287.35,4.94334,0.15
01.01.2016 16:00,0,0,98999,285.25,4.62725,0.15
01.01.2016 17:00,0,0,99083,283.35,4.20744,0.15
01.01.2016 18:00,0,0,99166.6,283.05,3.96008,0.15
01.01.2016 19:00,0,0,99249.6,282.95,4.18155,0.15
01.01.2016 20:00,0,0,99299.1,282.75,4.38756,0.15
01.01.2016 21:00,0,0,99355,282.55,4.35175,0.15
01.01.2016 22:00,0,0,99414.6,281.25,4.19387,0.15
01.01.2016 23:00,0,0,99489.6,280.45,3.95468,0.15
01.02.2016 00:00,0,0,99571.5,280.25,3.80391,0.15
01.02.2016 01:00,0,0,99650.6,280.45,3.75341,0.15
01.02.2016 02:00,0,0,99725.8,280.75,3.68452,0.15
01.02.2016 03:00,0,0,99808.4,281.05,3.64885,0.15
01.02.2016 04:00,0,0,99902.3,281.45,3.64895,0.15
01.02.2016 05:00,0,0,99984,281.45,3.26095,0.15
01.02.2016 06:00,0,0,100051,281.55,2.82002,0.15
01.02.2016 07:00,0,0,100127,280.85,2.63831,0.15
01.02.2016 08:00,1,0,100213,280.25,2.60467,0.15
01.02.2016 09:00,24,0,100301,280.55,2.48291,0.15
01.02.2016 10:00,107,0,100361,279.75,2.27491,0.15
01.02.2016 11:00,156,3,100411,278.35,2.05207,0.15
01.02.2016 12:00,167,6,100456,277.35,1.84496,0.15
01.02.2016 13:00,99,0,100502,273.55,1.71002,0.15
01.02.2016 14:00,61,1,100544,273.55,1.65912,0.15
01.02.2016 15:00,19,1,100588,277.25,1.85037,0.15
01.02.2016 16:00,0,0,100623,277.35,2.05926,0.15
01.02.2016 17:00,0,0,100659,277.45,2.19697,0.15
01.02.2016 18:00,0,0,100681,277.85,2.36407,0.15
01.02.2016 19:00,0,0,100680,278.35,2.68317,0.15
01.02.2016 20:00,0,0,100665,277.45,2.88922,0.15
01.02.2016 21:00,0,0,100666,278.25,2.82869,0.15
01.02.2016 22:00,0,0,100671,278.85,2.90343,0.15
01.02.2016 23:00,0,0,100673,279.45,3.00159,0.15
01.03.2016 00:00,0,0,100667,273.85,3.05818,0.15
01.03.2016 01:00,0,0,100665,280.75,3.00373,0.15
01.03.2016 02:00,0,0,100680,274.05,2.75149,0.15
01.03.2016 03:00,0,0,100679,274.15,2.51612,0.15
01.03.2016 04:00,0,0,100674,283.65,2.37815,0.15
01.03.2016 05:00,0,0,100665,284.05,2.15363,0.15
01.03.2016 06:00,0,0,100661,284.35,2.02063,0.15
01.03.2016 07:00,0,0,100659,284.95,1.95815,0.15
01.03.2016 08:00,10,0,100658,284.65,1.97792,0.15
01.03.2016 09:00,12,0,100660,284.25,2.55804,0.15
01.03.2016 10:00,19,0,100694,283.65,3.32156,0.15
01.03.2016 11:00,80,0,100735,282.75,3.6103,0.15
01.03.2016 12:00,46,0,100768,281.95,3.44013,0.15
01.03.2016 13:00,17,0,100796,281.85,2.96,0.15
01.03.2016 14:00,6,0,100837,281.35,2.35225,0.15
01.03.2016 15:00,0,0,100866,280.65,2.01119,0.15
01.03.2016 16:00,0,0,100887,280.05,2.11988,0.15
01.03.2016 17:00,0,0,100918,279.55,2.29444,0.15
01.03.2016 18:00,0,0,100952,279.25,2.27325,0.15
01.03.2016 19:00,0,0,100985,278.85,2.15235,0.15
01.03.2016 20:00,0,0,100994,278.65,1.89341,0.15
01.03.2016 21:00,0,0,101000,278.75,1.65454,0.15
01.03.2016 22:00,0,0,101008,278.95,1.52908,0.15
01.03.2016 23:00,0,0,101029,278.05,1.48863,0.15
01.04.2016 00:00,0,0,101045,278.75,1.4753,0.15
01.04.2016 01:00,0,0,101052,279.45,1.50899,0.15
01.04.2016 02:00,0,0,101037,279.95,1.28043,0.15
01.04.2016 03:00,0,0,100998,273.85,1.10342,0.15
01.04.2016 04:00,0,0,100954,280.05,1.06461,0.15
01.04.2016 05:00,0,0,100920,279.85,0.92526,0.15
01.04.2016 06:00,0,0,100881,280.25,0.825706,0.15
01.04.2016 07:00,0,0,100838,280.05,0.701859,0.15
01.04.2016 08:00,9,0,100787,279.75,0.636228,0.15
01.04.2016 09:00,88,21,100757,279.65,0.625409,0.15
01.04.2016 10:00,131,6,100724,273.85,0.532847,0.15
01.04.2016 11:00,97,0,100683,280.25,0.583273,0.15
01.04.2016 12:00,106,4,100647,280.05,0.510706,0.15
01.04.2016 13:00,80,1,100616,279.65,0.221911,0.15
01.04.2016 14:00,42,0,100589,273.85,0.385802,0.15
01.04.2016 15:00,4,0,100554,280.25,0.635682,0.15
01.04.2016 16:00,0,0,100512,273.85,0.722206,0.15
01.04.2016 17:00,0,0,100467,280.45,0.635188,0.15
01.04.2016 18:00,0,0,100431,280.75,0.403484,0.15
01.04.2016 19:00,0,0,100399,281.25,0.257645,0.15
01.04.2016 20:00,0,0,100364,281.65,0.230887,0.15
01.04.2016 21:00,0,0,100326,281.95,0.289493,0.15
01.04.2016 22:00,0,0,100291,274.05,0.674469,0.15
01.04.2016 23:00,0,0,100256,279.95,1.13613,0.15
01.05.2016 00:00,0,0,100220,279.95,1.48263,0.15
01.05.2016 01:00,0,0,100181,281.25,1.54889,0.15
01.05.2016 02:00,0,0,100140,281.65,1.36231,0.15
01.05.2016 03:00,0,0,100091,281.85,1.30019,0.15
01.05.2016 04:00,0,0,100042,281.65,1.22271,0.15
01.05.2016 05:00,0,0,99998.2,273.95,1.06734,0.15
01.05.2016 06:00,0,0,99948.1,280.75,0.971272,0.15
01.05.2016 07:00,0,0,99886.7,280.65,1.09976,0.15
01.05.2016 08:00,2,0,99818.8,279.85,1.37298,0.15
01.05.2016 09:00,66,6,99756.1,277.75,1.56233,0.15
01.05.2016 10:00,55,0,99696.6,277.85,1.60909,0.15
01.05.2016 11:00,86,10,99642.5,278.35,1.47126,0.15
01.05.2016 12:00,140,18,99582.7,278.35,1.22238,0.15
01.05.2016 13:00,89,6,99521.3,277.85,1.05889,0.15
01.05.2016 14:00,56,1,99471.2,276.95,1.27001,0.15
01.05.2016 15:00,16,0,99432.7,276.45,1.55222,0.15
01.05.2016 16:00,0,0,99403.5,277.95,1.70032,0.15
01.05.2016 17:00,0,0,99363.6,277.75,1.75863,0.15
01.05.2016 18:00,0,0,99323.1,277.45,1.6418,0.15
01.05.2016 19:00,0,0,99287.1,277.95,1.43202,0.15
01.05.2016 20:00,0,0,99238.3,278.45,1.39284,0.15
01.05.2016 21:00,0,0,99190.8,278.35,1.30528,0.15
01.05.2016 22:00,0,0,99160.1,278.95,1.14158,0.15
01.05.2016 23:00,0,0,99141.2,279.45,1.10291,0.15
01.06.2016 00:00,0,0,99130.9,279.55,1.17376,0.15
01.06.2016 01:00,0,0,99127.4,279.85,1.19974,0.15
01.06.2016 02:00,0,0,99128.5,280.05,1.28662,0.15
01.06.2016 03:00,0,0,99105.7,280.55,1.54882,0.15
01.06.2016 04:00,0,0,99078.1,280.25,1.52977,0.15
01.06.2016 05:00,0,0,99053.5,279.25,1.36668,0.15
01.06.2016 06:00,0,0,99026.5,278.75,1.29679,0.15
01.06.2016 07:00,0,0,99013.7,273.75,1.3055,0.15
01.06.2016 08:00,23,0,99011.7,279.45,1.37923,0.15
01.06.2016 09:00,79,1,99009.9,279.35,1.54701,0.15
01.06.2016 10:00,114,3,99006.6,278.75,1.76222,0.15
01.06.2016 11:00,150,17,99010.4,278.85,1.76356,0.15
01.06.2016 12:00,125,28,99021,278.55,1.84786,0.15
01.06.2016 13:00,50,0,99024.8,278.35,1.78025,0.15
01.06.2016 14:00,63,9,99031.5,277.65,1.7179,0.15
01.06.2016 15:00,7,0,99059.4,277.05,1.51743,0.15
01.06.2016 16:00,0,0,99097.8,277.05,1.53535,0.15
01.06.2016 17:00,0,0,99133.4,277.45,1.62984,0.15
01.06.2016 18:00,0,0,99161,277.85,1.761,0.15
01.06.2016 19:00,0,0,99187.2,277.85,1.74418,0.15
01.06.2016 20:00,0,0,99211.3,278.25,1.68012,0.15
01.06.2016 21:00,0,0,99242.4,279.05,1.72892,0.15
01.06.2016 22:00,0,0,99275.1,279.75,1.85373,0.15
01.06.2016 23:00,0,0,99323.4,280.35,1.96994,0.15
01.07.2016 00:00,0,0,99375.6,280.95,2.00784,0.15
01.07.2016 01:00,0,0,99430.9,281.85,1.96784,0.15
01.07.2016 02:00,0,0,99490.4,282.05,1.99643,0.15
01.07.2016 03:00,0,0,99552.1,281.95,2.05974,0.15
01.07.2016 04:00,0,0,99597.5,281.25,2.07034,0.15
01.07.2016 05:00,0,0,99622.7,280.95,2.15834,0.15
01.07.2016 06:00,0,0,99639.7,280.45,2.2539,0.15
01.07.2016 07:00,0,0,99656.9,279.45,2.41636,0.15
01.07.2016 08:00,3,0,99683.7,279.65,2.61055,0.15
01.07.2016 09:00,50,0,99716.4,279.35,2.748,0.15
01.07.2016 10:00,119,22,99754.7,279.45,2.89715,0.15
01.07.2016 11:00,76,1,99811.4,279.55,3.11852,0.15
01.07.2016 12:00,55,0,99872,273.75,3.38681,0.15
01.07.2016 13:00,47,0,99938.9,279.25,3.44846,0.15
01.07.2016 14:00,49,0,100028,279.45,3.35454,0.15
01.07.2016 15:00,14,0,100104,279.55,3.2911,0.15
01.07.2016 16:00,0,0,100162,279.75,3.24902,0.15
01.07.2016 17:00,0,0,100217,279.75,3.33863,0.15
01.07.2016 18:00,0,0,100274,279.65,3.52378,0.15
01.07.2016 19:00,0,0,100330,279.75,3.60297,0.15
01.07.2016 20:00,0,0,100380,279.65,3.53191,0.15
01.07.2016 21:00,0,0,100434,278.95,3.25355,0.15
01.07.2016 22:00,0,0,100497,278.85,2.85047,0.15
01.07.2016 23:00,0,0,100557,279.05,2.27388,0.15
01.08.2016 00:00,0,0,100617,279.35,1.75136,0.15
01.08.2016 01:00,0,0,100670,279.55,1.20631,0.15
01.08.2016 02:00,0,0,100745,280.05,0.845946,0.15
01.08.2016 03:00,0,0,100773,280.35,1.70434,0.15
01.08.2016 04:00,0,0,100819,280.05,1.9802,0.15
01.08.2016 05:00,0,0,100846,279.85,2.40716,0.15
01.08.2016 06:00,0,0,100854,279.95,2.79641,0.15
01.08.2016 07:00,0,0,100873,279.75,3.04056,0.15
01.08.2016 08:00,8,0,100862,279.05,3.45218,0.15
01.08.2016 09:00,27,0,100857,278.85,4.14499,0.15
01.08.2016 10:00,80,0,100856,278.75,4.5154,0.15
01.08.2016 11:00,113,0,100849,278.85,5.0034,0.15
01.08.2016 12:00,72,0,100829,278.75,5.76208,0.15
01.08.2016 13:00,83,0,100802,278.65,6.30171,0.15
01.08.2016 14:00,41,0,100794,278.85,6.55537,0.15
01.08.2016 15:00,12,0,100769,278.85,6.33082,0.15
01.08.2016 16:00,0,0,100727,278.95,6.13089,0.15
01.08.2016 17:00,0,0,100682,278.65,6.42829,0.15
01.08.2016 18:00,0,0,100639,278.25,6.443,0.15
01.08.2016 19:00,0,0,100593,273.65,6.53751,0.15
01.08.2016 20:00,0,0,100560,278.45,6.58345,0.15
01.08.2016 21:00,0,0,100524,278.65,6.86387,0.15
01.08.2016 22:00,0,0,100457,279.05,7.25291,0.15
01.08.2016 23:00,0,0,100403,279.25,7.54074,0.15
01.09.2016 00:00,0,0,100360,279.85,7.94066,0.15
01.09.2016 01:00,0,0,100322,280.35,8.19224,0.15
01.09.2016 02:00,0,0,100290,280.85,8.3721,0.15
01.09.2016 03:00,0,0,100229,281.25,8.58747,0.15
01.09.2016 04:00,0,0,100175,281.55,8.94711,0.15
01.09.2016 05:00,0,0,100140,281.55,9.47753,0.15
01.09.2016 06:00,0,0,100120,281.75,9.58088,0.15
01.09.2016 07:00,0,0,100077,281.65,9.27084,0.15
01.09.2016 08:00,0,0,100007,281.65,9.02852,0.15
01.09.2016 09:00,19,0,99974.4,281.65,8.8981,0.15
01.09.2016 10:00,47,0,99939,281.65,8.71281,0.15
01.09.2016 11:00,46,0,99885.2,273.95,8.54576,0.15
01.09.2016 12:00,49,0,99825.8,273.95,8.41137,0.15
01.09.2016 13:00,47,0,99794.1,281.35,8.076,0.15
01.09.2016 14:00,54,0,99767.9,281.45,7.80628,0.15
01.09.2016 15:00,1,0,99712,281.45,7.74941,0.15
01.09.2016 16:00,0,0,99680.1,281.25,7.66995,0.15
01.09.2016 17:00,0,0,99664.9,281.05,7.49605,0.15
01.09.2016 18:00,0,0,99665.3,280.55,7.10213,0.15
01.09.2016 19:00,0,0,99653.3,279.95,6.82776,0.15
01.09.2016 20:00,0,0,99622.2,279.55,6.58403,0.15
01.09.2016 21:00,0,0,99600.6,273.65,6.30489,0.15
01.09.2016 22:00,0,0,99594.9,275.95,5.96267,0.15
01.09.2016 23:00,0,0,99605.2,273.65,5.60579,0.15
01.10.2016 00:00,0,0,99621.9,279.05,5.327,0.15
01.10.2016 01:00,0,0,99644.8,279.65,5.17828,0.15
01.10.2016 02:00,0,0,99668.3,273.85,5.03502,0.15
01.10.2016 03:00,0,0,99685.7,281.65,4.80961,0.15
01.10.2016 04:00,0,0,99695.5,282.35,4.65143,0.15
01.10.2016 05:00,0,0,99706.8,282.25,4.53305,0.15
01.10.2016 06:00,0,0,99729.9,281.95,4.2398,0.15
01.10.2016 07:00,0,0,99758.5,281.25,3.94868,0.15
01.10.2016 08:00,12,0,99796.5,281.35,3.70013,0.15
01.10.2016 09:00,72,0,99834.5,281.35,3.59344,0.15
01.10.2016 10:00,112,41,99852.9,281.45,3.60151,0.15
01.10.2016 11:00,128,167,99881.4,281.45,3.48605,0.15
01.10.2016 12:00,149,75,99929.9,281.35,3.214,0.15
01.10.2016 13:00,96,18,99981.7,281.25,2.62054,0.15
01.10.2016 14:00,44,0,100030,281.35,2.14394,0.15
01.10.2016 15:00,7,0,100077,281.05,1.85801,0.15
01.10.2016 16:00,0,0,100111,273.95,1.65442,0.15
01.10.2016 17:00,0,0,100134,281.45,1.5025,0.15
01.10.2016 18:00,0,0,100154,280.85,1.41785,0.15
01.10.2016 19:00,0,0,100171,280.65,1.35012,0.15
01.10.2016 20:00,0,0,100181,280.95,1.28467,0.15
01.10.2016 21:00,0,0,100182,281.05,1.38391,0.15
01.10.2016 22:00,0,0,100189,281.35,1.51474,0.15
01.10.2016 23:00,0,0,100207,281.55,1.57934,0.15
01.11.2016 00:00,0,0,100233,281.55,1.55952,0.15
01.11.2016 01:00,0,0,100252,281.95,1.58649,0.15
01.11.2016 02:00,0,0,100253,282.55,1.79226,0.15
01.11.2016 03:00,0,0,100253,282.75,1.8267,0.15
01.11.2016 04:00,0,0,100260,282.75,1.68611,0.15
01.11.2016 05:00,0,0,100264,282.75,1.68469,0.15
01.11.2016 06:00,0,0,100258,282.65,1.75722,0.15
01.11.2016 07:00,0,0,100252,282.45,1.85244,0.15
01.11.2016 08:00,37,0,100259,282.25,1.80051,0.15
01.11.2016 09:00,101,4,100257,281.75,1.82576,0.15
01.11.2016 10:00,193,3,100248,282.05,2.01855,0.15
01.11.2016 11:00,155,2,100238,281.85,2.13799,0.15
01.11.2016 12:00,75,0,100236,281.55,2.00769,0.15
01.11.2016 13:00,35,0,100258,281.95,1.80917,0.15
01.11.2016 14:00,19,0,100295,274.05,1.42653,0.15
01.11.2016 15:00,0,0,100316,281.95,1.34362,0.15
01.11.2016 16:00,0,0,100345,281.85,1.46702,0.15
01.11.2016 17:00,0,0,100378,281.95,1.63866,0.15
01.11.2016 18:00,0,0,100403,281.85,1.86246,0.15
01.11.2016 19:00,0,0,100419,281.55,1.90547,0.15
01.11.2016 20:00,0,0,100436,281.25,1.82308,0.15
01.11.2016 21:00,0,0,100442,281.05,1.72118,0.15
01.11.2016 22:00,0,0,100474,280.75,1.74138,0.15
01.11.2016 23:00,0,0,100508,280.95,1.8003,0.15
01.12.2016 00:00,0,0,100541,280.95,1.84148,0.15
01.12.2016 01:00,0,0,100583,281.35,1.92741,0.15
01.12.2016 02:00,0,0,100622,281.65,1.93418,0.15
01.12.2016 03:00,0,0,100630,274.05,1.87651,0.15
01.12.2016 04:00,0,0,100626,281.35,1.82044,0.15
01.12.2016 05:00,0,0,100620,281.45,1.69131,0.15
01.12.2016 06:00,0,0,100627,281.65,1.46427,0.15
01.12.2016 07:00,0,0,100640,281.55,1.49276,0.15
01.12.2016 08:00,27,0,100618,281.25,1.61151,0.15
01.12.2016 09:00,72,0,100577,273.95,1.57282,0.15
01.12.2016 10:00,115,1,100534,280.35,1.46438,0.15
01.12.2016 11:00,109,1,100501,279.75,1.36613,0.15
01.12.2016 12:00,21,0,100474,279.35,1.62996,0.15
01.12.2016 13:00,16,0,100440,278.65,1.88521,0.15
01.12.2016 14:00,3,0,100410,278.05,1.94913,0.15
01.12.2016 15:00,0,0,100397,277.45,2.02281,0.15
01.12.2016 16:00,0,0,100383,276.55,2.13853,0.15
01.12.2016 17:00,0,0,100355,276.45,2.23099,0.15
01.12.2016 18:00,0,0,100317,276.65,2.34126,0.15
01.12.2016 19:00,0,0,100275,276.95,2.48999,0.15
01.12.2016 20:00,0,0,100233,277.25,2.58668,0.15
01.12.2016 21:00,0,0,100178,276.95,2.82234,0.15
01.12.2016 22:00,0,0,100115,277.05,3.13555,0.15
01.12.2016 23:00,0,0,100070,276.85,3.19344,0.15
01.13.2016 00:00,0,0,100039,273.55,3.35703,0.15
01.13.2016 01:00,0,0,100013,277.75,3.30739,0.15
01.13.2016 02:00,0,0,99993.8,278.55,3.10984,0.15
01.13.2016 03:00,0,0,99980.8,279.25,2.9885,0.15
01.13.2016 04:00,0,0,99957.5,279.45,3.14098,0.15
01.13.2016 05:00,0,0,99919.9,273.75,3.51851,0.15
01.13.2016 06:00,0,0,99874.7,279.25,3.52321,0.15
01.13.2016 07:00,1,0,99845.7,278.55,3.62597,0.15
01.13.2016 08:00,53,10,99820.4,273.65,3.75982,0.15
01.13.2016 09:00,107,26,99790,278.25,3.68256,0.15
01.13.2016 10:00,146,59,99774.5,273.65,3.63385,0.15
01.13.2016 11:00,154,159,99785.2,277.85,3.70876,0.15
01.13.2016 12:00,167,54,99804.1,273.55,3.88128,0.15
01.13.2016 13:00,95,8,99811.2,276.65,3.99185,0.15
01.13.2016 14:00,98,52,99819.3,276.45,4.21296,0.15
01.13.2016 15:00,22,0,99822.4,276.85,4.29547,0.15
01.13.2016 16:00,0,0,99845.3,277.25,4.29304,0.15
01.13.2016 17:00,0,0,99852.5,273.55,4.21062,0.15
01.13.2016 18:00,0,0,99857.5,276.75,4.17036,0.15
01.13.2016 19:00,0,0,99870.1,273.45,3.92328,0.15
01.13.2016 20:00,0,0,99870.1,275.55,3.85854,0.15
01.13.2016 21:00,0,0,99855.2,275.35,3.72801,0.15
01.13.2016 22:00,0,0,99840.3,275.75,3.52693,0.15
01.13.2016 23:00,0,0,99840.6,275.95,3.19396,0.15
01.14.2016 00:00,0,0,99845.1,276.05,3.0288,0.15
01.14.2016 01:00,0,0,99838.9,277.25,2.84059,0.15
01.14.2016 02:00,0,0,99834.3,277.85,2.74109,0.15
01.14.2016 03:00,0,0,99859.5,273.75,2.82659,0.15
01.14.2016 04:00,0,0,99872.1,279.35,2.71758,0.15
01.14.2016 05:00,0,0,99875.7,279.25,2.57865,0.15
01.14.2016 06:00,0,0,99887.1,278.95,2.5949,0.15
01.14.2016 07:00,1,0,99906.6,278.55,2.57361,0.15
01.14.2016 08:00,64,8,99918.7,278.35,2.38848,0.15
01.14.2016 09:00,105,4,99908.6,277.95,2.34113,0.15
01.14.2016 10:00,156,60,99895.7,276.65,2.48199,0.15
01.14.2016 11:00,141,173,99895.1,275.75,2.45764,0.15
01.14.2016 12:00,179,105,99897.1,274.55,2.40889,0.15
01.14.2016 13:00,136,8,99910.3,273.75,2.45508,0.15
01.14.2016 14:00,35,0,99958.6,273.25,2.51699,0.15
01.14.2016 15:00,13,0,100018,273.75,2.6615,0.15
01.14.2016 16:00,0,0,100062,273.35,2.80389,0.15
01.14.2016 17:00,0,0,100102,273.45,2.71459,0.15
01.14.2016 18:00,0,0,100154,273.95,2.62107,0.15
01.14.2016 19:00,0,0,100209,273.85,2.45935,0.15
01.14.2016 20:00,0,0,100256,273.65,2.44922,0.15
01.14.2016 21:00,0,0,100301,273.55,2.4425,0.15
01.14.2016 22:00,0,0,100348,273.05,2.26786,0.15
01.14.2016 23:00,0,0,100405,272.25,2.01154,0.15
01.15.2016 00:00,0,0,100470,271.95,1.87114,0.15
01.15.2016 01:00,0,0,100537,273.25,1.84211,0.15
01.15.2016 02:00,0,0,100603,276.25,1.86133,0.15
01.15.2016 03:00,0,0,100672,277.35,1.82514,0.15
01.15.2016 04:00,0,0,100756,278.25,1.6746,0.15
01.15.2016 05:00,0,0,100841,278.45,1.48366,0.15
01.15.2016 06:00,0,0,100917,273.65,1.39441,0.15
01.15.2016 07:00,2,0,100983,277.35,1.37359,0.15
01.15.2016 08:00,49,19,101042,275.85,1.40133,0.15
01.15.2016 09:00,133,25,101072,274.55,1.41143,0.15
01.15.2016 10:00,142,121,101098,273.35,1.39252,0.15
01.15.2016 11:00,113,207,101128,272.85,1.29382,0.15
01.15.2016 12:00,95,230,101164,272.75,1.16869,0.15
01.15.2016 13:00,79,191,101214,271.75,1.09936,0.15
01.15.2016 14:00,64,107,101272,272.95,1.0459,0.15
01.15.2016 15:00,26,18,101329,270.05,1.05124,0.15
01.15.2016 16:00,0,0,101399,272.85,1.0748,0.15
01.15.2016 17:00,0,0,101459,269.55,1.20184,0.15
01.15.2016 18:00,0,0,101504,268.95,1.39656,0.15
01.15.2016 19:00,0,0,101544,269.45,1.49932,0.15
01.15.2016 20:00,0,0,101558,268.95,1.58997,0.15
01.15.2016 21:00,0,0,101566,269.05,1.65046,0.15
01.15.2016 22:00,0,0,101580,269.45,1.59936,0.15
01.15.2016 23:00,0,0,101589,272.75,1.53932,0.15
01.16.2016 00:00,0,0,101588,269.95,1.53047,0.15
01.16.2016 01:00,0,0,101581,272.25,1.53305,0.15
01.16.2016 02:00,0,0,101573,274.85,1.66466,0.15
01.16.2016 03:00,0,0,101557,276.45,1.91027,0.15
01.16.2016 04:00,0,0,101528,277.25,2.1239,0.15
01.16.2016 05:00,0,0,101483,273.65,2.47515,0.15
01.16.2016 06:00,0,0,101423,277.75,2.8645,0.15
01.16.2016 07:00,3,0,101363,276.65,3.04015,0.15
01.16.2016 08:00,39,41,101344,274.05,2.87881,0.15
01.16.2016 09:00,62,138,101300,272.35,2.876,0.15
01.16.2016 10:00,73,220,101236,271.45,2.81022,0.15
01.16.2016 11:00,78,258,101134,270.75,3.30237,0.15
01.16.2016 12:00,80,251,100972,270.35,3.82982,0.15
01.16.2016 13:00,73,198,100910,270.25,3.34486,0.15
01.16.2016 14:00,60,107,100849,270.65,3.63437,0.15
01.16.2016 15:00,27,19,100800,270.45,3.92589,0.15
01.16.2016 16:00,0,0,100718,270.55,4.528,0.15
01.16.2016 17:00,0,0,100649,269.25,4.16639,0.15
01.16.2016 18:00,0,0,100617,268.65,3.99499,0.15
01.16.2016 19:00,0,0,100518,268.25,4.2064,0.15
01.16.2016 20:00,0,0,100424,269.45,3.91815,0.15
01.16.2016 21:00,0,0,100322,270.55,3.8743,0.15
01.16.2016 22:00,0,0,100249,270.55,3.85719,0.15
01.16.2016 23:00,0,0,100169,270.85,3.8125,0.15
01.17.2016 00:00,0,0,100113,271.55,3.59045,0.15
01.17.2016 01:00,0,0,100097,272.85,3.23403,0.15
01.17.2016 02:00,0,0,100071,274.35,3.22512,0.15
01.17.2016 03:00,0,0,99998.5,275.35,3.45795,0.15
01.17.2016 04:00,0,0,99929.6,276.35,3.27564,0.15
01.17.2016 05:00,0,0,99845.4,273.55,3.64143,0.15
01.17.2016 06:00,0,0,99758.6,276.95,4.20541,0.15
01.17.2016 07:00,2,0,99700.3,275.05,3.88459,0.15
01.17.2016 08:00,44,29,99674.2,273.25,3.58709,0.15
01.17.2016 09:00,90,93,99665.3,273.85,3.21077,0.15
01.17.2016 10:00,159,99,99679.6,273.85,3.1572,0.15
01.17.2016 11:00,180,79,99728.9,273.65,3.61764,0.15
01.17.2016 12:00,163,126,99810.9,273.35,4.20343,0.15
01.17.2016 13:00,134,117,99918.2,273.55,4.65766,0.15
01.17.2016 14:00,75,84,100044,272.55,4.3672,0.15
01.17.2016 15:00,30,14,100145,272.45,4.46257,0.15
01.17.2016 16:00,0,0,100232,272.65,4.53384,0.15
01.17.2016 17:00,0,0,100320,272.25,4.69809,0.15
01.17.2016 18:00,0,0,100414,273.05,4.81,0.15
01.17.2016 19:00,0,0,100504,273.05,4.95475,0.15
01.17.2016 20:00,0,0,100585,272.05,5.19463,0.15
01.17.2016 21:00,0,0,100662,271.75,5.49051,0.15
01.17.2016 22:00,0,0,100725,271.95,5.64877,0.15
01.17.2016 23:00,0,0,100790,273.05,5.61386,0.15
01.18.2016 00:00,0,0,100852,272.45,5.34364,0.15
01.18.2016 01:00,0,0,100912,273.35,5.04545,0.15
01.18.2016 02:00,0,0,100970,275.05,4.73729,0.15
01.18.2016 03:00,0,0,101025,276.55,4.47824,0.15
01.18.2016 04:00,0,0,101069,273.55,4.33678,0.15
01.18.2016 05:00,0,0,101104,276.85,4.30855,0.15
01.18.2016 06:00,0,0,101136,276.45,4.29841,0.15
01.18.2016 07:00,3,0,101168,277.05,4.18766,0.15
01.18.2016 08:00,56,4,101179,277.55,4.0562,0.15
01.18.2016 09:00,116,8,101173,277.25,4.06378,0.15
01.18.2016 10:00,188,73,101168,276.95,3.99534,0.15
01.18.2016 11:00,234,42,101165,276.95,3.81052,0.15
01.18.2016 12:00,196,6,101163,277.35,3.57232,0.15
01.18.2016 13:00,143,1,101167,277.45,3.36013,0.15
01.18.2016 14:00,57,0,101182,277.65,3.34143,0.15
01.18.2016 15:00,8,0,101203,277.75,3.25212,0.15
01.18.2016 16:00,0,0,101245,278.05,3.14971,0.15
01.18.2016 17:00,0,0,101280,273.65,3.04678,0.15
01.18.2016 18:00,0,0,101304,278.35,2.96283,0.15
01.18.2016 19:00,0,0,101316,278.65,2.90629,0.15
01.18.2016 20:00,0,0,101313,279.05,2.89319,0.15
01.18.2016 21:00,0,0,101288,279.55,2.9096,0.15
01.18.2016 22:00,0,0,101260,280.35,2.92453,0.15
01.18.2016 23:00,0,0,101241,281.05,2.89378,0.15
01.19.2016 00:00,0,0,101231,281.85,2.84453,0.15
01.19.2016 01:00,0,0,101229,282.05,2.80408,0.15
01.19.2016 02:00,0,0,101222,282.85,2.81056,0.15
01.19.2016 03:00,0,0,101194,273.95,2.82883,0.15
01.19.2016 04:00,0,0,101150,279.75,2.81427,0.15
01.19.2016 05:00,0,0,101102,279.85,2.77039,0.15
01.19.2016 06:00,0,0,101054,280.45,2.69923,0.15
