date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_electricity_sink_input1,01_heat_sink_input1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_thermal_storage_capacity,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_photovoltaic_electricity_source_output1
2012-01-02 00:00:00,0.23297752,0.85169037,0.0,0.6879355,0.23297752286319187,3.7365305656393657,0.0,0.0,0.85169037,0.76652134,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,3.7365306,3.7365306,0.0
2012-01-02 01:00:00,0.17240576,0.95999561,0.0,0.6879355,0.1724057642179168,3.8340052760473493,0.0,0.0,0.95999561,0.86399605,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,3.8340053,3.8340053,0.0
2012-01-02 02:00:00,0.15802197,1.0683008,0.0,0.6879355,0.15802196928895967,3.931479986455333,0.0,0.0,1.0683008,0.96147076,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,3.93148,3.93148,0.0
2012-01-02 03:00:00,0.15386665,1.4112674,0.0,0.6879355,0.1538666507539276,4.240149902747281,0.0,0.0,1.4112674,1.2701407,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.2401499,4.2401499,0.0
2012-01-02 04:00:00,0.15634386,2.3499128,0.0,0.6879355,0.15634385988058136,5.084930726283137,0.0,0.0,2.3499128,2.1149215,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,5.0849307,5.0849307,0.0
2012-01-02 05:00:00,0.18714915,4.8228823,0.0,0.6879355,0.18714915402009788,7.31060328059876,0.0,0.0,4.8228823,4.3405941,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,7.3106033,7.3106033,0.0
2012-01-02 06:00:00,0.9772943,6.411359,0.0,0.6879355,0.3599544680971524,9.35757219916641,0.61733983,0.61733983,6.411359,5.7702231,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,9.3575722,9.3575722,0.0
2012-01-02 07:00:00,0.51713738,6.411359,0.0,0.6879355,0.5171373826819229,8.740232366582516,0.0,0.0,6.411359,5.7702231,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,8.7402324,8.7402324,0.0
2012-01-02 08:00:00,0.53339906,5.9239855,0.0,0.6879355,0.5333990619488272,8.30159616974659,0.0,0.0,5.9239855,5.3315869,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,8.3015962,8.3015962,0.0
2012-01-02 09:00:00,0.0,5.1580114,0.0,0.0,0.4923253364294718,7.927943113182655,0.31572364,0.31572364,5.1580114,4.6422102,0.6879355,2.2820737,2.9700092,0.0,1.4959845,1.4959845,0.6879355,0.6879355,7.9279431,7.9279431,1.4959845
2012-01-02 10:00:00,0.0,4.4461444,0.0,0.0,0.4643168913039192,7.5542900566187186,0.58275089,0.58275089,4.4461444,4.0015299,0.6879355,2.2820737,2.9700092,0.0,1.7350033,1.7350033,0.6879355,0.6879355,7.5542901,7.5542901,1.7350033
2012-01-02 11:00:00,0.0,4.1008474,0.089281656,0.0,0.47274739333172466,7.278111710462764,0.61733983,0.61733983,4.1008474,3.6907626,0.6879355,2.2820737,2.9700092,0.0,1.7780227,1.7780227,0.6879355,0.6879355,7.2781117,7.2781117,1.8673044
2012-01-02 12:00:00,0.0,3.9383895,0.0323717,0.0,0.5222516208788854,7.131899644850789,0.61733983,0.61733983,3.9383895,3.5445506,0.6879355,2.2820737,2.9700092,0.0,1.827527,1.827527,0.6879355,0.6879355,7.1318996,7.1318996,1.8598987
2012-01-02 13:00:00,0.0,4.1163392,0.0,0.0,0.5174170675833193,7.1156538597827925,0.44093938,0.44093938,4.1163392,3.7047053,0.6879355,2.2820737,2.9700092,0.0,1.6462919,1.6462919,0.6879355,0.6879355,7.1156539,7.1156539,1.6462919
2012-01-02 14:00:00,0.0,4.5476199,0.0,0.0,0.460880762515335,7.24562014032677,0.18275301,0.18275301,4.5476199,4.0928579,0.6879355,2.2820737,2.9700092,0.0,1.3315693,1.3315693,0.6879355,0.6879355,7.2456201,7.2456201,1.3315693
2012-01-02 15:00:00,0.41880816,4.9853401,0.0,0.6879355,0.4188081623481354,7.4568153462107345,0.0,0.0,4.9853401,4.4868061,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,7.4568153,7.4568153,0.0
2012-01-02 16:00:00,0.42036641,5.4005102,0.0,0.6879355,0.4203664067987724,7.830468402774671,0.0,0.0,5.4005102,4.8604592,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,7.8304684,7.8304684,0.0
2012-01-02 17:00:00,0.5141008,5.7434768,0.0,0.6879355,0.5141008037524765,8.139138319066618,0.0,0.0,5.7434768,5.1691291,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,8.1391383,8.1391383,0.0
2012-01-02 18:00:00,0.66401191,5.8337311,0.0,0.6879355,0.6640119109009408,8.220367244406605,0.0,0.0,5.8337311,5.250358,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,8.2203672,8.2203672,0.0
2012-01-02 19:00:00,0.74747788,5.8156803,0.0,0.6879355,0.747477876474806,8.204121459338607,0.0,0.0,5.8156803,5.2341122,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,8.2041215,8.2041215,0.0
2012-01-02 20:00:00,0.67220268,5.4366119,0.0,0.6879355,0.6722026830132636,7.862959972910666,0.0,0.0,5.4366119,4.8929507,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,7.86296,7.86296,0.0
2012-01-02 21:00:00,0.56324544,4.443814,0.0,0.6879355,0.5632454364264132,6.969441794170818,0.0,0.0,4.443814,3.9994326,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,6.9694418,6.9694418,0.0
2012-01-02 22:00:00,0.46615482,2.2416075,0.0,0.6879355,0.4661548206559526,4.9874560158751535,0.0,0.0,2.2416075,2.0174468,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.987456,4.987456,0.0
2012-01-02 23:00:00,0.34517112,1.1224535,0.0,0.6879355,0.3451711233090575,3.980217341659325,0.0,0.0,1.1224535,1.0102081,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,3.9802173,3.9802173,0.0
2012-01-03 00:00:00,0.2660203,0.0,0.0,0.42591148,0.2660202962138795,1.8387785250671755,0.0,0.0,0.0,0.0,0.42591148,1.412867,1.8387785,0.0,0.0,0.0,-0.0,0.0,1.8387785,1.8387785,0.0
2012-01-03 01:00:00,0.19645867,0.0,0.0,0.45212142,0.19645866573800624,1.9519341266097712,0.0,0.0,0.0,0.0,0.45212142,1.4998127,1.9519341,0.0,0.0,0.0,-0.0,0.0,1.9519341,1.9519341,0.0
2012-01-03 02:00:00,0.17696063,0.0,0.0,0.47177887,0.17696063261208655,2.036800827766718,0.0,0.0,0.0,0.0,0.47177887,1.565022,2.0368008,0.0,0.0,0.0,-0.0,0.0,2.0368008,2.0368008,0.0
2012-01-03 03:00:00,0.17224594,0.0,0.0,0.54167204,0.1722459442742617,2.338549098546972,0.0,0.0,0.0,0.0,0.54167204,1.7968771,2.3385491,0.0,0.0,0.0,-0.0,0.0,2.3385491,2.3385491,0.0
2012-01-03 04:00:00,0.17608162,0.13656727,0.0,0.6879355,0.17608162292198362,3.0929197754976085,0.0,0.0,0.13656727,0.12291055,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,3.0929198,3.0929198,0.0
2012-01-03 05:00:00,0.21032305,1.7815144,0.0,0.6879355,0.21032304585008435,4.573372229013232,0.0,0.0,1.7815144,1.603363,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.5733722,4.5733722,0.0
2012-01-03 06:00:00,0.37122177,3.1959595,0.0,0.6879355,0.3712217741248354,5.84637274636743,0.0,0.0,3.1959595,2.8763635,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,5.8463727,5.8463727,0.0
2012-01-03 07:00:00,0.51829608,2.7559099,0.0,0.6879355,0.5182960772734223,5.450328140968346,0.0,0.0,2.7559099,2.4803189,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,5.4503281,5.4503281,0.0
2012-01-03 08:00:00,0.54926119,2.221564,0.0,0.6879355,0.5492611913565939,4.969416834412316,0.0,0.0,2.221564,1.9994076,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.9694168,4.9694168,0.0
2012-01-03 09:00:00,0.39398161,1.7919918,0.0,0.6879355,0.5432679434695283,4.582801862475114,0.0,0.0,1.7919918,1.6127926,0.6879355,2.2820737,2.9700092,0.0,0.14928633,0.14928633,-0.0,0.0,4.5828019,4.5828019,0.14928633
2012-01-03 10:00:00,0.41543847,1.4252838,0.0,0.6879355,0.5275656340054168,4.252764691309212,0.0,0.0,1.4252838,1.2827555,0.6879355,2.2820737,2.9700092,0.0,0.11212716,0.11212716,-0.0,0.0,4.2527647,4.2527647,0.11212716
2012-01-03 11:00:00,0.34570183,1.2052591,0.0,0.6879355,0.5325200522587243,4.054742388609669,0.0,0.0,1.2052591,1.0847332,0.6879355,2.2820737,2.9700092,0.0,0.18681822,0.18681822,-0.0,0.0,4.0547424,4.0547424,0.18681822
2012-01-03 12:00:00,0.41478314,1.1423948,0.0,0.6879355,0.5977665442559105,3.998164587838372,0.0,0.0,1.1423948,1.0281554,0.6879355,2.2820737,2.9700092,0.0,0.1829834,0.1829834,-0.0,0.0,3.9981646,3.9981646,0.1829834
2012-01-03 13:00:00,0.50776264,1.1214401,0.0,0.6879355,0.5819843248199713,3.979305320914606,0.0,0.0,1.1214401,1.0092961,0.6879355,2.2820737,2.9700092,0.0,0.074221681,0.074221681,-0.0,0.0,3.9793053,3.9793053,0.074221681
2012-01-03 14:00:00,0.30331762,1.2471685,0.0,0.6879355,0.5065493114147739,4.092460922457201,0.0,0.0,1.2471685,1.1224517,0.6879355,2.2820737,2.9700092,0.0,0.2032317,0.2032317,-0.0,0.0,4.0924609,4.0924609,0.2032317
2012-01-03 15:00:00,0.45324936,1.4462386,0.0,0.6879355,0.4532493602058049,4.271623958232977,0.0,0.0,1.4462386,1.3016147,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.271624,4.271624,0.0
2012-01-03 16:00:00,0.42408222,1.7186502,0.0,0.6879355,0.424082220488753,4.5167944282419334,0.0,0.0,1.7186502,1.5467852,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.5167944,4.5167944,0.0
2012-01-03 17:00:00,0.46479635,2.0434487,0.0,0.6879355,0.46479635113488443,4.809113065560306,0.0,0.0,2.0434487,1.8391038,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.8091131,4.8091131,0.0
2012-01-03 18:00:00,0.57874797,2.1796545,0.0,0.6879355,0.578747970960956,4.931698300564784,0.0,0.0,2.1796545,1.9616891,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.9316983,4.9316983,0.0
2012-01-03 19:00:00,0.68678625,2.221564,0.0,0.6879355,0.6867862528717896,4.969416834412316,0.0,0.0,2.221564,1.9994076,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.9694168,4.9694168,0.0
2012-01-03 20:00:00,0.67144354,1.9701071,0.0,0.6879355,0.671443538280902,4.743105631327125,0.0,0.0,1.9701071,1.7730964,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.7431056,4.7431056,0.0
2012-01-03 21:00:00,0.62309801,1.289078,0.0,0.6879355,0.6230980053252404,4.130179456304734,0.0,0.0,1.289078,1.1601702,0.6879355,2.2820737,2.9700092,0.0,0.0,0.0,-0.0,0.0,4.1301795,4.1301795,0.0
2012-01-03 22:00:00,0.54210925,0.0,0.0,0.65306427,0.542109248878029,2.8194604051030026,0.0,0.0,0.0,0.0,0.65306427,2.1663961,2.8194604,0.0,0.0,0.0,-0.0,0.0,2.8194604,2.8194604,0.0
2012-01-03 23:00:00,0.40062864,0.0,0.0,0.47614719,0.4006286437573701,2.0556600946904835,0.0,0.0,0.0,0.0,0.47614719,1.5795129,2.0556601,0.0,0.0,0.0,-0.0,0.0,2.0556601,2.0556601,0.0
2012-01-04 00:00:00,0.29426847,0.0,0.0,0.05382763,0.2942684712549148,0.2323888760761328,0.0,0.0,0.0,0.0,0.05382763,0.17856125,0.23238888,0.0,0.0,0.0,-0.0,0.0,0.23238888,0.23238888,0.0
2012-01-04 01:00:00,0.21911314,0.0,0.0,0.057712098,0.21911314275111374,0.24915920733935884,0.0,0.0,0.0,0.0,0.057712098,0.19144711,0.24915921,0.0,0.0,0.0,-0.0,0.0,0.24915921,0.24915921,0.0
2012-01-04 02:00:00,0.19889592,0.0,0.0,0.061596566,0.19889591987874622,0.26592953860258495,0.0,0.0,0.0,0.0,0.061596566,0.20433297,0.26592954,0.0,0.0,0.0,-0.0,0.0,0.26592954,0.26592954,0.0
2012-01-04 03:00:00,0.18722906,0.0,0.0,0.089342767,0.1872290639919254,0.38571761905419977,0.0,0.0,0.0,0.0,0.089342767,0.29637485,0.38571762,0.0,0.0,0.0,-0.0,0.0,0.38571762,0.38571762,0.0
2012-01-04 04:00:00,0.19490042,0.0,0.0,0.16148289,0.1949004212873692,0.6971666282283984,0.0,0.0,0.0,0.0,0.16148289,0.53568374,0.69716663,0.0,0.0,0.0,-0.0,0.0,0.69716663,0.69716663,0.0
2012-01-04 05:00:00,0.23677325,0.0,0.0,0.36902447,0.23677324652499998,1.5931814700064773,0.0,0.0,0.0,0.0,0.36902447,1.224157,1.5931815,0.0,0.0,0.0,-0.0,0.0,1.5931815,1.5931815,0.0
2012-01-04 06:00:00,0.39115931,0.0,0.0,0.45947709,0.3911593120958066,1.9836906122787414,0.0,0.0,0.0,0.0,0.45947709,1.5242135,1.9836906,0.0,0.0,0.0,-0.0,0.0,1.9836906,1.9836906,0.0
2012-01-04 07:00:00,0.51825612,0.0,0.0,0.41785779,0.5182561222875085,1.8040084916013195,0.0,0.0,0.0,0.0,0.41785779,1.3861507,1.8040085,0.0,0.0,0.0,-0.0,0.0,1.8040085,1.8040085,0.0
2012-01-04 08:00:00,0.56592242,0.0,0.0,0.33683888,0.5659224204826359,1.454227296682604,0.0,0.0,0.0,0.0,0.33683888,1.1173884,1.4542273,0.0,0.0,0.0,-0.0,0.0,1.4542273,1.4542273,0.0
2012-01-04 09:00:00,0.0,0.0,0.0,0.17863913,0.575631482059682,1.4374569654193778,0.0,0.0,0.0,0.0,0.33295441,1.1045026,1.437457,0.0,0.72994677,0.72994677,0.15431528,0.15431528,1.437457,1.437457,0.72994677
2012-01-04 10:00:00,0.0,0.0,0.47459862,0.0,0.5563332238633311,1.219442658997439,0.0,0.0,0.0,0.0,0.28245633,0.93698633,1.2194427,0.0,0.83878955,0.83878955,0.28245633,0.28245633,1.2194427,1.2194427,1.3133882
2012-01-04 11:00:00,0.0,0.0,0.23306887,0.0,0.5672009800318766,1.154757095553567,0.0,0.0,0.0,0.0,0.26747338,0.88728372,1.1547571,0.0,0.83467436,0.83467436,0.26747338,0.26747338,1.1547571,1.1547571,1.0677432
2012-01-04 12:00:00,0.0,0.0,0.2561665,0.0,0.6306095426770292,1.0589266311922751,0.0,0.0,0.0,0.0,0.24527642,0.81365021,1.0589266,0.0,0.87588596,0.87588596,0.24527642,0.24527642,1.0589266,1.0589266,1.1320525
2012-01-04 13:00:00,0.0,0.0,0.59078703,0.0,0.6100726799173515,0.9487215971767896,0.0,0.0,0.0,0.0,0.21974991,0.72897168,0.9487216,0.0,0.82982259,0.82982259,0.21974991,0.21974991,0.9487216,0.9487216,1.4206096
2012-01-04 14:00:00,0.0,0.0,0.96116341,0.0,0.5264868493857451,0.9032021266051757,0.0,0.0,0.0,0.0,0.20920636,0.69399577,0.90320213,0.0,0.73569321,0.73569321,0.20920636,0.20920636,0.90320213,0.90320213,1.6968566
2012-01-04 15:00:00,0.47462528,0.0,0.0,0.1986628,0.4746252776696718,0.8576826560335622,0.0,0.0,0.0,0.0,0.1986628,0.65901986,0.85768266,0.0,0.0,0.0,-0.0,0.0,0.85768266,0.85768266,0.0
2012-01-04 16:00:00,0.45864328,0.0,0.0,0.22141468,0.4586432833041639,0.9559088820038864,0.0,0.0,0.0,0.0,0.22141468,0.7344942,0.95590888,0.0,0.0,0.0,-0.0,0.0,0.95590888,0.95590888,0.0
2012-01-04 17:00:00,0.48940862,0.0,0.0,0.23695256,0.4894086224577666,1.022990207056791,0.0,0.0,0.0,0.0,0.23695256,0.78603765,1.0229902,0.0,0.0,0.0,-0.0,0.0,1.0229902,1.0229902,0.0
2012-01-04 18:00:00,0.56804003,0.0,0.0,0.2541552,0.5680400347360656,1.0972588169367918,0.0,0.0,0.0,0.0,0.2541552,0.84310362,1.0972588,0.0,0.0,0.0,-0.0,0.0,1.0972588,1.0972588,0.0
2012-01-04 19:00:00,0.6599365,0.0,0.0,0.28578587,0.6599365023377363,1.233817228651633,0.0,0.0,0.0,0.0,0.28578587,0.94803136,1.2338172,0.0,0.0,0.0,-0.0,0.0,1.2338172,1.2338172,0.0
2012-01-04 20:00:00,0.66557016,0.0,0.0,0.28856049,0.6655701553515778,1.2457960366967942,0.0,0.0,0.0,0.0,0.28856049,0.95723555,1.245796,0.0,0.0,0.0,-0.0,0.0,1.245796,1.245796,0.0
2012-01-04 21:00:00,0.6294908,0.0,0.0,0.24527642,0.6294908030714437,1.0589266311922751,0.0,0.0,0.0,0.0,0.24527642,0.81365021,1.0589266,0.0,0.0,0.0,-0.0,0.0,1.0589266,1.0589266,0.0
2012-01-04 22:00:00,0.5773895,0.0,0.0,0.17036167,0.5773895014398879,0.735498813972915,0.0,0.0,0.0,0.0,0.17036167,0.56513714,0.73549881,0.0,0.0,0.0,-0.0,0.0,0.73549881,0.73549881,0.0
2012-01-04 23:00:00,0.44781548,0.0,0.0,0.082128755,0.44781548212153227,0.3545727181367799,0.0,0.0,0.0,0.0,0.082128755,0.27244396,0.35457272,0.0,0.0,0.0,-0.0,0.0,0.35457272,0.35457272,0.0
2012-01-05 00:00:00,0.29426847,0.0,0.0,0.068579447,0.2942684712549148,0.2960765801234039,0.0,0.0,0.0,0.0,0.068579447,0.22749713,0.29607658,0.0,0.0,0.0,-0.0,0.0,0.29607658,0.29607658,0.0
2012-01-05 01:00:00,0.21911314,0.0,0.0,0.073528479,0.21911314275111374,0.31744293126632994,0.0,0.0,0.0,0.0,0.073528479,0.24391445,0.31744293,0.0,0.0,0.0,-0.0,0.0,0.31744293,0.31744293,0.0
2012-01-05 02:00:00,0.19889592,0.0,0.0,0.078477512,0.19889591987874622,0.338809282409256,0.0,0.0,0.0,0.0,0.078477512,0.26033177,0.33880928,0.0,0.0,0.0,-0.0,0.0,0.33880928,0.33880928,0.0
2012-01-05 03:00:00,0.18722906,0.0,0.0,0.11382774,0.1872290639919254,0.4914260762872992,0.0,0.0,0.0,0.0,0.11382774,0.37759833,0.49142608,0.0,0.0,0.0,-0.0,0.0,0.49142608,0.49142608,0.0
2012-01-05 04:00:00,0.19490042,0.0,0.0,0.20573834,0.1949004212873692,0.8882297403702116,0.0,0.0,0.0,0.0,0.20573834,0.6824914,0.88822974,0.0,0.0,0.0,-0.0,0.0,0.88822974,0.88822974,0.0
2012-01-05 05:00:00,0.23677325,0.0,0.0,0.47015806,0.23677324652499998,2.029803358577975,0.0,0.0,0.0,0.0,0.47015806,1.5596453,2.0298034,0.0,0.0,0.0,-0.0,0.0,2.0298034,2.0298034,0.0
2012-01-05 06:00:00,0.39115931,0.0,0.0,0.58539982,0.3911593120958066,2.527334106620396,0.0,0.0,0.0,0.0,0.58539982,1.9419343,2.5273341,0.0,0.0,0.0,-0.0,0.0,2.5273341,2.5273341,0.0
2012-01-05 07:00:00,0.51825612,0.0,0.0,0.53237447,0.5182561222875085,2.2984089158033316,0.0,0.0,0.0,0.0,0.53237447,1.7660344,2.2984089,0.0,0.0,0.0,-0.0,0.0,2.2984089,2.2984089,0.0
2012-01-05 08:00:00,0.56592242,0.0,0.0,0.4291518,0.5659224204826359,1.8527678776794447,0.0,0.0,0.0,0.0,0.4291518,1.4236161,1.8527679,0.0,0.0,0.0,-0.0,0.0,1.8527679,1.8527679,0.0
