Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-18 23:00:00,h,4520.54,3525112.28,3194.09,1326.45,1689.26,1890.93
