date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_oil_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_electricity_sink_input1,01_heat_sink_input1,01_oilheating_transformer_input1,01_oilheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_photovoltaic_electricity_source_output1
2012-01-01 23:00:00,0.4314639,0.0,0.0,0.0,0.40226947,0.4314639041363219,1.7367093801817188,0.0,0.0,0.0,0.0,0.40226947,1.3344399,1.7367094,0.0,0.0,-0.0,0.0,0.0
2012-01-02 00:00:00,0.39036021,0.0,0.0,0.0,0.68674023,0.3903602123775312,2.9648489067732746,0.0,0.0,0.0,0.0,0.68674023,2.2781087,2.9648489,0.0,0.0,-0.0,0.0,0.0
2012-01-02 01:00:00,0.28118321,0.0,0.0,0.0,0.70465519,0.28118321336815516,3.042192791297795,0.0,0.0,0.0,0.0,0.70465519,2.3375376,3.0421928,0.0,0.0,-0.0,0.0,0.0
2012-01-02 02:00:00,0.2250964,0.0,0.0,0.0,0.72257015,0.2250964018917008,3.1195366758223146,0.0,0.0,0.0,0.0,0.72257015,2.3969665,3.1195367,0.0,0.0,-0.0,0.0,0.0
2012-01-02 03:00:00,0.20536863,0.0,0.0,0.0,0.77930087,0.20536862759677693,3.364458976816629,0.0,0.0,0.0,0.0,0.77930087,2.5851581,3.364459,0.0,0.0,-0.0,0.0,0.0
2012-01-02 04:00:00,0.19343208,0.0,0.0,0.0,0.93456388,0.1934320755550382,4.0347726426958035,0.0,0.0,0.0,0.0,0.93456388,3.1002088,4.0347726,0.0,0.0,-0.0,0.0,0.0
2012-01-02 05:00:00,0.19288269,1.5110536,0.0,0.0,1.0286209,0.19288269449872383,5.800791339339015,0.0,0.0,1.5110536,1.3599482,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 06:00:00,0.20456953,3.3157442,0.0,0.0,1.0286209,0.20456952787850152,7.425012914353938,0.0,0.0,3.3157442,2.9841698,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 07:00:00,0.24966872,2.7714724,0.0,0.0,1.0286209,0.2496687182286692,6.935168312365311,0.0,0.0,2.7714724,2.4943252,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 08:00:00,0.44215186,2.384753,0.0,0.0,1.0286209,0.44215186286825536,6.58712083200497,0.0,0.0,2.384753,2.1462777,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 09:00:00,0.69172069,2.0553253,0.0,0.0,1.0286209,0.6917206936321402,6.290635941327643,0.0,0.0,2.0553253,1.8497928,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 10:00:00,0.86917066,1.7258977,0.0,0.0,1.0286209,0.8698699870751614,5.9941510506503155,0.0,0.0,1.7258977,1.5533079,1.0286209,3.4122222,4.4408431,0.00069932853,0.00069932853,-0.0,0.0,0.00069932853
2012-01-02 11:00:00,1.0110166,1.4824077,0.0,0.0,1.0286209,1.0127590054492808,5.775010044497508,0.0,0.0,1.4824077,1.3341669,1.0286209,3.4122222,4.4408431,0.0017423807,0.0017423807,-0.0,0.0,0.0017423807
2012-01-02 12:00:00,1.0210637,1.3535012,0.0,0.0,1.0286209,1.032336948547028,5.658994217710728,0.0,0.0,1.3535012,1.2181511,1.0286209,3.4122222,4.4408431,0.011273294,0.011273294,-0.0,0.0,0.011273294
2012-01-02 13:00:00,0.78610999,1.3391783,0.0,0.0,1.0286209,0.8641264578500569,5.6461035702899744,0.0,0.0,1.3391783,1.2052604,1.0286209,3.4122222,4.4408431,0.078016471,0.078016471,-0.0,0.0,0.078016471
2012-01-02 14:00:00,0.66751412,1.4537618,0.0,0.0,1.0286209,0.6798340853227937,5.749228749656002,0.0,0.0,1.4537618,1.3083856,1.0286209,3.4122222,4.4408431,0.012319963,0.012319963,-0.0,0.0,0.012319963
2012-01-02 15:00:00,0.58234392,1.63996,0.0,0.0,1.0286209,0.5823439196931952,5.916807166125796,0.0,0.0,1.63996,1.475964,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 16:00:00,0.53289962,1.9693877,0.0,0.0,1.0286209,0.532899624624905,6.213292056803123,0.0,0.0,1.9693877,1.7724489,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 17:00:00,0.62779272,2.2415236,0.0,0.0,1.0286209,0.6277927161701085,6.458214357797436,0.0,0.0,2.2415236,2.0173712,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 18:00:00,0.78116992,2.3131383,0.0,0.0,1.0286209,0.7811699183465924,6.522667594901203,0.0,0.0,2.3131383,2.0818245,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 19:00:00,0.88045806,2.2988153,0.0,0.0,1.0286209,0.8804580583423104,6.509776947480451,0.0,0.0,2.2988153,2.0689338,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 20:00:00,0.79969904,1.9980336,0.0,0.0,1.0286209,0.7996990430641032,6.239073351644629,0.0,0.0,1.9980336,1.7982302,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 21:00:00,0.67693735,1.2102718,0.0,0.0,1.0286209,0.6769373488440452,5.530087743503195,0.0,0.0,1.2102718,1.0892446,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-02 22:00:00,0.57315427,0.0,0.0,0.0,0.91664891,0.5731542729330282,3.957428758171284,0.0,0.0,0.0,0.0,0.91664891,3.0407798,3.9574288,0.0,0.0,-0.0,0.0,0.0
2012-01-02 23:00:00,0.42272375,0.0,0.0,0.0,0.73152764,0.42272375096768483,3.158208618084575,0.0,0.0,0.0,0.0,0.73152764,2.426681,3.1582086,0.0,0.0,-0.0,0.0,0.0
2012-01-03 00:00:00,0.33482278,2.1767429,0.0,0.0,1.0286209,0.3348227819573912,6.3999117172630635,0.0,0.0,2.1767429,1.9590686,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 01:00:00,0.26405251,2.1513464,0.0,0.0,1.0286209,0.26405251315762635,6.3770548897014105,0.0,0.0,2.1513464,1.9362118,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 02:00:00,0.21026311,2.3291217,0.0,0.0,1.0286209,0.21026311337121373,6.537052682632987,0.0,0.0,2.3291217,2.0962095,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 03:00:00,0.19827662,2.506897,0.0,0.0,1.0286209,0.1982766175970828,6.697050475564563,0.0,0.0,2.506897,2.2562073,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 04:00:00,0.19208359,2.9386371,0.0,0.0,1.0286209,0.19208359478044845,7.0856165441126775,0.0,0.0,2.9386371,2.6447734,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 05:00:00,0.20017448,4.640201,0.0,0.0,1.0286209,0.20017447942798683,8.617023990743482,0.0,0.0,4.640201,4.1761809,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 06:00:00,0.26520122,5.7830423,4.471988,0.0,1.0286209,0.26520121900264726,13.759810192115586,4.471988,4.114229,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 07:00:00,0.40928889,5.7830423,2.8571034,0.0,1.0286209,0.4092888869541797,12.274116400608088,2.8571034,2.6285352,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 08:00:00,0.59787642,5.7830423,2.1366165,0.0,1.0286209,0.5978764204671733,11.611268401320128,2.1366165,1.9656872,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 09:00:00,0.0,5.7830423,1.5403514,0.89944133,0.0,0.7078525191948247,11.062704539840439,1.5403514,1.4171233,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,1.7364734,1.7364734,1.0286209,1.0286209,2.6359148
2012-01-03 10:00:00,0.0,5.7830423,1.2422189,1.3589571,0.0,0.738517970883643,10.788422609100593,1.2422189,1.1428414,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,1.7671389,1.7671389,1.0286209,1.0286209,3.126096
2012-01-03 11:00:00,0.0,5.7830423,0.39751004,1.5952537,0.0,0.7740779083468982,10.011290472004363,0.39751004,0.36570924,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,1.8026988,1.8026988,1.0286209,1.0286209,3.3979525
2012-01-03 12:00:00,0.0,5.7830423,0.049688756,1.5175001,0.0,0.8320625816542567,9.691294886141211,0.049688756,0.045713655,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,1.8606835,1.8606835,1.0286209,1.0286209,3.3781836
2012-01-03 13:00:00,0.0,5.7830423,0.0,1.1965015,0.0,0.8280670830628797,9.645581231017903,0.0,0.0,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,1.856688,1.856688,1.0286209,1.0286209,3.0531895
2012-01-03 14:00:00,0.0,5.7068529,0.0,0.65275121,0.0,0.7663865735584976,9.577010748332942,0.0,0.0,5.7068529,5.1361676,1.0286209,3.4122222,4.4408431,1.7950075,1.7950075,1.0286209,1.0286209,2.4477587
2012-01-03 15:00:00,0.71819087,5.7830423,0.47204318,0.0,1.0286209,0.7181908718000126,10.079860954689325,0.47204318,0.43427972,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 16:00:00,0.7227857,5.7830423,1.3912852,0.0,1.0286209,0.7227856951800962,10.925563574470516,1.3912852,1.2799823,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 17:00:00,0.90143443,5.7830423,1.6645733,0.0,1.0286209,0.9014344259470396,11.176988677648707,1.6645733,1.5314074,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 18:00:00,1.0458717,5.7830423,1.3912852,0.0,1.0286209,1.0458717000253175,10.925563574470516,1.3912852,1.2799823,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 19:00:00,1.0494177,5.7830423,1.316752,0.0,1.0286209,1.0494177050251645,10.856993091785554,1.316752,1.2114119,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 20:00:00,0.85883242,5.7830423,1.0683082,0.0,1.0286209,0.8588324222164825,10.628424816169016,1.0683082,0.98284359,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 21:00:00,0.66969551,5.7830423,0.049688756,0.0,1.0286209,0.6696955076471746,9.691294886141211,0.049688756,0.045713655,5.7830423,5.2047381,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 22:00:00,0.61181072,3.5989455,0.0,0.0,1.0286209,0.6118107218046005,7.679894060715675,0.0,0.0,3.5989455,3.2390509,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-03 23:00:00,0.51896532,2.2529323,0.0,0.0,1.0286209,0.5189653232874778,6.468482199948024,0.0,0.0,2.2529323,2.0276391,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 00:00:00,0.2912219,0.0,0.0,0.0,0.38375184,0.2912219035789898,1.6567636280807856,0.0,0.0,0.0,0.0,0.38375184,1.2730118,1.6567636,0.0,0.0,-0.0,0.0,0.0
2012-01-04 01:00:00,0.21550721,0.0,0.0,0.0,0.40736734,0.215507205272396,1.758718312885757,0.0,0.0,0.0,0.0,0.40736734,1.351351,1.7587183,0.0,0.0,-0.0,0.0,0.0
2012-01-04 02:00:00,0.19752746,0.0,0.0,0.0,0.42507897,0.19752746161119958,1.8351843264894858,0.0,0.0,0.0,0.0,0.42507897,1.4101054,1.8351843,0.0,0.0,-0.0,0.0,0.0
2012-01-04 03:00:00,0.19233331,0.0,0.0,0.0,0.48805363,0.1923333134424095,2.1070634859694097,0.0,0.0,0.0,0.0,0.48805363,1.6190099,2.1070635,0.0,0.0,-0.0,0.0,0.0
2012-01-04 04:00:00,0.19542982,0.0,0.0,0.0,0.64549028,0.19542982485072669,2.7867613846692194,0.0,0.0,0.0,0.0,0.64549028,2.1412711,2.7867614,0.0,0.0,-0.0,0.0,0.0
2012-01-04 05:00:00,0.23393644,0.0,0.0,0.0,0.95445971,0.23393644252512233,4.120668510867596,0.0,0.0,0.0,0.0,0.95445971,3.1662088,4.1206685,0.0,0.0,-0.0,0.0,0.0
2012-01-04 06:00:00,0.44994309,0.91868398,0.0,0.0,1.0286209,0.4499430851214405,5.267658714923524,0.0,0.0,0.91868398,0.82681558,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 07:00:00,0.64642173,0.52219354,0.0,0.0,1.0286209,0.6464217283524036,4.910817318106123,0.0,0.0,0.52219354,0.46997418,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 08:00:00,0.66674883,0.040740858,0.0,0.0,1.0286209,0.666748827436034,4.477509907684995,0.0,0.0,0.040740858,0.036666772,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 09:00:00,0.30917314,0.0,0.0,0.0,0.95642767,0.6154066705368397,4.129164734601343,0.0,0.0,0.0,0.0,0.95642767,3.1727371,4.1291647,0.30623353,0.30623353,-0.0,0.0,0.30623353
2012-01-04 10:00:00,0.15996175,0.0,0.0,0.0,0.88754914,0.580396114129899,3.8317969039201767,0.0,0.0,0.0,0.0,0.88754914,2.9442478,3.8317969,0.42043436,0.42043436,-0.0,0.0,0.42043436
2012-01-04 11:00:00,0.13021485,0.0,0.0,0.0,0.84622201,0.5909342416646558,3.653376205511476,0.0,0.0,0.0,0.0,0.84622201,2.8071542,3.6533762,0.46071939,0.46071939,-0.0,0.0,0.46071939
2012-01-04 12:00:00,0.20777204,0.0,0.0,0.0,0.83441426,0.6528145260986068,3.6023988631089905,0.0,0.0,0.0,0.0,0.83441426,2.7679846,3.6023989,0.44504249,0.44504249,-0.0,0.0,0.44504249
2012-01-04 13:00:00,0.27077758,0.0,0.0,0.0,0.83047835,0.6467713344791491,3.5854064156414958,0.0,0.0,0.0,0.0,0.83047835,2.7549281,3.5854064,0.37599375,0.37599375,-0.0,0.0,0.37599375
2012-01-04 14:00:00,0.32612035,0.0,0.0,0.0,0.85409385,0.5761009531441688,3.687361100446467,0.0,0.0,0.0,0.0,0.85409385,2.8332673,3.6873611,0.24998061,0.24998061,-0.0,0.0,0.24998061
2012-01-04 15:00:00,0.5235102,0.0,0.0,0.0,0.89148505,0.5235102029351693,3.8487893513876714,0.0,0.0,0.0,0.0,0.89148505,2.9573043,3.8487894,0.0,0.0,-0.0,0.0,0.0
2012-01-04 16:00:00,0.52545801,0.0,0.0,0.0,0.94265196,0.5254580084984655,4.069691168465109,0.0,0.0,0.0,0.0,0.94265196,3.1270392,4.0696912,0.0,0.0,-0.0,0.0,0.0
2012-01-04 17:00:00,0.642626,0.0,0.0,0.0,1.0036587,0.6426260046905955,4.333074104211286,0.0,0.0,0.0,0.0,1.0036587,3.3294154,4.3330741,0.0,0.0,-0.0,0.0,0.0
2012-01-04 18:00:00,0.83001489,0.0029798635,0.0,0.0,1.0286209,0.830014888626176,4.443525012750005,0.0,0.0,0.0029798635,0.0026818771,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 19:00:00,0.93434735,0.040740858,0.0,0.0,1.0286209,0.9343473455935075,4.477509907684995,0.0,0.0,0.040740858,0.036666772,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-04 20:00:00,0.84025335,0.0,0.0,0.0,0.98988296,0.8402533537665795,4.273600538075052,0.0,0.0,0.0,0.0,0.98988296,3.2837176,4.2736005,0.0,0.0,-0.0,0.0,0.0
2012-01-04 21:00:00,0.7040568,0.0,0.0,0.0,0.86196568,0.7040567955330165,3.7213459953814567,0.0,0.0,0.0,0.0,0.86196568,2.8593803,3.721346,0.0,0.0,-0.0,0.0,0.0
2012-01-04 22:00:00,0.58269353,0.0,0.0,0.0,0.58841949,0.5826935258199407,2.540370896390538,0.0,0.0,0.0,0.0,0.58841949,1.9519514,2.5403709,0.0,0.0,-0.0,0.0,0.0
2012-01-04 23:00:00,0.4314639,0.0,0.0,0.0,0.42901488,0.4314639041363219,1.8521767739569808,0.0,0.0,0.0,0.0,0.42901488,1.4231619,1.8521768,0.0,0.0,-0.0,0.0,0.0
2012-01-05 00:00:00,0.33252537,0.0,0.0,0.0,0.4347532,0.33252537026734935,1.876950676557445,0.0,0.0,0.0,0.0,0.4347532,1.4421975,1.8769507,0.0,0.0,-0.0,0.0,0.0
2012-01-05 01:00:00,0.24557333,0.0,0.0,0.0,0.46150724,0.24557333217250782,1.9924553335763648,0.0,0.0,0.0,0.0,0.46150724,1.5309481,1.9924553,0.0,0.0,-0.0,0.0,0.0
2012-01-05 02:00:00,0.22120079,0.0,0.0,0.0,0.48157277,0.2212007907651082,2.079083826340555,0.0,0.0,0.0,0.0,0.48157277,1.5975111,2.0790838,0.0,0.0,-0.0,0.0,0.0
2012-01-05 03:00:00,0.21530743,0.0,0.0,0.0,0.55291689,0.21530743034282715,2.387096245057674,0.0,0.0,0.0,0.0,0.55291689,1.8341794,2.3870962,0.0,0.0,-0.0,0.0,0.0
2012-01-05 04:00:00,0.22010203,0.0,0.0,0.0,0.73127717,0.22010202865247955,3.1571272918504723,0.0,0.0,0.0,0.0,0.73127717,2.4258501,3.1571273,0.0,0.0,-0.0,0.0,0.0
2012-01-05 05:00:00,0.26290381,0.25274454,0.0,0.0,1.0286209,0.26290380731260543,4.6683132211813385,0.0,0.0,0.25274454,0.22747009,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 06:00:00,0.46402722,1.6965528,0.0,0.0,1.0286209,0.4640272176560443,5.967740612644184,0.0,0.0,1.6965528,1.5268975,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 07:00:00,0.6478701,1.247368,0.0,0.0,1.0286209,0.6478700965917779,5.563474313077965,0.0,0.0,1.247368,1.1226312,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 08:00:00,0.68657649,0.70192932,0.0,0.0,1.0286209,0.6865764891957423,5.072579520747557,0.0,0.0,0.70192932,0.63173639,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 09:00:00,0.0,0.26343942,0.0,1.4764034,0.0,0.6790849293369104,4.677938609266247,0.0,0.0,0.26343942,0.23709547,1.0286209,3.4122222,4.4408431,1.7077059,1.7077059,1.0286209,1.0286209,3.1841092
2012-01-05 10:00:00,0.0,0.0,0.0,1.8512338,0.0,0.659457042506771,4.341050026294399,0.0,0.0,0.0,0.0,1.0055061,3.3355439,4.34105,1.6649632,1.6649632,1.0055061,1.0055061,3.5161969
2012-01-05 11:00:00,0.0,0.0,0.0,2.1053826,0.0,0.6656500653234054,4.138916876511289,0.0,0.0,0.0,0.0,0.95868653,3.1802303,4.1389169,1.6243366,1.6243366,0.95868653,0.95868653,3.7297192
2012-01-05 12:00:00,0.0,0.0,0.0,2.0176778,0.0,0.747208180319888,4.08116454800183,0.0,0.0,0.0,0.0,0.94530951,3.135855,4.0811645,1.6925177,1.6925177,0.94530951,0.94530951,3.7101955
2012-01-05 13:00:00,0.0,0.0,0.0,1.7826974,0.0,0.7274804060249641,4.0619137718320095,0.0,0.0,0.0,0.0,0.94085051,3.1210633,4.0619138,1.6683309,1.6683309,0.94085051,0.94085051,3.4510283
2012-01-05 14:00:00,0.0,0.0,0.0,1.4144507,0.0,0.6331866392684673,4.177418428850929,0.0,0.0,0.0,0.0,0.96760455,3.2098139,4.1774184,1.6007912,1.6007912,0.96760455,0.96760455,3.0152419
2012-01-05 15:00:00,0.13083054,0.0,0.0,0.0,1.0099651,0.5665617002572562,4.360300802464219,0.0,0.0,0.0,0.0,1.0099651,3.3503357,4.3603008,0.43573116,0.43573116,-0.0,0.0,0.43573116
2012-01-05 16:00:00,0.53010278,0.18857529,0.0,0.0,1.0286209,0.5301027756109412,4.610560892671877,0.0,0.0,0.18857529,0.16971776,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 17:00:00,0.58099544,0.52011643,0.0,0.0,1.0286209,0.5809954389186055,4.908947923304088,0.0,0.0,0.52011643,0.46810479,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 18:00:00,0.72343496,0.65914981,0.0,0.0,1.0286209,0.723434963701195,5.034077968407916,0.0,0.0,0.65914981,0.59323483,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 19:00:00,0.85848282,0.70192932,0.0,0.0,1.0286209,0.858482816089737,5.072579520747557,0.0,0.0,0.70192932,0.63173639,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
2012-01-05 20:00:00,0.83930442,0.4452523,0.0,0.0,1.0286209,0.8393044228511274,4.841570206709717,0.0,0.0,0.4452523,0.40072707,1.0286209,3.4122222,4.4408431,0.0,0.0,-0.0,0.0,0.0
