Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-01 23:00:00,h,318440.47,79582664.83,207973.45,110467.02,6305.03,6813.2
