ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
01_electricity_bus_shortage,source,0,0,41.54,0,0.8,909.73,0,0,0,1109873.52
01_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pellet_bus_shortage,source,0,0,172.98,0,5.06,1193.33,0,0,0,0.0
01_oil_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
01_pv_bus_excess,sink,8.18,0,0.0,0,0.94,-40.6,0,0,0,-16121.0
01_hp_electricity_bus_shortage,source,0,0,26.18,0,0.3,420.4,0,0,0,699391.24
01_pv_to_01_electricity_link,link,21.9,0,21.9,0,1.36,0.0,0.0,50.0,50,0.0
01_electricity_to_01_hp_electricity_bus,link,5.37,0,5.37,0,0.3,0.0,0.0,50.0,50,0.0
01_electricity_sink,sink,53.28,0,0.0,0,0.75,0.0,0,0,0,0.0
01_heat_sink,sink,304.77,0,0.0,0,6.29,0.0,0,0,0,0.0
01_thermal_storage,storage,3.49,0,3.42,0,2.15,0.0,9.58,2.39,30,1445.95
01_heat_without_storage_to_01_heat,link,296.13,0,296.13,0,6.29,0.0,0.0,50.0,50,0.0
01_heat_storage_to_01_heat,link,8.63,0,8.63,0,0.51,0.0,0.0,50.0,50,0.0
01_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,50,0.0
01_oilheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,50,0.0
01_electricheating_transformer,transformer,4.27,0,4.27,0,0.44,0.0,10.21,0.44,50,1558.29
01_pelletheating_transformer,transformer,172.98,0,155.69,0,4.55,0.0,173.04,4.55,50,292081.32
01_GCHP_transformer,transformer,31.54,104.64,136.18,0,1.29,0.0,363.22,1.29,50,79529.16
01_ASHP_transformer,transformer,0.0,0.0,0.0,0,0.0,0.0,0,0,50,0.0
01_photovoltaic_electricity_source,source,0,0,30.08,0,1.77,0.0,209.85,2.21,5,59288.19
01_solar_thermal_source,source,0.52,9.16,8.7,0,0.36,0.0,44.72,0.6,20,7622.05
