date,ID_electricity_bus_shortage_output1,ID_gas_bus_shortage_output1,ID_cooling_bus_shortage_output1,ID_hp_electricity_bus_shortage_output1,ID_electricity_sink_input1,ID_heat_sink_input1,ID_cooling_sink_input1,ID_thermal_storage_input1,ID_thermal_storage_output1,ID_thermal_storage_capacity,ID_gasheating_transformer_input1,ID_gasheating_transformer_output1,ID_GCHP_transformer_input1,ID_GCHP_transformer_input2,ID_GCHP_transformer_output1
2012-01-01 00:00:00,0.2912219035789898,0.0,20.0,0.35982819539211364,0.2912219035789898,1.5534785740157577,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,1.193650378623644,0.35982819539211364,1.5534785740157577
2012-01-01 01:00:00,0.215507205272396,0.0,20.0,0.3819714689547053,0.215507205272396,1.6490772554936506,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,1.2671057865389455,0.3819714689547053,1.6490772554936506
2012-01-01 02:00:00,0.19752746161119958,0.0,20.0,0.39857892412664897,0.19752746161119958,1.72077626660207,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,1.3221973424754212,0.39857892412664897,1.72077626660207
2012-01-01 03:00:00,0.1923333134424095,0.0,20.0,0.4576276536268932,0.1923333134424095,1.9757060838764509,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,1.5180784302495576,0.4576276536268932,1.9757060838764509
2012-01-01 04:00:00,0.19542982485072669,0.0,20.0,0.6052494773775039,0.19542982485072669,2.6130306270624026,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,2.0077811496848987,0.6052494773775039,2.6130306270624026
2012-01-01 05:00:00,0.23393644252512233,0.0,20.0,0.8949573064880776,0.23393644252512233,3.8637800430648337,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,2.9688227365767563,0.8949573064880776,3.8637800430648337
2012-01-01 06:00:00,0.4499430851214405,0.0,20.0,1.144069134067233,0.4499430851214405,4.939265209691127,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,3.7951960756238945,1.144069134067233,4.939265209691127
2012-01-01 07:00:00,0.6464217283524036,0.0,20.0,1.0665676765981627,0.6464217283524036,4.604669824518503,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,3.5381021479203403,1.0665676765981627,4.604669824518503
2012-01-01 08:00:00,0.666748827436034,0.0,20.0,0.9724587639571483,0.666748827436034,4.198375428237458,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,3.22591666428031,0.9724587639571483,4.198375428237458
2012-01-01 09:00:00,0.6154066705368397,0.0,20.0,0.8968025792849601,0.6154066705368397,3.8717465998546574,20.0,0.0,0.0,0.13004499723157903,0.0,0.0,2.9749440205696973,0.8968025792849601,3.8717465998546574
