ID,type,input 1/kWh,input 2/kWh,output 1/kWh,output 2/kWh,capacity/kW,variable costs/CU,periodical costs/CU,investment/kW,max. invest./kW,constraints/CU
ID_electricity_bus_shortage,source,0,0,185.41,0,1.05,1127.9,0,0,0,1782085.04
ID_heat_bus_excess,sink,3.4,0,0.0,0,0.34,0.0,0,0,0,0.0
ID_gas_bus_shortage,source,0,0,0.0,0,0.0,0.0,0,0,0,0.0
ID_pellet_bus_shortage,source,0,0,1318.63,0,10.88,2526.82,0,0,0,0.0
ID_oil_bus_shortage,source,0,0,12.25,0,3.87,25.59,0,0,0,0.0
ID_pv_bus_excess,sink,89.72,0,0.0,0,2.45,-123.71,0,0,0,-101877.01
ID_hp_electricity_bus_shortage,source,0,0,30.94,0,0.09,138.02,0,0,0,297361.33
ID_electricity_sink,sink,246.89,0,0.0,0,1.05,0.0,0,0,0,0.0
ID_heat_sink,sink,1442.38,0,0.0,0,13.76,0.0,0,0,0,0.0
ID_heat_sink_window-insulation,insulation,0,0,0.0,0,0.0,0.0,0,0,9.09,0.0
ID_gasheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
ID_oilheating_transformer,transformer,12.25,0,11.27,0,3.56,0.0,375.0,5.0,20,72447.38
ID_electricheating_transformer,transformer,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0
ID_pelletheating_transformer,transformer,1318.63,0,1186.76,0,9.8,0.0,372.25,9.8,20,618468.14
ID_GCHP_transformer,transformer,118.13,35.61,153.73,0,0.41,0.0,46.85,0.41,20,0.0
ID_ASHP_transformer,transformer,0.0,0.0,0.0,0,-0.0,0.0,0,0,20,0.0
ID_pv_to_ID_electricity_link,link,71.79,0,71.79,0,1.2,0.0,0.0,20.0,20,0.0
ID_electricity_to_ID_hp_electricity_bus,link,4.67,0,4.67,0,0.09,0.0,0.0,20.0,20,0.0
ID_photovoltaic_electricity_source,source,0,0,161.51,0,3.2,0.0,332.87,3.7,20,183400.03
ID_solar_thermal_source,source,5.64,98.96,94.01,0,1.34,0.0,83.24,2.08,20,47659.7
