Start Date,End Date,Resolution,Total System Costs,Total Constraint Costs,Total Variable Costs,Total Periodical Costs,Total Energy Demand,Total Energy Usage
2012-01-01,2012-01-01 23:00:00,h,208371.68,446490336.59,134234.58,74137.1,6305.03,8144.96
